holder_id,household_id,parcel_id,field_id,crop_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s9q01,s9q00b,s10q01a,s10q01b,s10q01c,s10q01d,s10q01e,s10q01f,s10q01g,s10q01h,s10q01i,s10q02,s10q02a,s10q02b,s10q02c,s10q02d,s10q02e,s10q02f,s10q02g,s10q02h,s10q02i,s10q02j,s10q02k,s10q02l,s10q02m,s10q02n,s10q02o,s10q02p,s10q03a,s10q03b,s10q03c,s10q03d,s10q03e,s10q03f,s10q04,s10q05,s10q06
03031208880050411801,030312088800504118,1,6,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,118,1,3. Both livestock and crop production,nech shenkurt,55. GARLIC,0,,,0,,,0,,,1,1,2,1,5,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03031208880050411801,030312088800504118,2,1,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,118,1,3. Both livestock and crop production,gebise,1. BARLEY,0,,,0,,,0,,,1,1,5,1,6,,,,,,,,,,,,,1,3,0,,0,,3. No,,0
03031208880050411801,030312088800504118,2,2,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,118,1,3. Both livestock and crop production,gebise,1. BARLEY,0,,,0,,,0,,,1,1,4,1,6,,,,,,,,,,,,,1,3,0,,0,,3. No,,0
03031208880050411801,030312088800504118,2,3,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,118,1,3. Both livestock and crop production,gebise,1. BARLEY,0,,,0,,,0,,,1,1,3,1,4,,,,,,,,,,,,,1,1,0,,0,,3. No,,0
03031208880050411801,030312088800504118,3,1,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,118,1,3. Both livestock and crop production,gebise,1. BARLEY,0,,,0,,,0,,,1,1,3,1,6,,,,,,,,,,,,,1,2,0,,0,,3. No,,0
03031208880050413101,030312088800504131,1,2,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,appl,41. APPLES,0,,,0,,,0,,,1,1,2,3,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03031208880050413101,030312088800504131,1,3,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,dench,60. POTATOES,0,,,0,,,0,,,2,2,5,2,2,3,3,1,2,,,,,,,,,0,,0,,0,,3. No,,0
03031208880050413101,030312088800504131,1,5,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,gebise,1. BARLEY,0,,,0,,,0,,,3,1,6,2,6,2,4,1,4,3,4,1,5,,,,,0,,0,,0,,3. No,,0
03031208880050413101,030312088800504131,3,1,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,sendyie,8. WHEAT,0,,,0,,,0,,,2,1,5,2,6,3,4,2,5,,,,,,,,,0,,0,,0,,3. No,,0
03031208880050413101,030312088800504131,3,2,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,2,1,5,2,7,3,4,2,5,,,,,,,,,0,,0,,0,,3. No,,0
03031208880050413101,030312088800504131,3,3,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,gwayaa,16. VETCH,0,,,0,,,0,,,2,1,5,1,8,3,3,1,8,,,,,,,,,0,,0,,0,,3. No,,0
03031208880050413101,030312088800504131,3,4,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,shenbera,11. CHICK PEAS,0,,,0,,,0,,,2,1,4,1,8,3,2,1,5,,,,,,,,,0,,0,,0,,3. No,,0
03031208880050413101,030312088800504131,3,5,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,abesh,36. FENUGREEK,0,,,0,,,0,,,1,1,2,1,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03031208880050413101,030312088800504131,3,6,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,131,1,3. Both livestock and crop production,geshoo,75. GESHO,0,,,0,,,0,,,2,1,5,1,8,3,5,1,9,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151200601,030401088801512006,2,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,teff01,7. TEFF,0,,,0,,,0,,,4,1,3,1,3,2,2,1,3,3,3,1,3,4,3,1,3,4,1,0,,0,,3. No,,100
03040108880151200601,030401088801512006,2,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,teff02,7. TEFF,0,,,0,,,0,,,4,1,3,1,2,2,2,1,2,3,3,1,2,4,3,1,2,4,1,0,,0,,3. No,,50
03040108880151200601,030401088801512006,3,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,teff0301,7. TEFF,0,,,0,,,0,,,4,1,3,1,4,2,2,1,3,3,3,1,4,4,3,1,4,4,1,0,,0,,3. No,,75
03040108880151200601,030401088801512006,4,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,sinde01,8. WHEAT,0,,,0,,,0,,,3,1,3,1,4,3,3,1,4,4,3,1,4,,,,,0,,0,,0,,3. No,,0
03040108880151200601,030401088801512006,4,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,3,1,3,1,5,3,3,1,5,4,3,1,5,,,,,0,,0,,0,,3. No,,0
03040108880151200601,030401088801512006,5,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,3,1,3,2,4,3,3,2,4,4,3,2,4,,,,,0,,0,,0,,3. No,,0
03040108880151200601,030401088801512006,6,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,3,1,3,1,3,3,3,1,3,4,3,1,3,,,,,0,,0,,0,,3. No,,0
03040108880151200601,030401088801512006,7,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,3,1,1,1,6,3,3,1,6,4,3,1,6,,,,,0,,0,,0,,3. No,,0
03040108880151200601,030401088801512006,8,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,6,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,4,1,3,1,8,2,3,1,6,3,3,1,8,4,3,1,8,4,1,0,,0,,3. No,,100
03040108880151201601,030401088801512016,2,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,16,1,1. Crop production only,bakila,13. HORSE BEANS,0,,,0,,,0,,,3,1,2,2,6,2,2,2,6,3,2,2,6,,,,,0,,0,,0,,3. No,,0
03040108880151201601,030401088801512016,3,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,16,1,1. Crop production only,sinde,8. WHEAT,0,,,0,,,0,,,3,1,3,1,6,2,2,1,6,3,3,2,6,,,,,2,1,0,,0,,3. No,,150
03040108880151201601,030401088801512016,4,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,16,1,1. Crop production only,teff,7. TEFF,0,,,0,,,0,,,3,1,3,2,8,2,2,2,8,3,3,2,8,,,,,4,1,0,,0,,3. No,,150
03040108880151202601,030401088801512026,2,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,26,1,3. Both livestock and crop production,gebis,1. BARLEY,0,,,0,,,0,,,2,1,3,2,8,2,3,2,6,,,,,,,,,1,1,1,1,0,,3. No,,0
03040108880151202601,030401088801512026,3,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,26,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,2,1,3,1,8,2,2,1,6,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151202601,030401088801512026,4,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,26,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,2,1,3,2,8,2,3,2,4,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151202601,030401088801512026,5,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,26,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,2,1,3,2,8,2,3,2,4,,,,,,,,,2,1,0,,0,,3. No,,0
03040108880151203601,030401088801512036,1,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,36,1,3. Both livestock and crop production,nechshinkurt,55. GARLIC,0,,,0,,,0,,,1,1,1,1,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151203601,030401088801512036,2,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,36,1,3. Both livestock and crop production,nechshinkurt,55. GARLIC,0,,,0,,,0,,,1,1,1,1,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151203601,030401088801512036,2,3,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,36,1,3. Both livestock and crop production,gebis,1. BARLEY,0,,,0,,,0,,,3,1,2,1,9,2,1,2,8,3,1,2,8,,,,,2,1,0,,0,,3. No,,100
03040108880151203601,030401088801512036,2,4,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,36,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,3,1,2,2,9,2,1,2,8,3,1,2,8,,,,,2,1,0,,0,,3. No,,100
03040108880151203601,030401088801512036,3,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,36,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,3,1,1,2,9,2,1,2,6,3,1,2,6,,,,,2,1,0,,0,,3. No,,100
03040108880151203601,030401088801512036,4,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,36,1,3. Both livestock and crop production,misir,14. LENTILS,0,,,0,,,0,,,3,1,1,1,6,2,1,2,6,3,1,2,6,,,,,0,,0,,0,,3. No,,0
03040108880151204601,030401088801512046,1,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,46,1,3. Both livestock and crop production,gebis,1. BARLEY,0,,,0,,,0,,,3,1,2,1,8,2,2,1,6,3,2,1,6,,,,,0,,0,,0,,3. No,,0
03040108880151204601,030401088801512046,1,3,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,46,1,3. Both livestock and crop production,ater,15. FIELD PEAS,0,,,0,,,0,,,3,1,2,1,8,2,1,2,6,3,2,1,6,,,,,0,,0,,0,,3. No,,0
03040108880151204601,030401088801512046,1,4,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,46,1,3. Both livestock and crop production,keyboloke,12. HARICOT BEANS,0,,,0,,,0,,,1,3,1,1,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151204601,030401088801512046,1,5,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,46,1,3. Both livestock and crop production,misir,14. LENTILS,0,,,0,,,0,,,3,1,2,1,6,2,2,1,2,3,2,1,6,,,,,0,,0,,0,,3. No,,0
03040108880151204601,030401088801512046,2,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,46,1,3. Both livestock and crop production,dagusa,3. MILLET,0,,,0,,,0,,,3,1,2,2,8,2,2,2,8,3,2,2,8,,,,,0,,0,,0,,3. No,,0
03040108880151204601,030401088801512046,3,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,46,1,3. Both livestock and crop production,bakila,13. HORSE BEANS,0,,,0,,,0,,,3,1,2,2,6,2,2,6,6,3,2,2,6,,,,,0,,0,,0,,3. No,,0
03040108880151205601,030401088801512056,1,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,56,1,1. Crop production only,kariya,59. GREEN PEPPER,0,,,0,,,0,,,1,1,1,1,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151205601,030401088801512056,1,3,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,56,1,1. Crop production only,duba,61. PUMPKINS,0,,,0,,,0,,,2,1,1,1,1,2,1,2,1,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151205601,030401088801512056,1,4,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,56,1,1. Crop production only,bekolo,2. MAIZE,0,,,0,,,0,,,2,1,1,1,1,2,2,1,1,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151205601,030401088801512056,1,5,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,56,1,1. Crop production only,bakila,13. HORSE BEANS,0,,,0,,,0,,,2,1,1,1,1,2,1,1,1,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151206601,030401088801512066,1,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,66,1,3. Both livestock and crop production,gebis na bekolo(01),1. BARLEY,0,,,0,,,0,,,3,1,2,2,9,2,2,2,9,3,2,1,4,,,,,2,1,0,,0,,3. No,,0
03040108880151206601,030401088801512066,1,2,2,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,66,1,3. Both livestock and crop production,gebis na bekolo(02),2. MAIZE,0,,,0,,,0,,,2,2,2,1,1,3,2,1,1,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151206601,030401088801512066,1,3,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,66,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,1,2,1,1,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151206601,030401088801512066,2,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,66,1,3. Both livestock and crop production,nech bolokena,12. HARICOT BEANS,0,,,0,,,0,,,3,1,2,2,9,2,2,2,9,3,3,1,3,,,,,0,,0,,0,,3. No,,0
03040108880151206601,030401088801512066,2,1,2,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,66,1,3. Both livestock and crop production,nug,25. NUEG,0,,,0,,,0,,,2,2,2,1,2,3,2,1,2,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151206601,030401088801512066,3,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,66,1,3. Both livestock and crop production,bakila,13. HORSE BEANS,0,,,0,,,0,,,3,1,3,2,8,2,3,2,6,3,3,2,3,,,,,2,1,0,,0,,3. No,,0
03040108880151208101,030401088801512081,1,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,81,1,3. Both livestock and crop production,bekolo,2. MAIZE,0,,,0,,,0,,,2,2,2,2,2,3,2,3,2,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151208101,030401088801512081,2,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,81,1,3. Both livestock and crop production,misir,14. LENTILS,0,,,0,,,0,,,4,1,2,2,8,2,2,1,6,3,2,2,8,4,2,1,6,0,,0,,0,,3. No,,0
03040108880151208101,030401088801512081,3,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,81,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,4,1,3,2,8,2,2,2,6,3,3,2,8,4,2,2,6,3,1,0,,0,,3. No,,70
03040108880151208101,030401088801512081,3,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,81,1,3. Both livestock and crop production,misir,14. LENTILS,0,,,0,,,0,,,2,2,1,1,1,3,1,1,2,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151208101,030401088801512081,3,3,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,81,1,3. Both livestock and crop production,bakila,13. HORSE BEANS,0,,,0,,,0,,,4,1,2,2,9,2,2,2,6,3,2,2,8,4,2,2,6,2,1,0,,0,,3. No,,0
03040108880151208101,030401088801512081,3,4,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,81,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,4,1,3,2,8,9,3,2,6,4,2,2,6,3,3,2,8,3,1,0,,0,,3. No,,70
03040108880151208101,030401088801512081,3,5,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,81,1,3. Both livestock and crop production,gebis,1. BARLEY,0,,,0,,,0,,,4,1,3,2,8,9,2,2,6,3,3,2,8,4,2,2,6,3,1,0,,0,,3. No,,140
03040108880151209301,030401088801512093,1,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,gebis02,1. BARLEY,0,,,0,,,0,,,3,1,3,1,6,2,2,1,4,3,2,1,4,,,,,0,,0,,0,,3. No,,0
03040108880151209301,030401088801512093,1,3,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,bekolo03,2. MAIZE,0,,,0,,,0,,,1,2,2,2,2,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151209301,030401088801512093,1,4,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,gebis,1. BARLEY,0,,,0,,,0,,,3,1,3,2,6,2,2,2,4,3,2,2,5,,,,,0,,0,,0,,3. No,,0
03040108880151209301,030401088801512093,1,5,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,karya,59. GREEN PEPPER,0,,,0,,,0,,,2,2,3,1,2,3,2,1,2,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151209301,030401088801512093,1,6,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,karya,59. GREEN PEPPER,0,,,0,,,0,,,1,2,2,1,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151209301,030401088801512093,2,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,3,1,2,2,9,2,2,2,8,3,2,2,9,,,,,5,2,0,,0,,3. No,,175
03040108880151209301,030401088801512093,3,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,bakila,13. HORSE BEANS,0,,,0,,,0,,,3,1,3,2,8,2,3,2,8,3,3,2,8,,,,,2,1,0,,0,,3. No,,0
03040108880151209301,030401088801512093,4,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,3,1,2,2,9,2,2,2,6,3,2,2,9,,,,,4,2,0,,0,,3. No,,175
03040108880151209301,030401088801512093,5,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,93,1,3. Both livestock and crop production,gebis,1. BARLEY,0,,,0,,,0,,,3,1,2,2,8,2,2,2,6,3,2,2,8,,,,,2,2,0,,0,,3. No,,0
03040108880151210301,030401088801512103,1,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,103,1,3. Both livestock and crop production,ater,15. FIELD PEAS,0,,,0,,,0,,,4,1,2,1,8,2,2,1,8,3,2,1,8,5,2,1,8,0,,0,,0,,3. No,,0
03040108880151210301,030401088801512103,1,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,103,1,3. Both livestock and crop production,gebs,1. BARLEY,0,,,0,,,0,,,4,1,2,2,10,2,2,1,8,3,2,1,8,5,2,1,10,0,,0,,0,,3. No,,0
03040108880151210301,030401088801512103,1,2,2,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,103,1,3. Both livestock and crop production,bekolo,2. MAIZE,0,,,0,,,0,,,2,2,1,1,2,3,1,1,2,,,,,,,,,0,,0,,0,,3. No,,0
03040108880151210301,030401088801512103,2,1,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,103,1,3. Both livestock and crop production,sinde,8. WHEAT,0,,,0,,,0,,,4,1,2,2,8,2,2,2,6,3,2,2,6,5,2,2,8,0,,0,,0,,3. No,,0
03040108880151210301,030401088801512103,2,2,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,103,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,4,1,3,2,5,2,2,2,4,3,2,2,4,5,3,2,5,5,1,0,,0,,3. No,,200
03040108880151210301,030401088801512103,2,3,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,103,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,4,1,3,1,2,2,2,1,2,3,2,1,2,5,2,1,2,5,1,0,,0,,3. No,,100
03040108880151210301,030401088801512103,2,4,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,103,1,3. Both livestock and crop production,bakila,13. HORSE BEANS,0,,,0,,,0,,,4,1,2,2,10,2,2,1,8,3,2,1,8,5,2,2,10,0,,0,,0,,3. No,,0
03040108880151210301,030401088801512103,2,5,1,030401088801512,1. RURAL,8015.917814405057,3. AMHARA,04,01,8,88,015,12,103,1,3. Both livestock and crop production,dagusa,3. MILLET,0,,,0,,,0,,,4,1,3,2,10,2,2,2,6,3,2,2,6,5,3,2,10,4,2,0,,0,,3. No,,250
03040408880190700601,030404088801907006,2,1,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,6,1,3. Both livestock and crop production,beqolo,2. MAIZE,0,,,0,,,0,,,1,1,1,1,3,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190700601,030404088801907006,2,2,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,6,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,1,1,1,1,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190700601,030404088801907006,2,3,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,6,1,3. Both livestock and crop production,snde,8. WHEAT,0,,,0,,,0,,,1,1,1,1,6,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190700601,030404088801907006,2,4,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,6,1,3. Both livestock and crop production,gebs,1. BARLEY,0,,,0,,,0,,,1,1,1,1,9,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190700601,030404088801907006,3,1,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,6,1,3. Both livestock and crop production,snde,8. WHEAT,0,,,0,,,0,,,1,1,1,1,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190700601,030404088801907006,4,1,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,6,1,3. Both livestock and crop production,mashila,6. SORGHUM,0,,,0,,,0,,,1,1,1,1,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,1,2,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,mashila,6. SORGHUM,0,,,0,,,0,,,1,1,2,1,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,1,3,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,beqolo,2. MAIZE,0,,,0,,,0,,,1,1,1,1,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,1,4,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,dagusa,3. MILLET,0,,,0,,,0,,,1,1,1,1,6,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,1,5,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,qey shinkurt,58. ONION,0,,,0,,,0,,,1,2,1,1,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,2,1,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,gebs,1. BARLEY,0,,,0,,,0,,,2,1,2,1,3,5,2,1,3,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,2,2,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,gebs,1. BARLEY,0,,,0,,,0,,,2,1,2,1,5,5,2,1,5,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,2,3,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,snde,8. WHEAT,0,,,0,,,0,,,2,1,2,1,4,5,2,1,4,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,2,5,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,snde,8. WHEAT,0,,,0,,,0,,,2,1,2,1,4,5,2,1,4,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,3,1,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,teff,7. TEFF,0,,,0,,,0,,,2,1,2,2,8,5,2,2,8,,,,,,,,,0,,0,,0,,3. No,,0
03040408880190701701,030404088801907017,3,2,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,17,1,3. Both livestock and crop production,gesho,75. GESHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03040408880190702701,030404088801907027,1,2,1,030404088801907,1. RURAL,7346.241530855155,3. AMHARA,04,04,8,88,019,07,27,1,3. Both livestock and crop production,beqolo,2. MAIZE,0,,,0,,,0,,,1,1,3,1,5,,,,,,,,,,,,,0,,0,,0,,3. No,,0
