household_id,assistance_cd,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s14q01,s14q01_os,s14q02a,s14q02b_1,s14q02b_2,s14q02b_3,s14q02b_os,s14q03,s14q04_1,s14q04_2,s14q04_os,s14q05,s14q06,s14q07,s14q08_1,s14q08_2,s14q08_3
030808088800201097,3. Other non food assistance,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,97,2. NO,,,,,,,,,,,,,,,,
030808088800201109,1. Direct support through PSNP ,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,109,2. NO,,,,,,,,,,,,,,,,
030808088800201109,2. Free food ,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,109,2. NO,,,,,,,,,,,,,,,,
030808088800201109,3. Other non food assistance,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,109,2. NO,,,,,,,,,,,,,,,,
030808088800201114,1. Direct support through PSNP ,030808088800201,1. RURAL,2135.274659182037,3. AMHARA,08,08,8,88,002,01,114,2. NO,,,,,,,,,,,,,,,,
030808088800201114,2. Free food ,030808088800201,1. RURAL,2135.274659182037,3. AMHARA,08,08,8,88,002,01,114,2. NO,,,,,,,,,,,,,,,,
030808088800201114,3. Other non food assistance,030808088800201,1. RURAL,2135.274659182037,3. AMHARA,08,08,8,88,002,01,114,2. NO,,,,,,,,,,,,,,,,
030808088800201123,1. Direct support through PSNP ,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,123,2. NO,,,,,,,,,,,,,,,,
030808088800201123,2. Free food ,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,123,2. NO,,,,,,,,,,,,,,,,
030808088800201123,3. Other non food assistance,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,123,2. NO,,,,,,,,,,,,,,,,
030902088800605010,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,10,2. NO,,,,,,,,,,,,,,,,
030902088800605010,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,10,2. NO,,,,,,,,,,,,,,,,
030902088800605010,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,10,2. NO,,,,,,,,,,,,,,,,
030902088800605029,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,29,2. NO,,,,,,,,,,,,,,,,
030902088800605029,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,29,2. NO,,,,,,,,,,,,,,,,
030902088800605029,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,29,2. NO,,,,,,,,,,,,,,,,
030902088800605042,1. Direct support through PSNP ,030902088800605,1. RURAL,11008.52713178295,3. AMHARA,09,02,8,88,006,05,42,2. NO,,,,,,,,,,,,,,,,
030902088800605042,2. Free food ,030902088800605,1. RURAL,11008.52713178295,3. AMHARA,09,02,8,88,006,05,42,2. NO,,,,,,,,,,,,,,,,
030902088800605042,3. Other non food assistance,030902088800605,1. RURAL,11008.52713178295,3. AMHARA,09,02,8,88,006,05,42,2. NO,,,,,,,,,,,,,,,,
030902088800605045,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,45,2. NO,,,,,,,,,,,,,,,,
030902088800605045,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,45,2. NO,,,,,,,,,,,,,,,,
030902088800605045,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,45,2. NO,,,,,,,,,,,,,,,,
030902088800605060,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,60,2. NO,,,,,,,,,,,,,,,,
030902088800605060,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,60,2. NO,,,,,,,,,,,,,,,,
030902088800605060,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,60,2. NO,,,,,,,,,,,,,,,,
030902088800605079,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,79,2. NO,,,,,,,,,,,,,,,,
030902088800605079,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,79,2. NO,,,,,,,,,,,,,,,,
030902088800605079,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,79,2. NO,,,,,,,,,,,,,,,,
030902088800605094,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,94,2. NO,,,,,,,,,,,,,,,,
030902088800605094,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,94,2. NO,,,,,,,,,,,,,,,,
030902088800605094,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,94,2. NO,,,,,,,,,,,,,,,,
030902088800605103,1. Direct support through PSNP ,030902088800605,1. RURAL,11008.52713178295,3. AMHARA,09,02,8,88,006,05,103,2. NO,,,,,,,,,,,,,,,,
030902088800605103,2. Free food ,030902088800605,1. RURAL,11008.52713178295,3. AMHARA,09,02,8,88,006,05,103,2. NO,,,,,,,,,,,,,,,,
030902088800605103,3. Other non food assistance,030902088800605,1. RURAL,11008.52713178295,3. AMHARA,09,02,8,88,006,05,103,2. NO,,,,,,,,,,,,,,,,
030902088800605108,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,108,2. NO,,,,,,,,,,,,,,,,
030902088800605108,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,108,2. NO,,,,,,,,,,,,,,,,
030902088800605108,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,108,2. NO,,,,,,,,,,,,,,,,
030902088800605120,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,120,2. NO,,,,,,,,,,,,,,,,
030902088800605120,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,120,2. NO,,,,,,,,,,,,,,,,
030902088800605120,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,120,2. NO,,,,,,,,,,,,,,,,
030902088800605132,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,132,2. NO,,,,,,,,,,,,,,,,
030902088800605132,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,132,2. NO,,,,,,,,,,,,,,,,
030902088800605132,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,132,2. NO,,,,,,,,,,,,,,,,
030902088800605144,1. Direct support through PSNP ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,144,2. NO,,,,,,,,,,,,,,,,
030902088800605144,2. Free food ,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,144,2. NO,,,,,,,,,,,,,,,,
030902088800605144,3. Other non food assistance,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,144,2. NO,,,,,,,,,,,,,,,,
030906088802103025,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,25,2. NO,,,,,,,,,,,,,,,,
030906088802103025,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,25,2. NO,,,,,,,,,,,,,,,,
030906088802103025,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,25,2. NO,,,,,,,,,,,,,,,,
030906088802103041,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,41,2. NO,,,,,,,,,,,,,,,,
030906088802103041,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,41,2. NO,,,,,,,,,,,,,,,,
030906088802103041,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,41,2. NO,,,,,,,,,,,,,,,,
030906088802103057,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,57,2. NO,,,,,,,,,,,,,,,,
030906088802103057,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,57,2. NO,,,,,,,,,,,,,,,,
030906088802103057,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,57,2. NO,,,,,,,,,,,,,,,,
030906088802103073,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,73,2. NO,,,,,,,,,,,,,,,,
030906088802103073,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,73,2. NO,,,,,,,,,,,,,,,,
030906088802103073,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,73,2. NO,,,,,,,,,,,,,,,,
030906088802103089,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,89,2. NO,,,,,,,,,,,,,,,,
030906088802103089,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,89,2. NO,,,,,,,,,,,,,,,,
030906088802103089,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,89,2. NO,,,,,,,,,,,,,,,,
030906088802103105,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,105,2. NO,,,,,,,,,,,,,,,,
030906088802103105,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,105,2. NO,,,,,,,,,,,,,,,,
030906088802103105,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,105,2. NO,,,,,,,,,,,,,,,,
030906088802103121,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,121,2. NO,,,,,,,,,,,,,,,,
030906088802103121,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,121,2. NO,,,,,,,,,,,,,,,,
030906088802103121,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,121,2. NO,,,,,,,,,,,,,,,,
030906088802103137,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,137,2. NO,,,,,,,,,,,,,,,,
030906088802103137,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,137,2. NO,,,,,,,,,,,,,,,,
030906088802103137,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,137,2. NO,,,,,,,,,,,,,,,,
030906088802103153,1. Direct support through PSNP ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,153,2. NO,,,,,,,,,,,,,,,,
030906088802103153,2. Free food ,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,153,2. NO,,,,,,,,,,,,,,,,
030906088802103153,3. Other non food assistance,030906088802103,1. RURAL,7421.972414646214,3. AMHARA,09,06,8,88,021,03,153,2. NO,,,,,,,,,,,,,,,,
030910010100304005,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,5,2. NO,,,,,,,,,,,,,,,,
030910010100304005,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,5,2. NO,,,,,,,,,,,,,,,,
030910010100304005,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,5,2. NO,,,,,,,,,,,,,,,,
030910010100304026,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,26,2. NO,,,,,,,,,,,,,,,,
030910010100304026,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,26,2. NO,,,,,,,,,,,,,,,,
030910010100304026,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,26,2. NO,,,,,,,,,,,,,,,,
030910010100304047,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,47,2. NO,,,,,,,,,,,,,,,,
030910010100304047,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,47,2. NO,,,,,,,,,,,,,,,,
030910010100304047,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,47,2. NO,,,,,,,,,,,,,,,,
030910010100304068,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,68,2. NO,,,,,,,,,,,,,,,,
030910010100304068,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,68,2. NO,,,,,,,,,,,,,,,,
030910010100304068,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,68,2. NO,,,,,,,,,,,,,,,,
030910010100304089,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,89,2. NO,,,,,,,,,,,,,,,,
030910010100304089,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,89,2. NO,,,,,,,,,,,,,,,,
030910010100304089,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,89,2. NO,,,,,,,,,,,,,,,,
030910010100304110,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,110,1. YES,,,,,,,200,1. CASH,,,0,0,1. ENTIRE HOUSEHOLD,,,
030910010100304110,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,110,2. NO,,,,,,,,,,,,,,,,
030910010100304110,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,110,2. NO,,,,,,,,,,,,,,,,
030910010100304131,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,131,2. NO,,,,,,,,,,,,,,,,
030910010100304131,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,131,2. NO,,,,,,,,,,,,,,,,
030910010100304131,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,131,2. NO,,,,,,,,,,,,,,,,
030910010100304152,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,152,2. NO,,,,,,,,,,,,,,,,
030910010100304152,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,152,2. NO,,,,,,,,,,,,,,,,
030910010100304152,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,152,2. NO,,,,,,,,,,,,,,,,
030910010100304173,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,173,2. NO,,,,,,,,,,,,,,,,
030910010100304173,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,173,2. NO,,,,,,,,,,,,,,,,
030910010100304173,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,173,2. NO,,,,,,,,,,,,,,,,
030910010100304194,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,194,2. NO,,,,,,,,,,,,,,,,
030910010100304194,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,194,2. NO,,,,,,,,,,,,,,,,
030910010100304194,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,194,2. NO,,,,,,,,,,,,,,,,
030910010100304215,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,215,2. NO,,,,,,,,,,,,,,,,
030910010100304215,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,215,2. NO,,,,,,,,,,,,,,,,
030910010100304215,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,215,2. NO,,,,,,,,,,,,,,,,
030910010100304236,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,236,2. NO,,,,,,,,,,,,,,,,
030910010100304236,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,236,2. NO,,,,,,,,,,,,,,,,
030910010100304236,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,236,2. NO,,,,,,,,,,,,,,,,
030910010100304257,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,257,2. NO,,,,,,,,,,,,,,,,
030910010100304257,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,257,2. NO,,,,,,,,,,,,,,,,
030910010100304257,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,257,2. NO,,,,,,,,,,,,,,,,
030910010100304278,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,278,2. NO,,,,,,,,,,,,,,,,
030910010100304278,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,278,2. NO,,,,,,,,,,,,,,,,
030910010100304278,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,278,2. NO,,,,,,,,,,,,,,,,
030910010100304299,1. Direct support through PSNP ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,299,2. NO,,,,,,,,,,,,,,,,
030910010100304299,2. Free food ,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,299,2. NO,,,,,,,,,,,,,,,,
030910010100304299,3. Other non food assistance,030910010100304,2. URBAN,7870.454990253413,3. AMHARA,09,10,1,1,003,04,299,2. NO,,,,,,,,,,,,,,,,
031002088801007007,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,7,2. NO,,,,,,,,,,,,,,,,
031002088801007007,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,7,2. NO,,,,,,,,,,,,,,,,
031002088801007007,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,7,2. NO,,,,,,,,,,,,,,,,
031002088801007017,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,17,2. NO,,,,,,,,,,,,,,,,
031002088801007017,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,17,2. NO,,,,,,,,,,,,,,,,
031002088801007017,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,17,2. NO,,,,,,,,,,,,,,,,
031002088801007027,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,27,2. NO,,,,,,,,,,,,,,,,
031002088801007027,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,27,2. NO,,,,,,,,,,,,,,,,
031002088801007027,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,27,2. NO,,,,,,,,,,,,,,,,
031002088801007037,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,37,2. NO,,,,,,,,,,,,,,,,
031002088801007037,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,37,2. NO,,,,,,,,,,,,,,,,
031002088801007037,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,37,2. NO,,,,,,,,,,,,,,,,
031002088801007047,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,47,2. NO,,,,,,,,,,,,,,,,
031002088801007047,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,47,2. NO,,,,,,,,,,,,,,,,
031002088801007047,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,47,2. NO,,,,,,,,,,,,,,,,
031002088801007057,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,57,2. NO,,,,,,,,,,,,,,,,
031002088801007057,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,57,2. NO,,,,,,,,,,,,,,,,
031002088801007057,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,57,2. NO,,,,,,,,,,,,,,,,
031002088801007067,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,67,2. NO,,,,,,,,,,,,,,,,
031002088801007067,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,67,2. NO,,,,,,,,,,,,,,,,
031002088801007067,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,67,2. NO,,,,,,,,,,,,,,,,
031002088801007077,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,77,2. NO,,,,,,,,,,,,,,,,
031002088801007077,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,77,2. NO,,,,,,,,,,,,,,,,
031002088801007077,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,77,2. NO,,,,,,,,,,,,,,,,
031002088801007087,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,87,2. NO,,,,,,,,,,,,,,,,
031002088801007087,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,87,2. NO,,,,,,,,,,,,,,,,
031002088801007087,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,87,2. NO,,,,,,,,,,,,,,,,
031002088801007097,1. Direct support through PSNP ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,97,2. NO,,,,,,,,,,,,,,,,
031002088801007097,2. Free food ,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,97,2. NO,,,,,,,,,,,,,,,,
031002088801007097,3. Other non food assistance,031002088801007,1. RURAL,9073.860234860695,3. AMHARA,10,02,8,88,010,07,97,2. NO,,,,,,,,,,,,,,,,
031004088801803013,1. Direct support through PSNP ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,13,2. NO,,,,,,,,,,,,,,,,
031004088801803013,2. Free food ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,13,2. NO,,,,,,,,,,,,,,,,
031004088801803013,3. Other non food assistance,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,13,2. NO,,,,,,,,,,,,,,,,
031004088801803027,1. Direct support through PSNP ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,27,2. NO,,,,,,,,,,,,,,,,
031004088801803027,2. Free food ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,27,2. NO,,,,,,,,,,,,,,,,
031004088801803027,3. Other non food assistance,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,27,2. NO,,,,,,,,,,,,,,,,
031004088801803041,1. Direct support through PSNP ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,41,2. NO,,,,,,,,,,,,,,,,
031004088801803041,2. Free food ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,41,2. NO,,,,,,,,,,,,,,,,
031004088801803041,3. Other non food assistance,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,41,2. NO,,,,,,,,,,,,,,,,
031004088801803055,1. Direct support through PSNP ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,55,2. NO,,,,,,,,,,,,,,,,
031004088801803055,2. Free food ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,55,2. NO,,,,,,,,,,,,,,,,
031004088801803055,3. Other non food assistance,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,55,2. NO,,,,,,,,,,,,,,,,
031004088801803069,1. Direct support through PSNP ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,69,2. NO,,,,,,,,,,,,,,,,
031004088801803069,2. Free food ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,69,2. NO,,,,,,,,,,,,,,,,
031004088801803069,3. Other non food assistance,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,69,2. NO,,,,,,,,,,,,,,,,
031004088801803083,1. Direct support through PSNP ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,83,2. NO,,,,,,,,,,,,,,,,
031004088801803083,2. Free food ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,83,,,,,,,,,,,,,,,,,
031004088801803083,3. Other non food assistance,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,83,2. NO,,,,,,,,,,,,,,,,
031004088801803097,1. Direct support through PSNP ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,97,1. YES,,,,,,,3330,1. CASH,,,0,0,1. ENTIRE HOUSEHOLD,,,
031004088801803097,2. Free food ,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,97,2. NO,,,,,,,,,,,,,,,,
031004088801803097,3. Other non food assistance,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,97,2. NO,,,,,,,,,,,,,,,,
