household_id,loan_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s15q02b,s15q02b_os,s15q03_1,s15q03_2,s15q04,s15q04_os,s15q05,s15q06a,s15q06b,s15q07,s15q08,s15q09a,s15q09b,s15q10a,s15q10b,s15q10c
030701088800919069,1,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,69,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
030703088802911046,1,030703088802911,1. RURAL,5640.507713562053,3. AMHARA,07,03,8,88,029,11,46,10. SACCOS,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,2. OCTOBER,2011,6. ANNUALLY,2. NO,1. SEPTEMBER,2012,9000,1000,10000
030706010100103124,1,030706010100103,2. URBAN,6289.743209876544,3. AMHARA,07,06,1,1,001,03,124,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,9. MAY,2012,2000,0,2000
030707088800708033,1,030707088800708,1. RURAL,8377.81292749658,3. AMHARA,07,07,8,88,007,08,33,4. MONEY LENDER,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,6. FEBRUARY,2012,2000,200,2200
030707088800708045,1,030707088800708,1. RURAL,8377.81292749658,3. AMHARA,07,07,8,88,007,08,45,10. SACCOS,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,3. MONTHLY,2. NO,8. APRIL,2012,5000,50,5050
030707088800708069,1,030707088800708,1. RURAL,8377.81292749658,3. AMHARA,07,07,8,88,007,08,69,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,6. FEBRUARY,2012,1400,0,1400
030707088800708081,1,030707088800708,1. RURAL,8377.81292749658,3. AMHARA,07,07,8,88,007,08,81,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2012,500,25,525
030707088800708093,1,030707088800708,1. RURAL,8377.81292749658,3. AMHARA,07,07,8,88,007,08,93,4. MONEY LENDER,,1,2,9. OTHER (SPECIFY),Loan repayment,,5. JANUARY,2011,6. ANNUALLY,1. YES,,,3000,300,3300
030707088800708105,1,030707088800708,1. RURAL,8377.81292749658,3. AMHARA,07,07,8,88,007,08,105,6. RELIGIOUS INSTITUTION,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,6. ANNUALLY,1. YES,,,2000,50,2050
030707088800708117,1,030707088800708,1. RURAL,8377.81292749658,3. AMHARA,07,07,8,88,007,08,117,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,2000,0,2000
030710088801809016,1,030710088801809,1. RURAL,8256.395348837208,3. AMHARA,07,10,8,88,018,09,16,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,5. JANUARY,2011,6. ANNUALLY,2. NO,5. JANUARY,2012,18000,2800,20800
030710088801809024,1,030710088801809,1. RURAL,8256.395348837208,3. AMHARA,07,10,8,88,018,09,24,10. SACCOS,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,6. ANNUALLY,2. NO,9. MAY,2012,25000,17,25017
030710088801809048,1,030710088801809,1. RURAL,8256.395348837208,3. AMHARA,07,10,8,88,018,09,48,7. MICROFINANCE INSTITUTION,,1,2,3. PURCHASE INPUTS FOR OTHER CROPS,,,8. APRIL,2011,6. ANNUALLY,2. NO,8. APRIL,2012,15000,19,15019
030710088801809072,1,030710088801809,1. RURAL,8256.395348837208,3. AMHARA,07,10,8,88,018,09,72,10. SACCOS,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,8. APRIL,2011,6. ANNUALLY,2. NO,8. APRIL,2012,20000,19,20019
030714010100520064,1,030714010100520,2. URBAN,5007.197806745293,3. AMHARA,07,14,1,1,005,20,64,1. RELATIVE,,1,,9. OTHER (SPECIFY),Batch Daragat,,5. JANUARY,2011,4. EVERY THREE MONTHS,1. YES,,,6500,0,6500
030714010100520076,1,030714010100520,2. URBAN,5007.197806745293,3. AMHARA,07,14,1,1,005,20,76,1. RELATIVE,,4,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,200,0,200
030714010100520124,1,030714010100520,2. URBAN,5007.197806745293,3. AMHARA,07,14,1,1,005,20,124,9. NGO,,1,2,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,5. JANUARY,2011,3. MONTHLY,2. NO,5. JANUARY,2016,200000,40000,240000
030714010100520148,1,030714010100520,2. URBAN,5007.197806745293,3. AMHARA,07,14,1,1,005,20,148,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,2. WEEKLY,1. YES,,,200,0,200
030803030100101008,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,8,10. SACCOS,,1,,5. BUSINESS START-UP CAPITAL,,1,1. SEPTEMBER,2011,6. ANNUALLY,2. NO,1. SEPTEMBER,2012,30000,5100,35100
030803030100101010,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,10,7. MICROFINANCE INSTITUTION,,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,0,0,0
030803030100101034,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,34,10. SACCOS,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2013,350000,6000,356000
030803030100101046,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,46,10. SACCOS,,2,3,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,1. SEPTEMBER,2011,3. MONTHLY,2. NO,1. SEPTEMBER,2012,20000,3500,23500
030803030100101070,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,70,10. SACCOS,,2,3,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,8. APRIL,2011,3. MONTHLY,2. NO,8. APRIL,2012,10000,1200,11200
030803030100101118,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,118,7. MICROFINANCE INSTITUTION,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,3. MONTHLY,2. NO,8. APRIL,2012,15000,2550,17550
030803030100101142,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,142,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,1600,0,1600
030803030100101166,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,166,7. MICROFINANCE INSTITUTION,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,6. ANNUALLY,2. NO,7. MARCH,2012,20000,3400,23400
030803030100101178,1,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,178,10. SACCOS,,1,,12. HOUSE CONSTRUCTION/MAINTENANCES,,,9. MAY,2011,6. ANNUALLY,2. NO,9. MAY,2012,8000,1560,9560
030803030100101178,2,030803030100101,2. URBAN,5267.17759600091,3. AMHARA,08,03,3,1,001,01,178,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,10500,0,10500
030803088802708065,1,030803088802708,1. RURAL,7775.440279972906,3. AMHARA,08,03,8,88,027,08,65,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,2. OCTOBER,2012,500,0,500
030808088800201047,1,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,47,7. MICROFINANCE INSTITUTION,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,4. DECEMBER,2011,3. MONTHLY,2. NO,8. APRIL,2013,100000,800,100800
030808088800201109,1,030808088800201,1. RURAL,8825.801924619087,3. AMHARA,08,08,8,88,002,01,109,7. MICROFINANCE INSTITUTION,,1,,5. BUSINESS START-UP CAPITAL,,,7. MARCH,2011,3. MONTHLY,2. NO,8. APRIL,2015,1500,350,1850
030902088800605079,1,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,79,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2012,1000,500,1500
030902088800605120,1,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,120,11. OTHER (SPECIFY),Eqube,1,2,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,8. APRIL,2011,3. MONTHLY,2. NO,11. JULY,2011,2800,80,2880
030902088800605132,1,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,132,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,10. JUNE,2011,6. ANNUALLY,2. NO,10. JUNE,2012,15000,13000,28000
030902088800605132,2,030902088800605,1. RURAL,9907.674418604653,3. AMHARA,09,02,8,88,006,05,132,4. MONEY LENDER,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,3. MONTHLY,2. NO,4. DECEMBER,2012,600,420,1020
031004088801803013,1,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,13,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,2. OCTOBER,2011,2000,0,2000
031004088801803041,1,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,41,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,13. PAGUME,2011,500,0,500
031004088801803055,1,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,55,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,500,0,500
031004088801803069,1,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,69,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
031004088801803097,1,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,97,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,100,0,100
031004088801803112,1,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,112,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,2000,0,2000
031004088801803141,1,031004088801803,1. RURAL,8678.254965201153,3. AMHARA,10,04,8,88,018,03,141,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,2000,0,2000
031101088800314009,1,031101088800314,1. RURAL,8479.541169076054,3. AMHARA,11,01,8,88,003,14,9,10. SACCOS,,1,2,3. PURCHASE INPUTS FOR OTHER CROPS,,,9. MAY,2011,6. ANNUALLY,2. NO,9. MAY,2012,6000,1140,7140
031101088800314023,1,031101088800314,1. RURAL,8479.541169076054,3. AMHARA,11,01,8,88,003,14,23,2. NEIGHBOR,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,8. APRIL,2012,2000,380,2380
031101088800314051,1,031101088800314,1. RURAL,8479.541169076054,3. AMHARA,11,01,8,88,003,14,51,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,6. ANNUALLY,2. NO,8. APRIL,2012,2000,140,2140
031101088800314065,1,031101088800314,1. RURAL,8479.541169076054,3. AMHARA,11,01,8,88,003,14,65,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,9. MAY,2011,6. ANNUALLY,2. NO,8. APRIL,2012,20000,3800,23800
031101088800314121,1,031101088800314,1. RURAL,8479.541169076054,3. AMHARA,11,01,8,88,003,14,121,10. SACCOS,,1,2,3. PURCHASE INPUTS FOR OTHER CROPS,,,9. MAY,2011,6. ANNUALLY,2. NO,8. APRIL,2012,15000,2850,17850
031101088800715048,1,031101088800715,1. RURAL,8256.39534883721,3. AMHARA,11,01,8,88,007,15,48,7. MICROFINANCE INSTITUTION,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,6. ANNUALLY,2. NO,7. MARCH,2012,12000,3000,15000
031101088800715056,1,031101088800715,1. RURAL,8256.39534883721,3. AMHARA,11,01,8,88,007,15,56,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,6. ANNUALLY,2. NO,7. MARCH,2012,15000,2250,17250
031101088800715064,1,031101088800715,1. RURAL,8256.39534883721,3. AMHARA,11,01,8,88,007,15,64,4. MONEY LENDER,,1,,6. EXPANDING BUSINESS,,1,9. MAY,2011,3. MONTHLY,2. NO,4. DECEMBER,2012,340,140,480
031101088800715072,1,031101088800715,1. RURAL,8256.39534883721,3. AMHARA,11,01,8,88,007,15,72,7. MICROFINANCE INSTITUTION,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,6. FEBRUARY,2011,6. ANNUALLY,1. YES,,,14000,2000,16000
031105010500201182,1,031105010500201,2. URBAN,4796.258158995816,3. AMHARA,11,05,1,5,002,01,182,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,4. DECEMBER,2011,3. MONTHLY,2. NO,5. JANUARY,2016,185000,13500,198500
031201088800502081,1,031201088800502,1. RURAL,8051.691331923891,3. AMHARA,12,01,8,88,005,02,81,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2010,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,5500,0,5500
031201088800502092,1,031201088800502,1. RURAL,8051.691331923891,3. AMHARA,12,01,8,88,005,02,92,1. RELATIVE,,3,,10. FOOD/NON-FOOD EXPENDITURE,,,11. JULY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
031303010300223012,1,031303010300223,2. URBAN,4097.318433862433,3. AMHARA,13,03,1,3,002,23,12,1. RELATIVE,,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,4. DECEMBER,2011,3. MONTHLY,1. YES,,,1000,0,1000
031303010300223022,1,031303010300223,2. URBAN,4097.318433862433,3. AMHARA,13,03,1,3,002,23,22,10. SACCOS,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,7000,0,7000
031303010300223062,1,031303010300223,2. URBAN,4097.318433862433,3. AMHARA,13,03,1,3,002,23,62,1. RELATIVE,,1,,7. PURCHASE NON-FARM INPUTS,,1,3. NOVEMBER,2011,2. WEEKLY,1. YES,,,1500,0,1500
031303010300223102,1,031303010300223,2. URBAN,4097.318433862433,3. AMHARA,13,03,1,3,002,23,102,1. RELATIVE,,2,,10. FOOD/NON-FOOD EXPENDITURE,,,6. FEBRUARY,2011,2. WEEKLY,1. YES,,,200,0,200
031303010300223112,1,031303010300223,2. URBAN,4097.318433862433,3. AMHARA,13,03,1,3,002,23,112,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,4. DECEMBER,2011,3. MONTHLY,1. YES,,,500,0,500
031401088800203018,1,031401088800203,1. RURAL,8107.63146867798,3. AMHARA,14,01,8,88,002,03,18,7. MICROFINANCE INSTITUTION,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,4. DECEMBER,2020,15000,0,15000
031401088800203038,1,031401088800203,1. RURAL,8107.63146867798,3. AMHARA,14,01,8,88,002,03,38,1. RELATIVE,,2,3,11. HEALTH & EDUCATION EXPENDITURE,,,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
031401088800203068,1,031401088800203,1. RURAL,8107.63146867798,3. AMHARA,14,01,8,88,002,03,68,1. RELATIVE,,1,2,3. PURCHASE INPUTS FOR OTHER CROPS,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
031401088800709013,1,031401088800709,1. RURAL,8013.560191518468,3. AMHARA,14,01,8,88,007,09,13,1. RELATIVE,,3,4,3. PURCHASE INPUTS FOR OTHER CROPS,,,2. OCTOBER,2011,5. EVERY SIX MONTHS,1. YES,,,300,0,300
031401088800709069,1,031401088800709,1. RURAL,8013.560191518468,3. AMHARA,14,01,8,88,007,09,69,1. RELATIVE,,1,2,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,6. FEBRUARY,2011,5. EVERY SIX MONTHS,2. NO,11. JULY,2011,1000,0,1000
031405010100309151,1,031405010100309,2. URBAN,5216.787015250545,3. AMHARA,14,05,1,1,003,09,151,1. RELATIVE,,2,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,9. MAY,2012,8000,0,8000
031405010100309327,1,031405010100309,2. URBAN,5216.787015250545,3. AMHARA,14,05,1,1,003,09,327,10. SACCOS,,1,,12. HOUSE CONSTRUCTION/MAINTENANCES,,,5. JANUARY,2011,3. MONTHLY,2. NO,5. JANUARY,2013,20000,3400,23400
031503088800107120,1,031503088800107,1. RURAL,6468.386165012591,3. AMHARA,15,03,8,88,001,07,120,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
031506010100103006,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,6,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,2. OCTOBER,2011,3. MONTHLY,2. NO,1. SEPTEMBER,2012,30000,300,30300
031506010100103038,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,38,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
031506010100103070,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,70,10. SACCOS,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,6. ANNUALLY,2. NO,8. APRIL,2012,3000,500,3500
031506010100103086,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,86,1. RELATIVE,,1,2,12. HOUSE CONSTRUCTION/MAINTENANCES,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,15000,0,15000
031506010100103118,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,118,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
031506010100103134,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,134,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
031506010100103166,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,166,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,3. NOVEMBER,2011,6. ANNUALLY,2. NO,3. NOVEMBER,2012,15000,200,15200
031506010100103214,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,214,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,9. MAY,2011,6. ANNUALLY,2. NO,8. APRIL,2012,8000,1500,9500
031506010100103230,1,031506010100103,2. URBAN,6072.021329534663,3. AMHARA,15,06,1,1,001,03,230,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
031506088800509033,1,031506088800509,1. RURAL,7697.691904179052,3. AMHARA,15,06,8,88,005,09,33,6. RELIGIOUS INSTITUTION,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,4. DECEMBER,2012,1500,0,1500
031506088800509058,1,031506088800509,1. RURAL,7697.691904179052,3. AMHARA,15,06,8,88,005,09,58,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,6. ANNUALLY,2. NO,7. MARCH,2012,4500,1200,5700
031603088801008006,1,031603088801008,1. RURAL,7424.355507481522,3. AMHARA,16,03,8,88,010,08,6,4. MONEY LENDER,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,10. JUNE,2011,4. EVERY THREE MONTHS,2. NO,3. NOVEMBER,2012,2000,1400,3400
031603088801008046,1,031603088801008,1. RURAL,7424.355507481522,3. AMHARA,16,03,8,88,010,08,46,2. NEIGHBOR,,1,2,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,5. EVERY SIX MONTHS,2. NO,3. NOVEMBER,2012,3000,2100,5100
031603088801008056,1,031603088801008,1. RURAL,7424.355507481522,3. AMHARA,16,03,8,88,010,08,56,1. RELATIVE,,1,3,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,6. ANNUALLY,2. NO,4. DECEMBER,2012,4000,2800,6800
031603088801008096,1,031603088801008,1. RURAL,7424.355507481522,3. AMHARA,16,03,8,88,010,08,96,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2000,5. EVERY SIX MONTHS,2. NO,3. NOVEMBER,2012,2000,1000,3000
031605010100105008,1,031605010100105,2. URBAN,4907.084142188165,3. AMHARA,16,05,1,1,001,05,8,10. SACCOS,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,5. EVERY SIX MONTHS,2. NO,9. MAY,2012,30000,5000,35000
031605010100105032,1,031605010100105,2. URBAN,4907.084142188165,3. AMHARA,16,05,1,1,001,05,32,10. SACCOS,,1,2,12. HOUSE CONSTRUCTION/MAINTENANCES,,,5. JANUARY,2011,6. ANNUALLY,2. NO,5. JANUARY,2012,25000,4700,29700
031605010100105044,1,031605010100105,2. URBAN,4907.084142188165,3. AMHARA,16,05,1,1,001,05,44,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,4. DECEMBER,2011,6. ANNUALLY,2. NO,4. DECEMBER,2012,38000,3040,41040
031605010100105068,1,031605010100105,2. URBAN,4907.084142188165,3. AMHARA,16,05,1,1,001,05,68,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,5. JANUARY,2011,6. ANNUALLY,2. NO,5. JANUARY,2012,30000,5000,35000
031605010100105092,1,031605010100105,2. URBAN,4907.084142188165,3. AMHARA,16,05,1,1,001,05,92,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,5. JANUARY,2011,6. ANNUALLY,2. NO,5. JANUARY,2012,350000,5000,355000
031605010100105104,1,031605010100105,2. URBAN,4907.084142188165,3. AMHARA,16,05,1,1,001,05,104,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,4. DECEMBER,2011,6. ANNUALLY,2. NO,4. DECEMBER,2012,35000,5000,40000
031605010100105116,1,031605010100105,2. URBAN,4907.084142188165,3. AMHARA,16,05,1,1,001,05,116,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,6. FEBRUARY,2011,6. ANNUALLY,1. YES,,,40000,5000,45000
031605010100105128,1,031605010100105,2. URBAN,4907.084142188165,3. AMHARA,16,05,1,1,001,05,128,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,5. JANUARY,2011,6. ANNUALLY,2. NO,5. JANUARY,2012,30000,2000,32000
040203088800403020,1,040203088800403,1. RURAL,12306.92394239424,4. OROMIA,02,03,8,88,004,03,20,1. RELATIVE,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,10. JUNE,2011,4. EVERY THREE MONTHS,1. YES,,,560,0,560
040203088800403070,1,040203088800403,1. RURAL,12306.92394239424,4. OROMIA,02,03,8,88,004,03,70,1. RELATIVE,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1500,0,1500
040212088800506011,1,040212088800506,1. RURAL,12467.55568934377,4. OROMIA,02,12,8,88,005,06,11,7. MICROFINANCE INSTITUTION,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,6. ANNUALLY,2. NO,3. NOVEMBER,2012,0,2040,2040
