household_id,Age_Group,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s6bq04,s6bq05
020302088800306075,2. Children 6-15 years,020302088800306,1. RURAL,1974.787045666356,2. AFAR,03,02,8,88,003,06,75,2,1
020302088800306075,3. Adults 16-65 years,020302088800306,1. RURAL,1974.787045666356,2. AFAR,03,02,8,88,003,06,75,0,
020302088800306075,4. People over 65 years old,020302088800306,1. RURAL,1974.787045666356,2. AFAR,03,02,8,88,003,06,75,3,2
020302088800306088,1. Children 0-5 years,020302088800306,1. RURAL,123.6735321528425,2. AFAR,03,02,8,88,003,06,88,1,2
020302088800306088,2. Children 6-15 years,020302088800306,1. RURAL,123.6735321528425,2. AFAR,03,02,8,88,003,06,88,0,
020302088800306088,3. Adults 16-65 years,020302088800306,1. RURAL,123.6735321528425,2. AFAR,03,02,8,88,003,06,88,0,
020302088800306088,4. People over 65 years old,020302088800306,1. RURAL,123.6735321528425,2. AFAR,03,02,8,88,003,06,88,0,
020303020100103023,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,23,0,
020303020100103023,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,23,0,
020303020100103023,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,23,1,3
020303020100103023,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,23,0,
020303020100103049,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,49,0,
020303020100103049,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,49,0,
020303020100103049,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,49,5,2
020303020100103049,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,49,0,
020303020100103075,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,75,0,
020303020100103075,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,75,0,
020303020100103075,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,75,2,3
020303020100103075,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,75,0,
020303020100103101,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,101,0,
020303020100103101,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,101,0,
020303020100103101,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,101,1,2
020303020100103101,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,101,0,
020303020100103127,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,127,0,
020303020100103127,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,127,0,
020303020100103127,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,127,2,3
020303020100103127,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,127,0,
020303020100103153,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,153,2,3
020303020100103153,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,153,2,4
020303020100103153,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,153,0,
020303020100103153,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,153,0,
020303020100103179,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,179,0,
020303020100103179,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,179,2,4
020303020100103179,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,179,3,5
020303020100103179,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,179,0,
020303020100103257,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,257,0,
020303020100103257,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,257,2,4
020303020100103257,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,257,3,6
020303020100103257,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,257,0,
020303020100103283,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,283,1,1
020303020100103283,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,283,0,
020303020100103283,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,283,2,4
020303020100103283,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,283,1,2
020303020100103309,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,309,0,
020303020100103309,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,309,2,4
020303020100103309,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,309,3,4
020303020100103309,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,309,0,
020303020100103335,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,335,3,3
020303020100103335,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,335,1,1
020303020100103335,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,335,0,
020303020100103335,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,335,0,
020303020100103361,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,361,0,
020303020100103361,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,361,3,5
020303020100103361,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,361,0,
020303020100103361,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,361,0,
020303020100103387,1. Children 0-5 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,387,1,2
020303020100103387,2. Children 6-15 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,387,2,3
020303020100103387,3. Adults 16-65 years,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,387,1,2
020303020100103387,4. People over 65 years old,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,387,0,
020303088800501037,1. Children 0-5 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,37,0,
020303088800501037,2. Children 6-15 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,37,0,
020303088800501037,3. Adults 16-65 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,37,2,2
020303088800501037,4. People over 65 years old,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,37,0,
020303088800501059,1. Children 0-5 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,59,0,
020303088800501059,2. Children 6-15 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,59,2,2
020303088800501059,3. Adults 16-65 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,59,0,
020303088800501059,4. People over 65 years old,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,59,0,
020303088800501081,1. Children 0-5 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,81,0,
020303088800501081,2. Children 6-15 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,81,0,
020303088800501081,3. Adults 16-65 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,81,2,3
020303088800501081,4. People over 65 years old,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,81,0,
020303088800501098,1. Children 0-5 years,020303088800501,1. RURAL,2604.888438133874,2. AFAR,03,03,8,88,005,01,98,2,4
020303088800501098,2. Children 6-15 years,020303088800501,1. RURAL,2604.888438133874,2. AFAR,03,03,8,88,005,01,98,3,6
020303088800501098,3. Adults 16-65 years,020303088800501,1. RURAL,2604.888438133874,2. AFAR,03,03,8,88,005,01,98,0,
020303088800501098,4. People over 65 years old,020303088800501,1. RURAL,2604.888438133874,2. AFAR,03,03,8,88,005,01,98,0,
020303088800501150,1. Children 0-5 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,150,2,3
020303088800501150,2. Children 6-15 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,150,1,1
020303088800501150,3. Adults 16-65 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,150,0,
020303088800501150,4. People over 65 years old,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,150,0,
020303088800501172,1. Children 0-5 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,172,1,2
020303088800501172,2. Children 6-15 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,172,2,2
020303088800501172,3. Adults 16-65 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,172,1,1
020303088800501172,4. People over 65 years old,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,172,0,
020303088800501196,1. Children 0-5 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,196,1,1
020303088800501196,2. Children 6-15 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,196,3,4
020303088800501196,3. Adults 16-65 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,196,0,
020303088800501196,4. People over 65 years old,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,196,0,
020303088800501218,1. Children 0-5 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,218,1,2
020303088800501218,2. Children 6-15 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,218,2,5
020303088800501218,3. Adults 16-65 years,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,218,1,1
020303088800501218,4. People over 65 years old,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,218,0,
020304088800703004,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,4,0,
020304088800703004,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,4,3,1
020304088800703004,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,4,5,1
020304088800703004,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,4,0,
020304088800703010,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,10,0,
020304088800703010,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,10,3,3
020304088800703010,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,10,0,
020304088800703010,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,10,0,
020304088800703014,1. Children 0-5 years,020304088800703,1. RURAL,118.088275862069,2. AFAR,03,04,8,88,007,03,14,0,
020304088800703014,2. Children 6-15 years,020304088800703,1. RURAL,118.088275862069,2. AFAR,03,04,8,88,007,03,14,0,
020304088800703014,3. Adults 16-65 years,020304088800703,1. RURAL,118.088275862069,2. AFAR,03,04,8,88,007,03,14,1,1
020304088800703014,4. People over 65 years old,020304088800703,1. RURAL,118.088275862069,2. AFAR,03,04,8,88,007,03,14,0,
020304088800703016,1. Children 0-5 years,020304088800703,1. RURAL,118.088275862069,2. AFAR,03,04,8,88,007,03,16,0,
020304088800703016,2. Children 6-15 years,020304088800703,1. RURAL,118.088275862069,2. AFAR,03,04,8,88,007,03,16,0,
020304088800703016,3. Adults 16-65 years,020304088800703,1. RURAL,118.088275862069,2. AFAR,03,04,8,88,007,03,16,1,2
020304088800703016,4. People over 65 years old,020304088800703,1. RURAL,118.088275862069,2. AFAR,03,04,8,88,007,03,16,0,
020304088800703020,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,20,3,6
020304088800703020,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,20,0,
020304088800703020,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,20,2,4
020304088800703020,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,20,0,
020304088800703026,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,26,2,4
020304088800703026,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,26,3,5
020304088800703026,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,26,0,
020304088800703026,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,26,4,6
020304088800703032,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,32,3,6
020304088800703032,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,32,2,4
020304088800703032,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,32,1,2
020304088800703032,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,32,0,
020304088800703038,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,38,3,6
020304088800703038,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,38,0,
020304088800703038,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,38,2,4
020304088800703038,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,38,0,
020304088800703044,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,44,2,4
020304088800703044,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,44,1,2
020304088800703044,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,44,1,1
020304088800703044,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,44,3,4
020304088800703050,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,50,1,1
020304088800703050,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,50,2,1
020304088800703050,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,50,1,1
020304088800703050,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,50,0,
020304088800703062,1. Children 0-5 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,62,3,5
020304088800703062,2. Children 6-15 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,62,2,3
020304088800703062,3. Adults 16-65 years,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,62,1,2
020304088800703062,4. People over 65 years old,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,62,0,
020305010100306006,1. Children 0-5 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,6,0,
020305010100306006,2. Children 6-15 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,6,0,
020305010100306006,3. Adults 16-65 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,6,3,12
020305010100306006,4. People over 65 years old,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,6,0,
020305010100306020,1. Children 0-5 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,20,0,
020305010100306020,2. Children 6-15 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,20,0,
020305010100306020,3. Adults 16-65 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,20,5,15
020305010100306020,4. People over 65 years old,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,20,0,
020305010100306048,1. Children 0-5 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,48,0,
020305010100306048,2. Children 6-15 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,48,0,
020305010100306048,3. Adults 16-65 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,48,0,
020305010100306048,4. People over 65 years old,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,48,0,
020305010100306062,1. Children 0-5 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,62,0,
020305010100306062,2. Children 6-15 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,62,0,
020305010100306062,3. Adults 16-65 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,62,1,1
020305010100306062,4. People over 65 years old,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,62,0,
020305010100306118,1. Children 0-5 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,118,0,
020305010100306118,2. Children 6-15 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,118,0,
020305010100306118,3. Adults 16-65 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,118,1,1
020305010100306118,4. People over 65 years old,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,118,0,
020305010100306146,1. Children 0-5 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,146,1,2
020305010100306146,2. Children 6-15 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,146,1,2
020305010100306146,3. Adults 16-65 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,146,2,4
020305010100306146,4. People over 65 years old,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,146,0,
020305010100306174,1. Children 0-5 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,174,0,
020305010100306174,2. Children 6-15 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,174,4,8
020305010100306174,3. Adults 16-65 years,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,174,2,4
020305010100306174,4. People over 65 years old,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,174,0,
020305010100601002,1. Children 0-5 years,020305010100601,2. URBAN,40.46860103626943,2. AFAR,03,05,1,1,006,01,2,0,
020305010100601002,2. Children 6-15 years,020305010100601,2. URBAN,40.46860103626943,2. AFAR,03,05,1,1,006,01,2,0,
020305010100601002,3. Adults 16-65 years,020305010100601,2. URBAN,40.46860103626943,2. AFAR,03,05,1,1,006,01,2,5,10
020305010100601002,4. People over 65 years old,020305010100601,2. URBAN,40.46860103626943,2. AFAR,03,05,1,1,006,01,2,0,
020306088800903039,1. Children 0-5 years,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,39,0,
020306088800903039,2. Children 6-15 years,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,39,0,
020306088800903039,3. Adults 16-65 years,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,39,2,1
020306088800903039,4. People over 65 years old,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,39,0,
020306088800903047,1. Children 0-5 years,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,47,1,3
020306088800903047,2. Children 6-15 years,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,47,1,2
020306088800903047,3. Adults 16-65 years,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,47,0,
020306088800903047,4. People over 65 years old,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,47,0,
020401088800602005,1. Children 0-5 years,020401088800602,1. RURAL,258.8721963342653,2. AFAR,04,01,8,88,006,02,5,3,12
020401088800602005,2. Children 6-15 years,020401088800602,1. RURAL,258.8721963342653,2. AFAR,04,01,8,88,006,02,5,1,12
020401088800602005,3. Adults 16-65 years,020401088800602,1. RURAL,258.8721963342653,2. AFAR,04,01,8,88,006,02,5,2,12
020401088800602005,4. People over 65 years old,020401088800602,1. RURAL,258.8721963342653,2. AFAR,04,01,8,88,006,02,5,1,12
020403088800302007,1. Children 0-5 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,7,2,1
020403088800302007,2. Children 6-15 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,7,1,1
020403088800302007,3. Adults 16-65 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,7,3,2
020403088800302007,4. People over 65 years old,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,7,0,
020403088800302037,1. Children 0-5 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,37,2,1
020403088800302037,2. Children 6-15 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,37,1,1
020403088800302037,3. Adults 16-65 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,37,0,
020403088800302037,4. People over 65 years old,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,37,0,
020403088800302057,1. Children 0-5 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,57,0,
020403088800302057,2. Children 6-15 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,57,2,1
020403088800302057,3. Adults 16-65 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,57,3,1
020403088800302057,4. People over 65 years old,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,57,0,
020403088800302067,1. Children 0-5 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,67,0,
020403088800302067,2. Children 6-15 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,67,2,1
020403088800302067,3. Adults 16-65 years,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,67,3,1
020403088800302067,4. People over 65 years old,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,67,0,
020404088800501004,1. Children 0-5 years,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,4,3,1
020404088800501004,2. Children 6-15 years,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,4,2,1
020404088800501004,3. Adults 16-65 years,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,4,1,1
020404088800501004,4. People over 65 years old,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,4,0,
020404088800501006,1. Children 0-5 years,020404088800501,1. RURAL,57.88640973630832,2. AFAR,04,04,8,88,005,01,6,3,2
020404088800501006,2. Children 6-15 years,020404088800501,1. RURAL,57.88640973630832,2. AFAR,04,04,8,88,005,01,6,2,1
020404088800501006,3. Adults 16-65 years,020404088800501,1. RURAL,57.88640973630832,2. AFAR,04,04,8,88,005,01,6,1,1
020404088800501006,4. People over 65 years old,020404088800501,1. RURAL,57.88640973630832,2. AFAR,04,04,8,88,005,01,6,0,
020404088800501009,1. Children 0-5 years,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,9,0,
020404088800501009,2. Children 6-15 years,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,9,2,1
020404088800501009,3. Adults 16-65 years,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,9,3,1
020404088800501009,4. People over 65 years old,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,9,0,
020501088800601012,1. Children 0-5 years,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,12,0,
020501088800601012,2. Children 6-15 years,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,12,0,
020501088800601012,3. Adults 16-65 years,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,12,2,2
020501088800601012,4. People over 65 years old,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,12,0,
020501088800601016,1. Children 0-5 years,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,16,0,
020501088800601016,2. Children 6-15 years,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,16,1,1
020501088800601016,3. Adults 16-65 years,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,16,2,1
020501088800601016,4. People over 65 years old,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,16,0,
020502088800303018,1. Children 0-5 years,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,18,0,
020502088800303018,2. Children 6-15 years,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,18,2,1
020502088800303018,3. Adults 16-65 years,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,18,3,1
020502088800303018,4. People over 65 years old,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,18,0,
020502088801101006,1. Children 0-5 years,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,6,0,
