household_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s8q01,s8q02a,s8q02b,s8q02c,s8q02d,s8q02e,s8q02f,s8q02g,s8q02h,s8q03a,s8q03b,s8q04,s8q05a,s8q05b,s8q05c,s8q06,s8q07__1,s8q07__2,s8q07__3,s8q07__4,s8q07__5,s8q07__6,s8q07__7,s8q07__8,s8q07__9,s8q07__10,s8q07__11,s8q07__12,s8q07__13,s8q07__14,s8q08_1,s8q08_2,s8q08_3,s8q08_os
020404088800501006,020404088800501,1. RURAL,57.88640973630832,2. AFAR,04,04,8,88,005,01,6,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020404088800501009,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,9,2. NO,0,0,0,0,0,0,0,0,3,4,2. NO,1. áŠ á‹­áŠá‰³á‰¸á‹ á‹¨á‰ á‹›,2. áŠ á‹­áŠá‰³á‰¸á‹ á‹«áŠáˆ°,2. áŠ á‹­áŠá‰³á‰¸á‹ á‹«áŠáˆ°,2. NO,,,,,,,,,,,,,,,,,,
020404088800501013,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,13,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020404088800501017,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,17,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020404088800501021,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,21,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020404088800501025,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,25,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020404088800501029,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,29,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020404088800501033,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,33,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020404088800501037,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,37,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020404088800501041,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,41,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405007,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,7,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405017,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,17,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405027,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,27,1. YES,0,0,0,0,0,0,0,0,2,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405037,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,37,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405039,020405088800405,1. RURAL,103.9509470616804,2. AFAR,04,05,8,88,004,05,39,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405049,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,49,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405055,020405088800405,1. RURAL,103.9509470616804,2. AFAR,04,05,8,88,004,05,55,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405062,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,62,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405072,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,72,2. NO,0,0,0,0,0,0,0,0,3,0,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405082,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,82,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405092,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,92,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020405088800405102,020405088800405,1. RURAL,494.8065080135988,2. AFAR,04,05,8,88,004,05,102,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020501088800601004,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,4,2. NO,0,0,0,0,0,0,0,0,3,,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020501088800601012,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,12,1. YES,7,5,3,0,0,1,0,0,3,5,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
020501088800601016,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,16,1. YES,7,2,0,1,1,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020501088800601020,020501088800601,1. RURAL,375.9021203683872,2. AFAR,05,01,8,88,006,01,20,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088800303002,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,2,1. YES,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088800303004,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,4,1. YES,3,3,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1. INADEQUATE HOUSEHOLD STOCKS DUE TO DROUGHT / POOR RAINS,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
020502088800303006,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,6,1. YES,2,0,0,0,0,0,0,0,3,6,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1. INADEQUATE HOUSEHOLD STOCKS DUE TO DROUGHT / POOR RAINS,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
020502088800303008,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,8,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088800303010,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,10,2. NO,7,7,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088800303012,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,12,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088800303014,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,14,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088800303016,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,16,2. NO,7,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088800303018,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,18,2. NO,4,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088800303020,020502088800303,1. RURAL,234.9715693173821,2. AFAR,05,02,8,88,003,03,20,1. YES,3,3,3,3,3,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1. INADEQUATE HOUSEHOLD STOCKS DUE TO DROUGHT / POOR RAINS,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
020502088801101006,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,6,1. YES,7,4,0,0,1,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101012,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,12,2. NO,7,7,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101018,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,18,2. NO,7,7,0,1,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101024,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,24,2. NO,0,0,0,0,0,0,0,0,3,6,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101030,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,30,2. NO,7,7,7,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101036,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,36,1. YES,2,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101042,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,42,2. NO,7,7,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101048,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,48,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101054,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,54,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020502088801101060,020502088801101,1. RURAL,465.1962382445141,2. AFAR,05,02,8,88,011,01,60,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101006,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,6,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101020,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,20,2. NO,0,0,0,0,0,0,0,0,3,,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101034,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,34,2. NO,0,0,0,0,0,0,0,0,3,6,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101048,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,48,2. NO,0,0,0,0,0,0,0,0,3,0,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101062,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,62,1. YES,0,0,0,0,0,0,0,0,3,6,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101076,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,76,2. NO,0,0,0,0,0,0,0,0,3,6,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101098,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,98,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101104,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,104,2. NO,0,0,0,0,0,0,0,0,3,,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101118,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,118,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101132,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,132,1. YES,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101146,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,146,1. YES,2,5,0,3,0,2,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101160,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,160,2. NO,2,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101174,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,174,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101188,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,188,2. NO,7,7,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020503010100101202,020503010100101,2. URBAN,347.4538795779019,2. AFAR,05,03,1,1,001,01,202,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088800505002,020504088800505,1. RURAL,54.67049808429118,2. AFAR,05,04,8,88,005,05,2,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088800505003,020504088800505,1. RURAL,54.67049808429118,2. AFAR,05,04,8,88,005,05,3,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088800505004,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,4,1. YES,3,4,2,2,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088800505006,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,6,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088800505008,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,8,1. YES,7,7,0,5,0,2,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,9. MARKET VERY FAR FROM THE VILLAGE,,
020504088800505010,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,10,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088800505012,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,12,1. YES,7,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088800505014,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,14,2. NO,2,2,2,2,2,0,0,0,3,5,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,7. NOT ABLE TO REACH THE MARKET DUE TO HIGH TRANSPORTATION COSTS,8. NO FOOD IN MARKET,
020504088800505016,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,16,2. NO,4,4,2,1,0,4,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11. OTHER (SPECIFY),,,lack/low income/ money to buy food
020504088800505018,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,18,2. NO,0,0,0,0,0,0,0,0,3,,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088800505022,020504088800505,1. RURAL,109.3409961685824,2. AFAR,05,04,8,88,005,05,22,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088801102002,020504088801102,1. RURAL,105.435960591133,2. AFAR,05,04,8,88,011,02,2,2. NO,0,0,0,0,2,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1. INADEQUATE HOUSEHOLD STOCKS DUE TO DROUGHT / POOR RAINS,7. NOT ABLE TO REACH THE MARKET DUE TO HIGH TRANSPORTATION COSTS,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,
020504088801102003,020504088801102,1. RURAL,105.435960591133,2. AFAR,05,04,8,88,011,02,3,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1. INADEQUATE HOUSEHOLD STOCKS DUE TO DROUGHT / POOR RAINS,6. FOOD IN THE MARKET WAS VERY EXPENSIVE,8. NO FOOD IN MARKET,
020504088801102004,020504088801102,1. RURAL,105.435960591133,2. AFAR,05,04,8,88,011,02,4,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088801102005,020504088801102,1. RURAL,105.435960591133,2. AFAR,05,04,8,88,011,02,5,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088801102007,020504088801102,1. RURAL,105.435960591133,2. AFAR,05,04,8,88,011,02,7,1. YES,7,7,2,2,2,2,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7. NOT ABLE TO REACH THE MARKET DUE TO HIGH TRANSPORTATION COSTS,8. NO FOOD IN MARKET,,
020504088801102008,020504088801102,1. RURAL,105.435960591133,2. AFAR,05,04,8,88,011,02,8,1. YES,3,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088801102009,020504088801102,1. RURAL,105.435960591133,2. AFAR,05,04,8,88,011,02,9,2. NO,7,5,1,1,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020504088801102010,020504088801102,1. RURAL,105.435960591133,2. AFAR,05,04,8,88,011,02,10,1. YES,7,7,7,7,0,0,0,0,2,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1. INADEQUATE HOUSEHOLD STOCKS DUE TO DROUGHT / POOR RAINS,8. NO FOOD IN MARKET,,
020601010100306002,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,2,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306012,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,12,2. NO,0,0,0,0,0,0,0,0,3,3,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306022,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,22,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306032,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,32,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306042,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,42,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306052,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,52,2. NO,0,0,0,0,0,0,0,0,2,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306062,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,62,2. NO,0,0,0,0,0,0,0,3,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306072,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,72,2. NO,0,0,0,0,0,0,0,0,4,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306082,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,82,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306092,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,92,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,1. YES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11. OTHER (SPECIFY),,,lack/low income/ money to buy food
020601010100306102,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,102,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306112,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,112,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306122,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,122,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306132,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,132,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100306142,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,142,2. NO,0,0,0,0,0,0,0,0,4,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330004,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,4,2. NO,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330013,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,13,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330022,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,22,1. YES,2,2,1,1,2,2,3,2,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330031,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,31,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330040,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,40,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330049,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,49,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330058,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,58,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330067,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,67,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330076,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,76,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330085,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,85,1. YES,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330094,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,94,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330103,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,103,2. NO,0,0,0,0,0,0,0,0,3,99. NO PEOPLE IN THE AGE GROUP,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330112,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,112,1. YES,0,0,0,0,0,0,0,0,3,4,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
020601010100330121,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,121,2. NO,0,0,0,0,0,0,0,0,3,5,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,
