holder_id,household_id,s1q00,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s1q01,s1q02,s1q03,s1q04,s1q05
01040108880180405801,010401088801804058,2,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,58,1,3. Both livestock and crop production,**CONFIDENTIAL**,30,2. FEMALE,4. none ,
01040108880180405801,010401088801804058,3,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,58,1,3. Both livestock and crop production,**CONFIDENTIAL**,15,2. FEMALE,4. none ,
01040108880180405801,010401088801804058,4,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,58,1,3. Both livestock and crop production,**CONFIDENTIAL**,11,2. FEMALE,4. none ,
01040108880180405801,010401088801804058,5,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,58,1,3. Both livestock and crop production,**CONFIDENTIAL**,7,2. FEMALE,,
01040108880180405801,010401088801804058,6,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,58,1,3. Both livestock and crop production,**CONFIDENTIAL**,3,2. FEMALE,,
01040108880180406801,010401088801804068,1,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,62,1. MALE,3. Both livestock and crop production,1. YES
01040108880180406801,010401088801804068,2,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,50,2. FEMALE,4. none ,
01040108880180406801,010401088801804068,3,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,20,2. FEMALE,4. none ,
01040108880180406801,010401088801804068,4,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,16,1. MALE,4. none ,
01040108880180406801,010401088801804068,5,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,12,2. FEMALE,4. none ,
01040108880180406801,010401088801804068,6,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,11,1. MALE,4. none ,
01040108880180406801,010401088801804068,7,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,4,2. FEMALE,,
01040108880180407801,010401088801804078,1,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,78,1,3. Both livestock and crop production,**CONFIDENTIAL**,36,1. MALE,3. Both livestock and crop production,1. YES
01040108880180407801,010401088801804078,2,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,78,1,3. Both livestock and crop production,**CONFIDENTIAL**,25,2. FEMALE,4. none ,
01040108880180407801,010401088801804078,3,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,78,1,3. Both livestock and crop production,**CONFIDENTIAL**,9,1. MALE,,
01040108880180407801,010401088801804078,4,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,78,1,3. Both livestock and crop production,**CONFIDENTIAL**,5,2. FEMALE,,
01040108880180407801,010401088801804078,5,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,78,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1. MALE,,
01040108880180408901,010401088801804089,1,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,89,1,3. Both livestock and crop production,**CONFIDENTIAL**,65,1. MALE,3. Both livestock and crop production,1. YES
01040108880180408901,010401088801804089,2,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,89,1,3. Both livestock and crop production,**CONFIDENTIAL**,55,2. FEMALE,4. none ,
01040108880180408901,010401088801804089,3,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,89,1,3. Both livestock and crop production,**CONFIDENTIAL**,20,1. MALE,4. none ,
01040108880180408901,010401088801804089,4,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,89,1,3. Both livestock and crop production,**CONFIDENTIAL**,17,1. MALE,4. none ,
01040108880180408901,010401088801804089,5,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,89,1,3. Both livestock and crop production,**CONFIDENTIAL**,14,2. FEMALE,4. none ,
01040108880180409901,010401088801804099,1,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,56,1. MALE,3. Both livestock and crop production,1. YES
01040108880180409901,010401088801804099,2,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,40,2. FEMALE,4. none ,
01040108880180409901,010401088801804099,3,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,15,1. MALE,4. none ,
01040108880180409901,010401088801804099,4,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,11,2. FEMALE,4. none ,
01040108880180409901,010401088801804099,5,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,8,1. MALE,,
01040108880180409901,010401088801804099,6,010401088801804,1. RURAL,2310.133690476191,1. TIGRAY,04,01,8,88,018,04,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2. FEMALE,,
01040308880020100901,010403088800201009,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,33,1. MALE,3. Both livestock and crop production,2. NO
01040308880020100901,010403088800201009,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,29,2. FEMALE,4. none ,
01040308880020100901,010403088800201009,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,10,1. MALE,1. crop production only,2. NO
01040308880020100901,010403088800201009,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,6,1. MALE,,
01040308880020100901,010403088800201009,5,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,4,2. FEMALE,,
01040308880020100901,010403088800201009,6,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,66,2. FEMALE,4. none ,
01040308880020102001,010403088800201020,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,47,1. MALE,3. Both livestock and crop production,1. YES
01040308880020102001,010403088800201020,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,31,2. FEMALE,4. none ,
01040308880020102001,010403088800201020,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,20,2. FEMALE,4. none ,
01040308880020102001,010403088800201020,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,18,1. MALE,4. none ,
01040308880020102001,010403088800201020,5,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,14,1. MALE,4. none ,
01040308880020102001,010403088800201020,6,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,12,2. FEMALE,4. none ,
01040308880020102001,010403088800201020,7,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,10,1. MALE,4. none ,
01040308880020102001,010403088800201020,8,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1. MALE,,
01040308880020102001,010403088800201020,9,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,20,1,3. Both livestock and crop production,**CONFIDENTIAL**,0,2. FEMALE,,
01040308880020102501,010403088800201025,1,010403088800201,1. RURAL,1339.207936507936,1. TIGRAY,04,03,8,88,002,01,25,1,4. none ,**CONFIDENTIAL**,91,1. MALE,4. none ,
01040308880020102501,010403088800201025,2,010403088800201,1. RURAL,1339.207936507936,1. TIGRAY,04,03,8,88,002,01,25,1,4. none ,**CONFIDENTIAL**,67,2. FEMALE,4. none ,
01040308880020103301,010403088800201033,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,33,1,3. Both livestock and crop production,**CONFIDENTIAL**,46,1. MALE,3. Both livestock and crop production,1. YES
01040308880020103301,010403088800201033,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,33,1,3. Both livestock and crop production,**CONFIDENTIAL**,33,2. FEMALE,4. none ,
01040308880020103301,010403088800201033,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,33,1,3. Both livestock and crop production,**CONFIDENTIAL**,15,2. FEMALE,4. none ,
01040308880020103301,010403088800201033,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,33,1,3. Both livestock and crop production,**CONFIDENTIAL**,13,2. FEMALE,4. none ,
01040308880020103301,010403088800201033,5,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,33,1,3. Both livestock and crop production,**CONFIDENTIAL**,6,1. MALE,,
01040308880020103301,010403088800201033,6,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,33,1,3. Both livestock and crop production,**CONFIDENTIAL**,3,2. FEMALE,,
01040308880020104401,010403088800201044,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,44,1,3. Both livestock and crop production,**CONFIDENTIAL**,27,1. MALE,3. Both livestock and crop production,1. YES
01040308880020104401,010403088800201044,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,44,1,3. Both livestock and crop production,**CONFIDENTIAL**,24,2. FEMALE,4. none ,
01040308880020104401,010403088800201044,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,44,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1. MALE,,
01040308880020104401,010403088800201044,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,44,1,3. Both livestock and crop production,**CONFIDENTIAL**,0,1. MALE,,
01040308880020105501,010403088800201055,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,55,1,3. Both livestock and crop production,**CONFIDENTIAL**,49,1. MALE,3. Both livestock and crop production,1. YES
01040308880020105501,010403088800201055,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,55,1,3. Both livestock and crop production,**CONFIDENTIAL**,41,2. FEMALE,4. none ,
01040308880020105501,010403088800201055,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,55,1,3. Both livestock and crop production,**CONFIDENTIAL**,20,1. MALE,4. none ,
01040308880020105501,010403088800201055,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,55,1,3. Both livestock and crop production,**CONFIDENTIAL**,12,2. FEMALE,4. none ,
01040308880020105501,010403088800201055,5,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,55,1,3. Both livestock and crop production,**CONFIDENTIAL**,9,2. FEMALE,,
01040308880020106701,010403088800201067,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,67,1,2. livestock only ,**CONFIDENTIAL**,44,2. FEMALE,2. livestock only ,1. YES
01040308880020106701,010403088800201067,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,67,1,2. livestock only ,**CONFIDENTIAL**,12,1. MALE,4. none ,
01040308880020106701,010403088800201067,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,67,1,2. livestock only ,**CONFIDENTIAL**,4,1. MALE,,
01040308880020106701,010403088800201067,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,67,1,2. livestock only ,**CONFIDENTIAL**,73,2. FEMALE,4. none ,
01040308880020107201,010403088800201072,1,010403088800201,1. RURAL,1339.207936507936,1. TIGRAY,04,03,8,88,002,01,72,1,4. none ,**CONFIDENTIAL**,60,2. FEMALE,4. none ,
01040308880020107201,010403088800201072,2,010403088800201,1. RURAL,1339.207936507936,1. TIGRAY,04,03,8,88,002,01,72,1,4. none ,**CONFIDENTIAL**,23,1. MALE,4. none ,
01040308880020107201,010403088800201072,3,010403088800201,1. RURAL,1339.207936507936,1. TIGRAY,04,03,8,88,002,01,72,1,4. none ,**CONFIDENTIAL**,23,2. FEMALE,4. none ,
01040308880020107201,010403088800201072,4,010403088800201,1. RURAL,1339.207936507936,1. TIGRAY,04,03,8,88,002,01,72,1,4. none ,**CONFIDENTIAL**,18,1. MALE,4. none ,
01040308880020108001,010403088800201080,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,80,1,1. crop production only,**CONFIDENTIAL**,47,1. MALE,3. Both livestock and crop production,1. YES
01040308880020108001,010403088800201080,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,80,1,1. crop production only,**CONFIDENTIAL**,36,2. FEMALE,4. none ,
01040308880020108001,010403088800201080,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,80,1,1. crop production only,**CONFIDENTIAL**,20,2. FEMALE,4. none ,
01040308880020108001,010403088800201080,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,80,1,1. crop production only,**CONFIDENTIAL**,17,1. MALE,4. none ,
01040308880020108001,010403088800201080,5,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,80,1,1. crop production only,**CONFIDENTIAL**,14,2. FEMALE,4. none ,
01040308880020108001,010403088800201080,6,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,80,1,1. crop production only,**CONFIDENTIAL**,12,2. FEMALE,4. none ,
01040308880020108001,010403088800201080,7,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,80,1,1. crop production only,**CONFIDENTIAL**,8,2. FEMALE,,
01040308880020108001,010403088800201080,8,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,80,1,1. crop production only,**CONFIDENTIAL**,4,1. MALE,,
01040308880020109101,010403088800201091,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,91,1,1. crop production only,**CONFIDENTIAL**,34,1. MALE,3. Both livestock and crop production,1. YES
01040308880020109101,010403088800201091,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,91,1,1. crop production only,**CONFIDENTIAL**,25,2. FEMALE,4. none ,
01040308880020109101,010403088800201091,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,91,1,1. crop production only,**CONFIDENTIAL**,6,2. FEMALE,,
01040308880020109101,010403088800201091,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,91,1,1. crop production only,**CONFIDENTIAL**,4,2. FEMALE,,
01040308880020109101,010403088800201091,5,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,91,1,1. crop production only,**CONFIDENTIAL**,3,1. MALE,,
01040308880020110101,010403088800201101,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,101,1,3. Both livestock and crop production,**CONFIDENTIAL**,41,2. FEMALE,3. Both livestock and crop production,1. YES
01040308880020110101,010403088800201101,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,101,1,3. Both livestock and crop production,**CONFIDENTIAL**,19,1. MALE,4. none ,
01040308880020110101,010403088800201101,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,101,1,3. Both livestock and crop production,**CONFIDENTIAL**,14,1. MALE,4. none ,
01040308880020110101,010403088800201101,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,101,1,3. Both livestock and crop production,**CONFIDENTIAL**,8,2. FEMALE,,
01040308880020110101,010403088800201101,5,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,101,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1. MALE,,
01040308880020110101,010403088800201101,6,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,101,1,3. Both livestock and crop production,**CONFIDENTIAL**,75,2. FEMALE,4. none ,
01040308880020111301,010403088800201113,1,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,113,1,3. Both livestock and crop production,**CONFIDENTIAL**,66,1. MALE,3. Both livestock and crop production,1. YES
01040308880020111301,010403088800201113,2,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,113,1,3. Both livestock and crop production,**CONFIDENTIAL**,43,2. FEMALE,4. none ,
01040308880020111301,010403088800201113,3,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,113,1,3. Both livestock and crop production,**CONFIDENTIAL**,17,2. FEMALE,4. none ,
01040308880020111301,010403088800201113,4,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,113,1,3. Both livestock and crop production,**CONFIDENTIAL**,15,2. FEMALE,4. none ,
01040308880020111301,010403088800201113,5,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,113,1,3. Both livestock and crop production,**CONFIDENTIAL**,13,2. FEMALE,4. none ,
01040308880020111301,010403088800201113,6,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,113,1,3. Both livestock and crop production,**CONFIDENTIAL**,11,1. MALE,4. none ,
01040308880020111301,010403088800201113,7,010403088800201,1. RURAL,1724.230218253968,1. TIGRAY,04,03,8,88,002,01,113,1,3. Both livestock and crop production,**CONFIDENTIAL**,9,1. MALE,,
01040308880180102101,010403088801801021,1,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,21,1,3. Both livestock and crop production,**CONFIDENTIAL**,37,1. MALE,3. Both livestock and crop production,1. YES
01040308880180102101,010403088801801021,2,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,21,1,3. Both livestock and crop production,**CONFIDENTIAL**,18,2. FEMALE,4. none ,
01040308880180102101,010403088801801021,3,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,21,1,3. Both livestock and crop production,**CONFIDENTIAL**,0,1. MALE,,
01040308880180102301,010403088801801023,1,010403088801801,1. RURAL,1797.942146803473,1. TIGRAY,04,03,8,88,018,01,23,1,4. none ,**CONFIDENTIAL**,35,1. MALE,4. none ,
01040308880180104901,010403088801801049,1,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,37,1. MALE,3. Both livestock and crop production,2. NO
01040308880180104901,010403088801801049,2,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,25,2. FEMALE,4. none ,
01040308880180104901,010403088801801049,3,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,9,2. FEMALE,,
01040308880180104901,010403088801801049,4,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,6,2. FEMALE,,
01040308880180104901,010403088801801049,5,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,2. FEMALE,,
01040308880180107201,010403088801801072,1,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,55,2. FEMALE,3. Both livestock and crop production,1. YES
01040308880180107201,010403088801801072,2,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,18,1. MALE,4. none ,
01040308880180107201,010403088801801072,3,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,4,1. MALE,,
01040308880180109401,010403088801801094,1,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,94,1,1. crop production only,**CONFIDENTIAL**,46,1. MALE,1. crop production only,1. YES
01040308880180109401,010403088801801094,2,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,94,1,1. crop production only,**CONFIDENTIAL**,37,2. FEMALE,4. none ,
01040308880180109401,010403088801801094,3,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,94,1,1. crop production only,**CONFIDENTIAL**,16,1. MALE,4. none ,
01040308880180109401,010403088801801094,4,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,94,1,1. crop production only,**CONFIDENTIAL**,11,2. FEMALE,4. none ,
01040308880180109401,010403088801801094,5,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,94,1,1. crop production only,**CONFIDENTIAL**,9,2. FEMALE,,
01040308880180109401,010403088801801094,6,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,94,1,1. crop production only,**CONFIDENTIAL**,1,2. FEMALE,,
01040308880180109601,010403088801801096,1,010403088801801,1. RURAL,1797.942146803473,1. TIGRAY,04,03,8,88,018,01,96,1,4. none ,**CONFIDENTIAL**,51,2. FEMALE,4. none ,
01040308880180109601,010403088801801096,2,010403088801801,1. RURAL,1797.942146803473,1. TIGRAY,04,03,8,88,018,01,96,1,4. none ,**CONFIDENTIAL**,10,1. MALE,4. none ,
01040308880180109601,010403088801801096,3,010403088801801,1. RURAL,1797.942146803473,1. TIGRAY,04,03,8,88,018,01,96,1,4. none ,**CONFIDENTIAL**,8,1. MALE,,
01040308880180112001,010403088801801120,1,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,120,1,3. Both livestock and crop production,**CONFIDENTIAL**,53,1. MALE,3. Both livestock and crop production,1. YES
01040308880180112001,010403088801801120,2,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,120,1,3. Both livestock and crop production,**CONFIDENTIAL**,30,2. FEMALE,4. none ,
01040308880180112001,010403088801801120,3,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,120,1,3. Both livestock and crop production,**CONFIDENTIAL**,13,1. MALE,4. none ,
01040308880180112001,010403088801801120,4,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,120,1,3. Both livestock and crop production,**CONFIDENTIAL**,12,1. MALE,4. none ,
01040308880180112001,010403088801801120,5,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,120,1,3. Both livestock and crop production,**CONFIDENTIAL**,12,1. MALE,4. none ,
01040308880180112001,010403088801801120,6,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,120,1,3. Both livestock and crop production,**CONFIDENTIAL**,5,1. MALE,,
01040308880180112001,010403088801801120,7,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,120,1,3. Both livestock and crop production,**CONFIDENTIAL**,0,2. FEMALE,,
01040308880180112001,010403088801801120,8,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,120,1,3. Both livestock and crop production,**CONFIDENTIAL**,22,2. FEMALE,4. none ,
01040308880180114301,010403088801801143,1,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,143,1,3. Both livestock and crop production,**CONFIDENTIAL**,54,1. MALE,3. Both livestock and crop production,1. YES
01040308880180114301,010403088801801143,2,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,143,1,3. Both livestock and crop production,**CONFIDENTIAL**,34,2. FEMALE,4. none ,
01040308880180114301,010403088801801143,3,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,143,1,3. Both livestock and crop production,**CONFIDENTIAL**,12,2. FEMALE,4. none ,
01040308880180114301,010403088801801143,4,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,143,1,3. Both livestock and crop production,**CONFIDENTIAL**,6,1. MALE,,
01040308880180114301,010403088801801143,5,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,143,1,3. Both livestock and crop production,**CONFIDENTIAL**,0,1. MALE,,
01040308880180116301,010403088801801163,1,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,163,1,3. Both livestock and crop production,**CONFIDENTIAL**,65,1. MALE,3. Both livestock and crop production,1. YES
01040308880180116301,010403088801801163,2,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,163,1,3. Both livestock and crop production,**CONFIDENTIAL**,55,2. FEMALE,4. none ,
01040308880180116301,010403088801801163,3,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,163,1,3. Both livestock and crop production,**CONFIDENTIAL**,22,1. MALE,4. none ,
01040308880180116301,010403088801801163,4,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,163,1,3. Both livestock and crop production,**CONFIDENTIAL**,20,1. MALE,4. none ,
01040308880180118301,010403088801801183,1,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,183,1,3. Both livestock and crop production,**CONFIDENTIAL**,47,1. MALE,3. Both livestock and crop production,1. YES
01040308880180118301,010403088801801183,2,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,183,1,3. Both livestock and crop production,**CONFIDENTIAL**,39,2. FEMALE,4. none ,
01040308880180118301,010403088801801183,3,010403088801801,1. RURAL,2703.57226519337,1. TIGRAY,04,03,8,88,018,01,183,1,3. Both livestock and crop production,**CONFIDENTIAL**,13,1. MALE,4. none ,
