"household_id","ea_id","saq14","pw_w4","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","saq09","saq11","saq12","saq13","saq17","saq18","InterviewStart","saq21"
"020207010100104102","020207010100104",2,283.60348583878,2,"02","07",1,1,"001","04",102,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-18T19:27:51","**CONFIDENTIAL**"
"020207010100104112","020207010100104",2,283.60348583878,2,"02","07",1,1,"001","04",112,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T08:20:30","**CONFIDENTIAL**"
"020207010100104122","020207010100104",2,283.60348583878,2,"02","07",1,1,"001","04",122,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T09:58:51","**CONFIDENTIAL**"
"020207010100104132","020207010100104",2,283.60348583878,2,"02","07",1,1,"001","04",132,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T16:25:41","**CONFIDENTIAL**"
"020207010100104142","020207010100104",2,283.60348583878,2,"02","07",1,1,"001","04",142,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T06:46:41","**CONFIDENTIAL**"
"020301020100111006","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",6,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T10:47:11","**CONFIDENTIAL**"
"020301020100111023","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",23,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T12:55:24","**CONFIDENTIAL**"
"020301020100111040","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",40,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T04:37:00","**CONFIDENTIAL**"
"020301020100111057","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",57,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T13:30:16","**CONFIDENTIAL**"
"020301020100111074","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",74,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T06:08:41","**CONFIDENTIAL**"
"020301020100111091","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",91,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T07:30:33","**CONFIDENTIAL**"
"020301020100111108","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",108,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T13:59:46","**CONFIDENTIAL**"
"020301020100111125","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",125,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T17:07:15","**CONFIDENTIAL**"
"020301020100111142","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",142,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T16:47:13","**CONFIDENTIAL**"
"020301020100111159","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",159,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T13:41:04","**CONFIDENTIAL**"
"020301020100111176","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",176,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T07:05:33","**CONFIDENTIAL**"
"020301020100111193","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",193,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T14:13:33","**CONFIDENTIAL**"
"020301020100111210","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",210,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T16:33:39","**CONFIDENTIAL**"
"020301020100111227","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",227,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T08:40:45","**CONFIDENTIAL**"
"020301020100111244","020301020100111",2,445.172561543579,2,"03","01",2,1,"001","11",244,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-22T11:01:06","**CONFIDENTIAL**"
"020301088800303013","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",13,10,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-18T14:01:17","**CONFIDENTIAL**"
"020301088800303029","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",29,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-18T15:59:54","**CONFIDENTIAL**"
"020301088800303045","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",45,9,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T06:33:26","**CONFIDENTIAL**"
"020301088800303061","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",61,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T09:31:29","**CONFIDENTIAL**"
"020301088800303077","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",77,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-18T11:13:12","**CONFIDENTIAL**"
"020301088800303093","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",93,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T16:02:38","**CONFIDENTIAL**"
"020301088800303109","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",109,7,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T10:20:40","**CONFIDENTIAL**"
"020301088800303125","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",125,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T09:35:16","**CONFIDENTIAL**"
"020301088800303141","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",141,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-17T12:44:04","**CONFIDENTIAL**"
"020301088800303157","020301088800303",1,842.80745272525,2,"03","01",8,88,"003","03",157,10,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-18T08:51:07","**CONFIDENTIAL**"
"020302088800306006","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",6,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-16T13:37:45","**CONFIDENTIAL**"
"020302088800306014","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",14,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-15T14:48:25","**CONFIDENTIAL**"
"020302088800306017","020302088800306",1,1974.78704566636,2,"03","02",8,88,"003","06",17,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-16T09:54:39","**CONFIDENTIAL**"
"020302088800306032","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",32,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-16T04:41:24","**CONFIDENTIAL**"
"020302088800306039","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",39,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-16T08:30:37","**CONFIDENTIAL**"
"020302088800306049","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",49,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-16T14:53:27","**CONFIDENTIAL**"
"020302088800306064","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",64,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-16T10:35:34","**CONFIDENTIAL**"
"020302088800306075","020302088800306",1,1974.78704566636,2,"03","02",8,88,"003","06",75,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-15T08:25:06","**CONFIDENTIAL**"
"020302088800306076","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",76,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-15T12:24:18","**CONFIDENTIAL**"
"020302088800306082","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",82,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-15T15:20:26","**CONFIDENTIAL**"
"020302088800306088","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",88,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-15T10:45:45","**CONFIDENTIAL**"
"020302088800306094","020302088800306",1,123.673532152843,2,"03","02",8,88,"003","06",94,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-16T07:47:01","**CONFIDENTIAL**"
"020303020100103023","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",23,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-05-31T10:23:15","**CONFIDENTIAL**"
"020303020100103049","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",49,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-05-31T08:48:09","**CONFIDENTIAL**"
"020303020100103075","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",75,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-05-31T14:04:14","**CONFIDENTIAL**"
"020303020100103101","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",101,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-05-31T12:17:19","**CONFIDENTIAL**"
"020303020100103127","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",127,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-05-31T16:25:50","**CONFIDENTIAL**"
"020303020100103153","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",153,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T05:56:22","**CONFIDENTIAL**"
"020303020100103179","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",179,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T13:08:14","**CONFIDENTIAL**"
"020303020100103205","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",205,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T08:43:23","**CONFIDENTIAL**"
"020303020100103231","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",231,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T07:58:29","**CONFIDENTIAL**"
"020303020100103257","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",257,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T11:43:52","**CONFIDENTIAL**"
"020303020100103283","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",283,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T14:40:28","**CONFIDENTIAL**"
"020303020100103309","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",309,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T13:02:13","**CONFIDENTIAL**"
"020303020100103335","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",335,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T11:08:54","**CONFIDENTIAL**"
"020303020100103361","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",361,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T16:11:21","**CONFIDENTIAL**"
"020303020100103387","020303020100103",2,700.534779116466,2,"03","03",2,1,"001","03",387,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-01T09:04:09","**CONFIDENTIAL**"
"020303088800501015","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",15,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-05-30T12:38:57","**CONFIDENTIAL**"
"020303088800501037","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",37,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-29T15:34:27","**CONFIDENTIAL**"
"020303088800501059","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",59,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-29T11:20:59","**CONFIDENTIAL**"
"020303088800501081","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",81,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-05-30T14:52:27","**CONFIDENTIAL**"
"020303088800501098","020303088800501",1,2604.88843813387,2,"03","03",8,88,"005","01",98,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-30T06:52:30","**CONFIDENTIAL**"
"020303088800501100","020303088800501",1,2604.88843813387,2,"03","03",8,88,"005","01",100,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-30T04:56:43","**CONFIDENTIAL**"
"020303088800501106","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",106,8,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-29T08:16:33","**CONFIDENTIAL**"
"020303088800501128","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",128,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-29T11:39:37","**CONFIDENTIAL**"
"020303088800501150","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",150,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-29T11:18:39","**CONFIDENTIAL**"
"020303088800501172","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",172,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-29T13:28:58","**CONFIDENTIAL**"
"020303088800501196","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",196,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-30T07:20:42","**CONFIDENTIAL**"
"020303088800501218","020303088800501",1,620.211532889018,2,"03","03",8,88,"005","01",218,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-30T09:11:52","**CONFIDENTIAL**"
"020304088800703004","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",4,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T09:00:32","**CONFIDENTIAL**"
"020304088800703010","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",10,10,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T11:12:26","**CONFIDENTIAL**"
"020304088800703014","020304088800703",1,118.088275862069,2,"03","04",8,88,"007","03",14,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-27T07:52:37","**CONFIDENTIAL**"
"020304088800703016","020304088800703",1,118.088275862069,2,"03","04",8,88,"007","03",16,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T17:21:03","**CONFIDENTIAL**"
"020304088800703020","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",20,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T07:48:10","**CONFIDENTIAL**"
"020304088800703026","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",26,9,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T09:39:51","**CONFIDENTIAL**"
"020304088800703032","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",32,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T05:53:59","**CONFIDENTIAL**"
"020304088800703038","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",38,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-27T04:28:51","**CONFIDENTIAL**"
"020304088800703044","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",44,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T09:16:10","**CONFIDENTIAL**"
"020304088800703050","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",50,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T13:02:14","**CONFIDENTIAL**"
"020304088800703056","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",56,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-26T14:40:26","**CONFIDENTIAL**"
"020304088800703062","020304088800703",1,466.448689655172,2,"03","04",8,88,"007","03",62,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-27T06:49:17","**CONFIDENTIAL**"
"020305010100306006","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",6,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T08:23:58","**CONFIDENTIAL**"
"020305010100306020","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",20,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T23:01:51","**CONFIDENTIAL**"
"020305010100306034","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",34,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T16:13:37","**CONFIDENTIAL**"
"020305010100306048","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",48,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T17:51:09","**CONFIDENTIAL**"
"020305010100306062","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",62,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T11:14:36","**CONFIDENTIAL**"
"020305010100306076","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",76,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-27T16:08:26","**CONFIDENTIAL**"
"020305010100306090","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",90,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T14:05:50","**CONFIDENTIAL**"
"020305010100306104","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",104,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T09:44:37","**CONFIDENTIAL**"
"020305010100306118","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",118,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T08:50:54","**CONFIDENTIAL**"
"020305010100306132","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",132,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-21T07:32:41","**CONFIDENTIAL**"
"020305010100306146","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",146,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T11:54:53","**CONFIDENTIAL**"
"020305010100306160","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",160,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T10:21:08","**CONFIDENTIAL**"
"020305010100306174","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",174,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-19T05:36:27","**CONFIDENTIAL**"
"020305010100306188","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",188,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T06:45:14","**CONFIDENTIAL**"
"020305010100306202","020305010100306",2,273.915791543756,2,"03","05",1,1,"003","06",202,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-06-20T05:09:36","**CONFIDENTIAL**"
"020305010100601001","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",1,5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T05:51:34","**CONFIDENTIAL**"
"020305010100601002","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",2,6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T11:23:36","**CONFIDENTIAL**"
"020305010100601003","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",3,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T13:23:31","**CONFIDENTIAL**"
"020305010100601004","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",4,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T09:17:44","**CONFIDENTIAL**"
"020305010100601005","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",5,1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T14:40:48","**CONFIDENTIAL**"
"020305010100601006","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",6,4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-02T11:12:40","**CONFIDENTIAL**"
"020305010100601007","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",7,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T06:36:35","**CONFIDENTIAL**"
"020305010100601008","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",8,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T02:27:24","**CONFIDENTIAL**"
"020305010100601009","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",9,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-02T15:14:16","**CONFIDENTIAL**"
"020305010100601010","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",10,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T13:06:16","**CONFIDENTIAL**"
"020305010100601011","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",11,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T10:14:08","**CONFIDENTIAL**"
"020305010100601012","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",12,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T08:28:29","**CONFIDENTIAL**"
"020305010100601013","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",13,3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-02T17:20:02","**CONFIDENTIAL**"
"020305010100601014","020305010100601",2,40.4686010362694,2,"03","05",1,1,"006","01",14,2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","2019-07-03T15:16:51","**CONFIDENTIAL**"
