household_id,individual_id,bi2_hhm_new,bi3_hhm_stillm,bi4_hhm_gender,bi5_hhm_age,bi5_hhm_age_months,bi6_hhm_relhhh,bi6_hhm_relhhh_other,key,roster_key,submissiondate
041310088801505019,1,No,Yes,Male,58,,1. Head,,uuid:1ad082c3-632f-4428-8e16-54225d3324d6,uuid:1ad082c3-632f-4428-8e16-54225d3324d6/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-25T18:32:17Z
041310088801505019,2,No,Yes,Female,46,,2. Spouse,,uuid:1ad082c3-632f-4428-8e16-54225d3324d6,uuid:1ad082c3-632f-4428-8e16-54225d3324d6/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-25T18:32:17Z
041310088801505019,4,No,Yes,Male,20,,3. Son/Daughter,,uuid:1ad082c3-632f-4428-8e16-54225d3324d6,uuid:1ad082c3-632f-4428-8e16-54225d3324d6/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-25T18:32:17Z
041310088801505019,5,No,Yes,Female,17,,3. Son/Daughter,,uuid:1ad082c3-632f-4428-8e16-54225d3324d6,uuid:1ad082c3-632f-4428-8e16-54225d3324d6/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-25T18:32:17Z
041310088801505019,6,No,Yes,Male,15,,3. Son/Daughter,,uuid:1ad082c3-632f-4428-8e16-54225d3324d6,uuid:1ad082c3-632f-4428-8e16-54225d3324d6/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-25T18:32:17Z
041310088801505019,7,No,Yes,Female,11,,3. Son/Daughter,,uuid:1ad082c3-632f-4428-8e16-54225d3324d6,uuid:1ad082c3-632f-4428-8e16-54225d3324d6/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-25T18:32:17Z
041310088801505019,8,No,Yes,Female,8,,3. Son/Daughter,,uuid:1ad082c3-632f-4428-8e16-54225d3324d6,uuid:1ad082c3-632f-4428-8e16-54225d3324d6/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-25T18:32:17Z
041310088801505039,1,No,Yes,Male,50,,1. Head,,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-27T11:58:26Z
041310088801505039,2,No,Yes,Female,36,,2. Spouse,,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-27T11:58:26Z
041310088801505039,3,No,Yes,Female,14,,3. Son/Daughter,,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-27T11:58:26Z
041310088801505039,4,No,Yes,Male,12,,3. Son/Daughter,,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-27T11:58:26Z
041310088801505039,5,No,No,Female,9,,3. Son/Daughter,,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-27T11:58:26Z
041310088801505039,6,No,Yes,Female,7,,8. Uncle/Aunt,,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-27T11:58:26Z
041310088801505039,7,No,Yes,Female,3,3,3. Son/Daughter,,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-27T11:58:26Z
041310088801505039,8,No,Yes,Female,1,11,3. Son/Daughter,,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf,uuid:2ccaedf0-a0b7-4139-af12-9fb0146984cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-04-27T11:58:26Z
041310088801505049,1,No,Yes,Male,49,,1. Head,,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-05-02T16:39:04Z
041310088801505049,2,No,Yes,Female,33,,2. Spouse,,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-05-02T16:39:04Z
041310088801505049,4,No,Yes,Male,17,,3. Son/Daughter,,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-05-02T16:39:04Z
041310088801505049,5,No,Yes,Male,12,,3. Son/Daughter,,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-05-02T16:39:04Z
041310088801505049,6,No,Yes,Female,15,,3. Son/Daughter,,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-05-02T16:39:04Z
041310088801505049,7,No,Yes,Male,10,,3. Son/Daughter,,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-05-02T16:39:04Z
041310088801505049,8,No,Yes,Male,3,1,3. Son/Daughter,,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-05-02T16:39:04Z
041310088801505049,9,Yes,Yes,Male,18,,3. Son/Daughter,,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2,uuid:f001ef95-f0a6-4e6f-ba33-935f34ac4be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-05-02T16:39:04Z
041310088801505059,1,No,Yes,Male,31,,1. Head,,uuid:2ce7a654-88ac-47e3-9af3-e6c650d55bf3,uuid:2ce7a654-88ac-47e3-9af3-e6c650d55bf3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-05-01T15:43:23Z
041310088801505059,2,No,Yes,Female,20,,2. Spouse,,uuid:2ce7a654-88ac-47e3-9af3-e6c650d55bf3,uuid:2ce7a654-88ac-47e3-9af3-e6c650d55bf3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-05-01T15:43:23Z
041310088801505059,3,No,Yes,Male,3,8,3. Son/Daughter,,uuid:2ce7a654-88ac-47e3-9af3-e6c650d55bf3,uuid:2ce7a654-88ac-47e3-9af3-e6c650d55bf3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-05-01T15:43:23Z
041310088801505069,1,No,Yes,Male,25,,1. Head,,uuid:bd06e717-3f14-43d0-8bd9-3ee74fbd8eea,uuid:bd06e717-3f14-43d0-8bd9-3ee74fbd8eea/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-27T11:58:23Z
041310088801505069,2,No,Yes,Female,20,,2. Spouse,,uuid:bd06e717-3f14-43d0-8bd9-3ee74fbd8eea,uuid:bd06e717-3f14-43d0-8bd9-3ee74fbd8eea/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-27T11:58:23Z
041310088801505069,3,No,Yes,Female,3,3,3. Son/Daughter,,uuid:bd06e717-3f14-43d0-8bd9-3ee74fbd8eea,uuid:bd06e717-3f14-43d0-8bd9-3ee74fbd8eea/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-27T11:58:23Z
041310088801505069,4,Yes,Yes,Male,0,8,3. Son/Daughter,,uuid:bd06e717-3f14-43d0-8bd9-3ee74fbd8eea,uuid:bd06e717-3f14-43d0-8bd9-3ee74fbd8eea/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-27T11:58:23Z
041310088801505079,1,No,Yes,Male,34,,1. Head,,uuid:c39989d5-7396-4ed8-a4ed-8e420503bb74,uuid:c39989d5-7396-4ed8-a4ed-8e420503bb74/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-27T16:12:15Z
041310088801505079,2,No,Yes,Female,23,,2. Spouse,,uuid:c39989d5-7396-4ed8-a4ed-8e420503bb74,uuid:c39989d5-7396-4ed8-a4ed-8e420503bb74/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-27T16:12:15Z
041310088801505079,3,No,Yes,Female,6,,3. Son/Daughter,,uuid:c39989d5-7396-4ed8-a4ed-8e420503bb74,uuid:c39989d5-7396-4ed8-a4ed-8e420503bb74/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-27T16:12:15Z
041310088801505079,4,No,Yes,Male,4,0,3. Son/Daughter,,uuid:c39989d5-7396-4ed8-a4ed-8e420503bb74,uuid:c39989d5-7396-4ed8-a4ed-8e420503bb74/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-27T16:12:15Z
041401088802208010,1,No,Yes,Male,49,,1. Head,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-25T11:56:15Z
041401088802208010,2,No,Yes,Female,43,,2. Spouse,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-25T11:56:15Z
041401088802208010,4,No,Yes,Female,20,,3. Son/Daughter,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-25T11:56:15Z
041401088802208010,5,No,Yes,Male,18,,3. Son/Daughter,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-25T11:56:15Z
041401088802208010,6,No,Yes,Female,16,,3. Son/Daughter,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-25T11:56:15Z
041401088802208010,7,No,Yes,Male,14,,3. Son/Daughter,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-25T11:56:15Z
041401088802208010,8,No,Yes,Male,12,,3. Son/Daughter,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-25T11:56:15Z
041401088802208010,9,No,Yes,Male,8,,3. Son/Daughter,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-04-25T11:56:15Z
041401088802208010,10,No,Yes,Female,10,,3. Son/Daughter,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[9],2020-04-25T11:56:15Z
041401088802208010,11,No,Yes,Female,5,,3. Son/Daughter,,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58,uuid:3beb6a4b-22f4-4761-a2a8-79746e342a58/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[10],2020-04-25T11:56:15Z
041401088802208022,1,No,Yes,Male,25,,1. Head,,uuid:7a8bb248-5298-4c04-b930-eb95ed90c2cf,uuid:7a8bb248-5298-4c04-b930-eb95ed90c2cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-27T11:58:24Z
041401088802208022,2,No,Yes,Female,18,,2. Spouse,,uuid:7a8bb248-5298-4c04-b930-eb95ed90c2cf,uuid:7a8bb248-5298-4c04-b930-eb95ed90c2cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-27T11:58:24Z
041401088802208022,3,No,Yes,Female,1,11,3. Son/Daughter,,uuid:7a8bb248-5298-4c04-b930-eb95ed90c2cf,uuid:7a8bb248-5298-4c04-b930-eb95ed90c2cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-27T11:58:24Z
041401088802208034,1,No,Yes,Male,30,,1. Head,,uuid:13241661-df87-4896-acae-e353930b3757,uuid:13241661-df87-4896-acae-e353930b3757/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-24T15:59:27Z
041401088802208034,2,No,Yes,Female,27,,2. Spouse,,uuid:13241661-df87-4896-acae-e353930b3757,uuid:13241661-df87-4896-acae-e353930b3757/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-24T15:59:27Z
041401088802208034,3,No,Yes,Male,11,,3. Son/Daughter,,uuid:13241661-df87-4896-acae-e353930b3757,uuid:13241661-df87-4896-acae-e353930b3757/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-24T15:59:27Z
041401088802208034,4,No,Yes,Female,7,,3. Son/Daughter,,uuid:13241661-df87-4896-acae-e353930b3757,uuid:13241661-df87-4896-acae-e353930b3757/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-24T15:59:27Z
041401088802208034,5,No,Yes,Male,6,,3. Son/Daughter,,uuid:13241661-df87-4896-acae-e353930b3757,uuid:13241661-df87-4896-acae-e353930b3757/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-24T15:59:27Z
041401088802208034,6,No,Yes,Male,4,5,3. Son/Daughter,,uuid:13241661-df87-4896-acae-e353930b3757,uuid:13241661-df87-4896-acae-e353930b3757/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-24T15:59:27Z
041401088802208034,7,Yes,Yes,Female,0,10,3. Son/Daughter,,uuid:13241661-df87-4896-acae-e353930b3757,uuid:13241661-df87-4896-acae-e353930b3757/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-24T15:59:27Z
041401088802208046,1,No,Yes,Male,33,,1. Head,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-25T11:56:18Z
041401088802208046,2,No,Yes,Female,28,,2. Spouse,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-25T11:56:18Z
041401088802208046,3,No,Yes,Male,10,,3. Son/Daughter,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-25T11:56:18Z
041401088802208046,4,No,Yes,Male,7,,3. Son/Daughter,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-25T11:56:18Z
041401088802208046,5,No,Yes,Male,6,,3. Son/Daughter,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-25T11:56:18Z
041401088802208046,6,No,Yes,Male,5,,3. Son/Daughter,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-25T11:56:18Z
041401088802208046,7,No,Yes,Male,3,3,3. Son/Daughter,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-25T11:56:18Z
041401088802208046,8,No,Yes,Male,1,5,3. Son/Daughter,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-04-25T11:56:18Z
041401088802208046,9,Yes,Yes,Male,0,0,3. Son/Daughter,,uuid:b450839e-432d-4c41-95cf-641fa27a487c,uuid:b450839e-432d-4c41-95cf-641fa27a487c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[9],2020-04-25T11:56:18Z
041401088802208058,1,No,Yes,Male,58,,1. Head,,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-27T11:58:21Z
041401088802208058,2,No,Yes,Female,45,,2. Spouse,,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-27T11:58:21Z
041401088802208058,3,No,Yes,Male,18,,3. Son/Daughter,,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-27T11:58:21Z
041401088802208058,4,No,Yes,Male,10,,3. Son/Daughter,,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-27T11:58:21Z
041401088802208058,5,No,Yes,Female,7,,3. Son/Daughter,,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-27T11:58:21Z
041401088802208058,6,No,Yes,Male,6,,3. Son/Daughter,,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8,uuid:92f498c7-9083-47d0-918d-e7e8a91ca7a8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-27T11:58:21Z
041401088802208070,1,No,Yes,Male,38,,1. Head,,uuid:747dbbbc-d841-444f-82c4-833b3916691d,uuid:747dbbbc-d841-444f-82c4-833b3916691d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-24T15:59:34Z
041401088802208070,2,No,Yes,Female,36,,2. Spouse,,uuid:747dbbbc-d841-444f-82c4-833b3916691d,uuid:747dbbbc-d841-444f-82c4-833b3916691d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-24T15:59:34Z
041401088802208070,4,No,Yes,Male,15,,3. Son/Daughter,,uuid:747dbbbc-d841-444f-82c4-833b3916691d,uuid:747dbbbc-d841-444f-82c4-833b3916691d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-24T15:59:34Z
041401088802208070,5,No,Yes,Male,12,,3. Son/Daughter,,uuid:747dbbbc-d841-444f-82c4-833b3916691d,uuid:747dbbbc-d841-444f-82c4-833b3916691d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-24T15:59:34Z
041401088802208070,6,No,Yes,Female,9,,3. Son/Daughter,,uuid:747dbbbc-d841-444f-82c4-833b3916691d,uuid:747dbbbc-d841-444f-82c4-833b3916691d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-24T15:59:34Z
041401088802208070,7,No,Yes,Male,7,,3. Son/Daughter,,uuid:747dbbbc-d841-444f-82c4-833b3916691d,uuid:747dbbbc-d841-444f-82c4-833b3916691d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-24T15:59:34Z
041401088802208070,8,No,Yes,Male,5,,3. Son/Daughter,,uuid:747dbbbc-d841-444f-82c4-833b3916691d,uuid:747dbbbc-d841-444f-82c4-833b3916691d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-24T15:59:34Z
041401088802208070,9,Yes,Yes,Female,0,5,3. Son/Daughter,,uuid:747dbbbc-d841-444f-82c4-833b3916691d,uuid:747dbbbc-d841-444f-82c4-833b3916691d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-04-24T15:59:34Z
041401088802208082,1,No,Yes,Male,45,,1. Head,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-24T15:59:40Z
041401088802208082,2,No,Yes,Female,42,,2. Spouse,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-24T15:59:40Z
041401088802208082,3,No,Yes,Male,20,,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-24T15:59:40Z
041401088802208082,4,No,Yes,Male,18,,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-24T15:59:40Z
041401088802208082,5,No,Yes,Male,16,,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-24T15:59:40Z
041401088802208082,6,No,No,Female,10,,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-24T15:59:40Z
041401088802208082,7,No,Yes,Male,9,,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-24T15:59:40Z
041401088802208082,8,No,Yes,Female,7,,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-04-24T15:59:40Z
041401088802208082,9,No,Yes,Male,6,,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[9],2020-04-24T15:59:40Z
041401088802208082,10,No,Yes,Female,5,,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[10],2020-04-24T15:59:40Z
041401088802208082,11,No,Yes,Male,2,1,3. Son/Daughter,,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3,uuid:b40622ea-28bb-4208-8af3-fe7ba18eacc3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[11],2020-04-24T15:59:40Z
041401088802208094,1,No,Yes,Male,29,,1. Head,,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-24T15:59:29Z
041401088802208094,2,No,Yes,Female,27,,2. Spouse,,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-24T15:59:29Z
041401088802208094,3,No,Yes,Female,9,,3. Son/Daughter,,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-24T15:59:29Z
041401088802208094,4,No,Yes,Female,7,,3. Son/Daughter,,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-24T15:59:29Z
041401088802208094,5,No,Yes,Male,5,,3. Son/Daughter,,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1,uuid:01ed6f08-b6cd-4e44-a6ee-fdb5ff9ad9a1/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-24T15:59:29Z
