household_id,ii4_resp_id,phw1,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,ea_id,cs_startdate,cs_submissiondate,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,bi_locchange,bi_same_hhh,kn1_heard,kn2_meas_handwash,kn2_meas_handshake,kn2_meas_maskglove,kn2_meas_travel,kn2_meas_stayhome,kn2_meas_gatherings,kn2_meas_distance,kn2_meas_facetouch,kn3_gov,kn3_gov_1,kn3_gov_2,kn3_gov_3,kn3_gov_4,kn3_gov_5,kn3_gov_6,kn3_gov_7,kn3_gov_8,kn3_gov_9,kn3_gov_10,kn3_gov_11,kn3_gov_12,kn3_gov_0,kn3_gov__98,kn3_gov__99,kn3_gov__96,kn3_gov_other,bh1_handwash,bh2_handshake,bh3_gatherings,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3_sch_child,ac4_sch_girls,ac4_sch_boys,ac4_2_edu,ac5_edu_type,ac5_edu_type_1,ac5_edu_type_2,ac5_edu_type_3,ac5_edu_type_4,ac5_edu_type_5,ac5_edu_type__98,ac5_edu_type__99,ac5_edu_type__96,ac5_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi7_outoffood,fi8_hungrynoteat,fi6_noteatfullday,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,key
120301010100101064,1,267.9898376464844,Urban,1,64,1,Gambela,3,1,1,1,1,120301010100101,2020-05-07T12:37:57Z,2020-05-07T20:49:04Z,Male,36,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,1 12,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,No,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,1,,No,,,,,,,,,,,No,,,,No,Yes,Education and Health,,Employee (Parastatal/Public Enterprise),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:3c30d398-22e0-43ea-b109-226806a27cde
120301010100101076,1,267.9898376464844,Urban,1,76,1,Gambela,3,1,1,1,1,120301010100101,2020-05-07T11:55:59Z,2020-05-07T20:49:02Z,Male,57,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,1 11,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,No,No,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,Yes,Reduced,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:0e1c2312-8eda-479c-88c0-20c7f83563f2
120301010100101088,1,304.0606689453125,Urban,1,88,1,Gambela,3,1,1,1,1,120301010100101,2020-05-08T12:52:19Z,2020-05-08T14:58:18Z,Male,29,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1 10 11 12,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,No,Not Applicable (did not need to buy medicine),,,No,Increase in price,,No,Increase in price,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,,1,Yes,1 4 5,Yes,No,No,Yes,Yes,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Parastatal/Public Enterprise),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:23181636-a847-49a6-ba86-93e53a5b05b5
120301010100101100,1,304.0606689453125,Urban,1,100,1,Gambela,3,1,1,1,1,120301010100101,2020-05-07T14:59:30Z,2020-05-08T14:58:14Z,Male,28,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,1 10 12,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,,1,No,,,,,,,,,,,No,,,,No,No,,,,,,,.,Yes,Lost job/no business because of coronavirus,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:abf2c9f1-ee71-4910-9d88-f3f2a7c16d4e
120301010100101136,1,267.9898376464844,Urban,1,136,1,Gambela,3,1,1,1,1,120301010100101,2020-05-07T13:05:19Z,2020-05-07T20:49:05Z,Male,45,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,1 11,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,Yes,No,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,1,,Yes,1 5,Yes,No,No,No,Yes,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Parastatal/Public Enterprise),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:12226b2e-6a7a-4442-80c4-3f6251c602fe
120301010100113015,1,208.81179809570312,Urban,13,15,1,Gambela,3,1,1,1,1,120301010100113,2020-05-06T13:42:00Z,2020-05-07T07:01:49Z,Male,30,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1 10 12,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,No,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Parastatal/Public Enterprise),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,-98,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:ddc24fb8-635b-4240-9592-af93aaab4cf2
120301010100113025,1,462.29345703125,Urban,13,25,1,Gambela,3,1,1,1,1,120301010100113,2020-05-08T13:08:49Z,2020-05-08T14:58:20Z,Female,60,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 11 12,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:b84aa739-688f-4f9e-9331-31311f883813
120301010100113035,2,328.4267272949219,Urban,13,35,1,Gambela,3,1,1,1,1,120301010100113,2020-05-07T12:11:57Z,2020-05-07T20:49:03Z,Male,40,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,1 10,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,2,,No,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:728b1ca6-f988-40a1-a612-2dd85b78a269
120301010100113075,1,279.47967529296875,Urban,13,75,1,Gambela,3,1,1,1,1,120301010100113,2020-05-08T14:05:19Z,2020-05-08T14:58:23Z,Male,55,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,1 10 11 12,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Employee (Private Sector),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:cf71fb26-3fa9-4b20-b7f2-03bfdd9bce0f
120301010100113085,1,246.32492065429687,Urban,13,85,1,Gambela,3,1,1,1,1,120301010100113,2020-05-07T13:18:16Z,2020-05-07T20:49:07Z,Female,23,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,11 12,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,No,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,No,Increase in price,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,.,No,,,,,,,,,,,Yes,"Restaurants, hotels, bars, cafes",,Less than usual,Decreased by about half (50%) of the usual income,3 5 6,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:49dd3082-bfda-4bb9-8eda-302b5c9d3f83
120301010100113135,1,246.32492065429687,Urban,13,135,1,Gambela,3,1,1,1,1,120301010100113,2020-05-07T14:12:51Z,2020-05-07T20:49:09Z,Male,35,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,1 11 12,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,No,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:0d1663b0-8817-4e72-8e4a-a2dceba1d8f8
120301010100113145,1,246.32492065429687,Urban,13,145,1,Gambela,3,1,1,1,1,120301010100113,2020-05-07T13:35:11Z,2020-05-07T20:49:08Z,Male,38,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,1 3 10 11,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:7bf29c47-00cf-4485-a848-cfc5133bbbce
120301010100211006,1,432.7823181152344,Urban,11,6,1,Gambela,3,1,1,1,2,120301010100211,2020-05-11T12:56:16Z,2020-05-11T18:55:47Z,Male,25,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8 9 10 11 12,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,Stayed the same,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:7661b48c-4ab4-4846-ad6b-b62b86597dc4
120301010100211027,1,432.7823181152344,Urban,11,27,1,Gambela,3,1,1,1,2,120301010100211,2020-05-11T11:56:18Z,2020-05-11T18:55:37Z,Male,45,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2 10 12,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,No,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Industry/manufacturing,,Self-Employed,,Yes,,.,,,,,,,,,,,,Yes,Industry/manufacturing,,Less than usual,Decreased by about half (50%) of the usual income,4,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,Yes,No,,No,,Yes,Reduced,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:b98684dd-176c-42ab-a125-b42aa0f23a58
120301010100211048,3,537.16265869140625,Urban,11,48,1,Gambela,3,1,1,1,2,120301010100211,2020-05-11T12:14:14Z,2020-05-11T18:55:38Z,Male,42,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 11 12,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,,1,Yes,3,No,No,Yes,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Less than usual,Decreased by more than half of the usual income,4,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:04ecc2e3-5bdd-489a-88c9-58cdc3641b23
120301010100211069,1,473.4388427734375,Urban,11,69,1,Gambela,3,1,1,1,2,120301010100211,2020-05-11T17:44:53Z,2020-05-11T18:56:36Z,Female,43,Round 1 (Baseline),2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5 10 11 12,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,No,Increase in price,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,,1,No,,,,,,,,,,,No,,,,No,Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Casual Worker,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,1,Yes,No,No,No,No,No,No,,210,No,Volunteers or Youth Volunteer Group,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:7b56308a-f7f2-4415-9145-bea71a3a1d19
120301010100211090,1,888.532470703125,Urban,11,90,1,Gambela,3,1,1,1,2,120301010100211,2020-05-11T14:26:52Z,2020-05-11T18:56:03Z,Male,46,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 11 12,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,3,,Yes,5,No,No,No,No,Yes,No,No,No,,Yes,Yes,,,No,Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:6f21fb77-b0c7-4595-831a-e5539595ec26
120301010100211153,1,631.2392578125,Urban,11,153,1,Gambela,3,1,1,1,2,120301010100211,2020-05-11T13:24:13Z,2020-05-11T18:55:49Z,Male,40,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 11 12,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,,1,Yes,5,No,No,No,No,Yes,No,No,No,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:2fdc604b-c09c-46ce-8042-30d4a73b312f
120301010100211195,2,888.532470703125,Urban,11,195,1,Gambela,3,1,1,1,2,120301010100211,2020-05-11T14:01:41Z,2020-05-11T18:56:02Z,Male,37,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5 10 11 12,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:a9757b1d-f4f0-4542-a043-913dca4b163f
120301010100211216,2,749.181884765625,Urban,11,216,1,Gambela,3,1,1,1,2,120301010100211,2020-05-11T15:01:54Z,2020-05-11T18:56:04Z,Male,38,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2 11 12,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,2,1,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,Yes,Total (100%) loss,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:3edd9200-a11f-4032-8e21-debdd802f089
