key,household_id,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,bh1_handwash_freq,bh2_mask_freq,bh3_cov_fear,bh4_cov_fin,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3a_pri_sch_child,ac4a_pri_child,ac5a_pri_edu_type,ac5a_pri_edu_type_1,ac5a_pri_edu_type_2,ac5a_pri_edu_type_3,ac5a_pri_edu_type_4,ac5a_pri_edu_type_5,ac5a_pri_edu_type__96,ac5a_pri_edu_type__98,ac5a_pri_edu_type__99,ac5a_pri_edu_type_other,ac3b_sec_sch_child,ac4b_sec_child,ac5b_sec_edu_type,ac5b_sec_edu_type_1,ac5b_sec_edu_type_2,ac5b_sec_edu_type_3,ac5b_sec_edu_type_4,ac5b_sec_edu_type_5,ac5b_sec_edu_type__96,ac5b_sec_edu_type__98,ac5b_sec_edu_type__99,ac5b_sec_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_0,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_0,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag1a_crops_plan,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,ag8_travel_norm,ag9_travel_curr,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,phw3
uuid:7a53eef9-947e-49ef-8639-14ef353553f0,060201010100103122,060201010100103,2020-06-10T05:27:34Z,2020-06-10T18:11:13Z,Benishangul-Gumuz,2,1,1,1,1,Urban,3,122,1,Male,24,Round 3,3,1,1,Male,24,Head,Yes,All of the time,None of the time,Somewhat worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,Yes,Yes,2,No,Yes,No,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,,No,4 5,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,Not enough money to buy them,,Not enough money to buy them,,Yes,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,348.4898376464844
uuid:586930a1-cf4b-494e-a11c-8e8ab0e8c4fa,060201010100103142,060201010100103,2020-06-09T01:30:25Z,2020-06-10T18:11:08Z,Benishangul-Gumuz,2,1,1,1,1,Urban,3,142,1,Male,23,Round 3,1,1,1,Male,23,Head,Yes,All of the time,Most of the time,Somewhat worried,A moderate threat,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,No,No customers,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,383.509033203125
uuid:9a5c0c81-4dd4-42c1-8c7b-70cf4093fe7b,060201088801903019,060201088801903,2020-06-10T06:33:46Z,2020-06-10T18:11:14Z,Benishangul-Gumuz,2,1,8,88,19,Rural,3,19,1,Male,39,Round 3,1,1,1,Male,39,Head,Yes,All of the time,All of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Employee (Private Sector),,No,Lost former job/work because of Coronavirus,,,,,Agriculture,,Employee (Private Sector),,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2551.40478515625
uuid:c6b59dfb-ee03-4e63-84a6-84999bbc7049,060201088801903031,060201088801903,2020-06-21T04:47:28Z,2020-06-23T16:32:11Z,Benishangul-Gumuz,2,1,8,88,19,Rural,3,31,1,Male,30,Round 3,1,1,1,Male,30,Head,Yes,All of the time,None of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,No,7,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,Yes,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,3604.620361328125
uuid:06e333dc-da2a-47d3-90e6-238eb3226492,060201088801903084,060201088801903,2020-06-09T11:19:49Z,2020-06-09T18:08:05Z,Benishangul-Gumuz,2,1,8,88,19,Rural,3,84,1,Male,57,Round 3,3,1,1,Male,57,Head,Yes,All of the time,Most of the time,Very worried,A substantial threat,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1584.831298828125
uuid:ffd7404d-d5cb-430e-8907-f3c3728e5b67,060201088801903108,060201088801903,2020-06-09T16:39:18Z,2020-06-09T18:08:15Z,Benishangul-Gumuz,2,1,8,88,19,Rural,3,108,1,Female,33,Round 3,5,1,1,Female,33,Head,Yes,All of the time,About half of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,2151.98193359375
uuid:6e86b849-c35d-429a-8b8c-c2a756ae039b,060203010100106002,060203010100106,2020-06-16T09:42:36Z,2020-06-16T19:17:25Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,2,1,Male,48,Round 3,4,1,3,Male,24,Son/Daughter,Yes,All of the time,All of the time,Very worried,A moderate threat,No,Shops have run out of stock,,Yes,,,No,Increase in price,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,Yes,Yes,,,No,Yes,Construction,,Employer,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,551.074951171875
uuid:936d950b-94b7-4c94-95f6-a72f75152df0,060203010100106010,060203010100106,2020-06-10T11:41:28Z,2020-06-10T18:31:37Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,10,1,Male,55,Round 3,3,1,1,Male,55,Head,Yes,All of the time,All of the time,Somewhat worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,Yes,Yes,3 4,No,No,Yes,Yes,No,No,No,No,,No,,,,No,Yes,Industry/manufacturing,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Agriculture,,Higher than usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,551.074951171875
uuid:723aceae-1d88-479b-a570-b90641a0d930,060203010100106018,060203010100106,2020-06-20T10:08:04Z,2020-06-20T18:53:08Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,18,1,Male,39,Round 3,3,1,1,Male,39,Head,Yes,All of the time,All of the time,Not worried at all,A moderate threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,Yes,Yes,2,No,Yes,No,No,No,No,No,No,,No,,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,469.639892578125
uuid:2776e1a5-7ca9-4d15-ace2-63d968746c63,060203010100106026,060203010100106,2020-06-22T13:48:54Z,2020-06-22T18:12:27Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,26,1,Male,20,Round 3,3,1,1,Male,20,Head,Yes,All of the time,All of the time,Not too worried,Not much of a threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,650.5201416015625
uuid:74dd4b11-cc44-44f5-8b4f-9fbd0694fc68,060203010100106042,060203010100106,2020-06-17T08:47:10Z,2020-06-17T18:38:59Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,42,2,Female,25,Round 3,6,1,1,Male,27,Spouse,Yes,All of the time,All of the time,Somewhat worried,A moderate threat,No,Shops have run out of stock,,Yes,,,No,Shops have run out of stock,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Education and Health,,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, has a farm but did not work",No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,469.639892578125
uuid:a397ac5b-541a-45a9-b64a-651765f9dc94,060203010100106050,060203010100106,2020-06-10T13:19:34Z,2020-06-10T18:32:20Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,50,1,Male,44,Round 3,3,1,1,Male,44,Head,Yes,All of the time,Some of the time,Somewhat worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,Yes,Yes,3 4,No,No,Yes,Yes,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Agriculture,,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,Yes,Stayed the same,No,,No,,No,,Yes,Reduced,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,551.074951171875
uuid:2bbf2fc9-51b4-48f4-82c3-b4e0baed1c55,060203010100106082,060203010100106,2020-06-13T16:47:19Z,2020-06-13T18:39:12Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,82,1,Male,42,Round 3,8,1,1,Male,42,Head,Yes,All of the time,None of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Yes,,,No,Decrease in regular income,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Industry/manufacturing,,Employee (Private Sector),,Yes,,,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,551.074951171875
uuid:77c5210a-eade-4007-a4b5-235a2c0b90f6,060203010100106090,060203010100106,2020-06-27T19:09:37Z,2020-06-27T19:31:08Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,90,1,Female,42,Round 3,4,1,2,Female,20,Son/Daughter,Yes,All of the time,About half of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,No,Decrease in regular income,,No,Increase in price,,No,Increase in price,,No,Increase in price,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Unpaid Family Worker,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Industry/manufacturing,,Less than usual,Decreased by about half (50%) of the usual income,1,Yes,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,"No, has a farm but did not work",No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,765.02484130859375
uuid:ebc452bc-9200-486c-b649-dd80086010f7,060203010100106098,060203010100106,2020-06-11T12:45:55Z,2020-06-11T14:02:42Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,98,1,Male,58,Round 3,3,1,1,Male,58,Head,Yes,All of the time,About half of the time,Somewhat worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, has a farm but did not work",No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,551.074951171875
uuid:ca74092e-dc18-4439-8c2a-fa3194c9cb17,060203010100106106,060203010100106,2020-06-27T14:44:25Z,2020-06-27T15:56:05Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,106,1,Female,35,Round 3,3,1,1,Female,35,Head,Yes,All of the time,About half of the time,Somewhat worried,A substantial threat,Yes,,,Yes,,,Yes,,,Yes,,,No,Decrease in regular income,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Industry/manufacturing,,Less than usual,Decreased by about half (50%) of the usual income,1,Yes,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,1047.26611328125
uuid:6262d35b-39d6-4f36-a3d1-d012fa97c017,060203010100106114,060203010100106,2020-06-10T13:02:45Z,2020-06-10T18:32:15Z,Benishangul-Gumuz,2,3,1,1,1,Urban,6,114,1,Male,72,Round 3,3,1,1,Male,72,Head,Yes,All of the time,All of the time,Not worried at all,Not a threat at all,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,Yes,Stayed the same,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, has a farm but did not work",No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,410.3011474609375
uuid:a85ddd98-73fd-4ac9-b030-aacfb8e9a561,060203088800704017,060203088800704,2020-06-15T11:33:46Z,2020-06-15T19:16:25Z,Benishangul-Gumuz,2,3,8,88,7,Rural,4,17,1,Male,47,Round 3,6,1,1,Male,47,Head,Yes,All of the time,Most of the time,Somewhat worried,Not much of a threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1410.5301513671875
uuid:99692e53-20dc-43e9-9d86-e143dcc805e5,060203088800704067,060203088800704,2020-06-22T14:18:02Z,2020-06-22T18:12:33Z,Benishangul-Gumuz,2,3,8,88,7,Rural,4,67,1,Male,60,Round 3,3,1,4,Female,20,Son/Daughter,Yes,All of the time,None of the time,Somewhat worried,A moderate threat,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Agriculture,,Unpaid Family Worker,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,1658.8121337890625
