household_id,phw6,key,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,bh1_handwash,bh2_handwash_freq,bh3_handshake,bh4_gatherings,bh5_mask,bh6_cov_fear,bh7_cov_fin,bh8_cov_test,bh9_cov_vaccine,bh10_cov_vaccine_why,bh10_cov_vaccine_why_1,bh10_cov_vaccine_why_2,bh10_cov_vaccine_why_3,bh10_cov_vaccine_why_4,bh10_cov_vaccine_why_5,bh10_cov_vaccine_why__96,bh10_cov_vaccine_why_other,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__96,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__96,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_for,lc2_rem_for_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__96,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__96,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,lo1_keb,lo2_farm,lo3_impact,lo3_impact_1,lo3_impact_2,lo3_impact_3,lo3_impact_4,lo3_impact__99,lo4_destr,lo5_sprayed,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,roster_key,roster_count
071308010100210042,8374.8115234375,uuid:6d7eea2e-fde0-4645-ad4a-2c538af846a0,71308010100210,2020-10-02T18:35:51Z,2020-10-03T00:55:00Z,SNNPR,13,8,1,1,2,Urban,10,42,3,Male,25,Round 6,3,1,3,1,25,1,Yes,No,Some of the time,No,No,None of the time,Somewhat worried,A moderate threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,,,No,Yes,Yes,,,Wholesale and retail trade,,Self-Employed,,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by less than half of the usual income,4,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,No,,Yes,Reduced,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:6d7eea2e-fde0-4645-ad4a-2c538af846a0correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],
071308010100210096,6470.22900390625,uuid:52f5991c-07e0-4ce2-aea8-fa1c03ed8f87,71308010100210,2020-09-29T18:03:57Z,2020-09-29T23:27:00Z,SNNPR,13,8,1,1,2,Urban,10,96,1,Female,49,Round 6,1,1,1,2,49,1,Yes,Yes,All of the time,Yes,No,All of the time,Not too worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,No,No,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,,Reduced,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:52f5991c-07e0-4ce2-aea8-fa1c03ed8f87correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071308010100210105,6470.22900390625,uuid:189168f0-8360-4460-b99c-b63f67145e30,71308010100210,2020-10-05T16:50:53Z,2020-10-06T20:15:00Z,SNNPR,13,8,1,1,2,Urban,10,105,1,Male,37,Round 6,1,1,2,2,27,2,Yes,Yes,All of the time,Yes,No,All of the time,Not worried at all,A moderate threat,I will definitely get tested,No,4,No,No,No,Yes,No,No,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",No,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:189168f0-8360-4460-b99c-b63f67145e30correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
071601088800404068,55391.609375,uuid:73552fa3-e924-48be-b465-7c019cb7bfeb,71601088800404,2020-10-02T16:29:50Z,2020-10-02T19:27:00Z,SNNPR,16,1,8,88,4,Rural,4,68,1,Female,40,Round 6,2,1,2,1,23,3,Yes,Yes,All of the time,Yes,Yes,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Not Applicable (did not need to buy teff or injera),,,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,Yes,,,No,Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:73552fa3-e924-48be-b465-7c019cb7bfebcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
071701030100103014,10422.8369140625,uuid:990a8c2b-6380-4c3a-9917-f97a16fa84d2,71701030100103,2020-09-25T10:12:48Z,2020-09-25T18:25:00Z,SNNPR,17,1,3,1,1,Urban,3,14,1,Male,35,Round 6,1,1,1,1,35,1,Yes,Yes,All of the time,Yes,No,All of the time,Not worried at all,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,No,Shops have run out of stock,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:990a8c2b-6380-4c3a-9917-f97a16fa84d2correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103034,10422.8369140625,uuid:35b67f1d-3999-4bdc-acce-fad8ef0036b5,71701030100103,2020-10-07T16:30:08Z,2020-10-07T20:14:00Z,SNNPR,17,1,3,1,1,Urban,3,34,1,Male,23,Round 6,2,1,1,1,23,1,Yes,Yes,All of the time,Yes,Yes,None of the time,Not too worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,Yes,,,No,No,No,,,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:35b67f1d-3999-4bdc-acce-fad8ef0036b5correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103064,17678.3671875,uuid:9974e278-f8eb-45c9-a48e-c988d8f98cdd,71701030100103,2020-09-25T12:59:26Z,2020-09-25T18:25:00Z,SNNPR,17,1,3,1,1,Urban,3,64,1,Male,20,Round 6,2,1,1,1,20,1,Yes,Yes,All of the time,Yes,No,All of the time,Not worried at all,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,Yes,,,No,Yes,Yes,,,Wholesale and retail trade,,Self-Employed,,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:9974e278-f8eb-45c9-a48e-c988d8f98cddcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103103,14589.9326171875,uuid:711c8327-36a0-4675-b602-e8f4bc8c1710,71701030100103,2020-09-26T12:03:55Z,2020-09-26T18:23:00Z,SNNPR,17,1,3,1,1,Urban,3,103,1,Female,23,Round 6,2,1,5,1,38,2,Yes,Yes,All of the time,Yes,Yes,All of the time,Not worried at all,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Wholesale and retail trade,,Self-Employed,,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Higher than usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:711c8327-36a0-4675-b602-e8f4bc8c1710correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],
071701030100103126,8474.8486328125,uuid:fa7b144e-5e39-4cb1-9eb6-0e6ee90cc6c9,71701030100103,2020-10-06T15:56:26Z,2020-10-06T19:17:00Z,SNNPR,17,1,3,1,1,Urban,3,126,1,Male,22,Round 6,2,1,1,1,22,1,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by about half (50%) of the usual income,4,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,Yes,No,,No,,Yes,Reduced,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:fa7b144e-5e39-4cb1-9eb6-0e6ee90cc6c9correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103145,10422.8369140625,uuid:55e669a6-f43c-4a0e-9263-750b1da215e9,71701030100103,2020-10-03T19:36:35Z,2020-10-03T20:39:00Z,SNNPR,17,1,3,1,1,Urban,3,145,1,Male,24,Round 6,3,1,1,1,24,1,Yes,Yes,All of the time,Yes,Yes,All of the time,Very worried,A moderate threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:55e669a6-f43c-4a0e-9263-750b1da215e9correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103162,14589.9326171875,uuid:941c6598-8d30-4024-a01c-0b273755f951,71701030100103,2020-10-03T18:28:35Z,2020-10-03T20:37:00Z,SNNPR,17,1,3,1,1,Urban,3,162,1,Female,45,Round 6,3,1,3,2,21,3,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,,,No,Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,Yes,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:941c6598-8d30-4024-a01c-0b273755f951correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],
071701030100103186,9362.0771484375,uuid:056f2c9b-473a-404d-a29c-b96b3c2323c4,71701030100103,2020-10-07T14:42:54Z,2020-10-07T19:05:00Z,SNNPR,17,1,3,1,1,Urban,3,186,1,Male,26,Round 6,2,1,1,1,26,1,Yes,Yes,All of the time,Yes,Yes,All of the time,Somewhat worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:056f2c9b-473a-404d-a29c-b96b3c2323c4correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103208,12117.9072265625,uuid:570169d5-0e9b-4666-9a12-410e2f2a226a,71701030100103,2020-10-01T16:16:45Z,2020-10-01T19:28:00Z,SNNPR,17,1,3,1,1,Urban,3,208,1,Female,35,Round 6,2,1,1,2,35,1,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,No,Yes,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Domestic),,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Domestic),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:570169d5-0e9b-4666-9a12-410e2f2a226acorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103265,10422.8369140625,uuid:94cec337-8191-47fc-85b9-d3dffd3651df,71701030100103,2020-10-04T10:34:44Z,2020-10-04T19:00:00Z,SNNPR,17,1,3,1,1,Urban,3,265,1,Male,32,Round 6,1,1,1,1,32,1,Yes,Yes,All of the time,Yes,Yes,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,No,Decrease in regular income,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,,,No,Yes,Yes,,,Wholesale and retail trade,,Self-Employed,,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Higher than usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,Yes,Increased,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:94cec337-8191-47fc-85b9-d3dffd3651dfcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103285,14589.9326171875,uuid:4f45658b-2b6a-4d4f-9749-d40fa8978b95,71701030100103,2020-09-29T15:54:57Z,2020-09-29T19:17:00Z,SNNPR,17,1,3,1,1,Urban,3,285,1,Male,36,Round 6,2,1,1,1,36,1,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,No,Shops have run out of stock,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:4f45658b-2b6a-4d4f-9749-d40fa8978b95correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701030100103306,9362.0771484375,uuid:da207f30-161f-47e8-bd52-a1ada6724ddb,71701030100103,2020-09-29T12:47:10Z,2020-09-29T19:10:00Z,SNNPR,17,1,3,1,1,Urban,3,306,1,Male,25,Round 6,2,1,1,1,25,1,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Yes,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:da207f30-161f-47e8-bd52-a1ada6724ddbcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
071701088802301035,33034.17578125,uuid:4c5e93e1-4a44-4ccd-9479-4b8be2560672,71701088802301,2020-10-06T13:07:22Z,2020-10-06T19:16:00Z,SNNPR,17,1,8,88,23,Rural,1,35,1,Male,49,Round 6,2,1,1,1,49,1,Yes,Yes,All of the time,Yes,No,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,No,Decrease in regular income,,No,Decrease in regular income,,Yes,,,No,Shops have run out of stock,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:4c5e93e1-4a44-4ccd-9479-4b8be2560672correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
