key,household_id,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3a_pri_sch_child,ac4a_pri_child,ac5a_pri_edu_type,ac5a_pri_edu_type_1,ac5a_pri_edu_type_2,ac5a_pri_edu_type_3,ac5a_pri_edu_type_4,ac5a_pri_edu_type_5,ac5a_pri_edu_type__96,ac5a_pri_edu_type__98,ac5a_pri_edu_type__99,ac5a_pri_edu_type_other,ac3b_sec_sch_child,ac4b_sec_child,ac5b_sec_edu_type,ac5b_sec_edu_type_1,ac5b_sec_edu_type_2,ac5b_sec_edu_type_3,ac5b_sec_edu_type_4,ac5b_sec_edu_type_5,ac5b_sec_edu_type__96,ac5b_sec_edu_type__98,ac5b_sec_edu_type__99,ac5b_sec_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_0,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_0,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,ag8_travel_norm,ag9_travel_curr,lo1_keb,lo2_farm,lo3_impact,lo3_impact_1,lo3_impact_2,lo3_impact_3,lo3_impact_4,lo3_impact__99,lo4_destr,lo5_sprayed,wa1_water_drink,wa2_water_drink_why,wa2_water_drink_why_other,wa3_water_wash,wa4_water_wash_why,wa4_water_wash_why_other,wa5_soap_wash,wa6_soap_wash_why,wa6_soap_wash_why_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,phw4,_merge
uuid:d7213510-bb70-4d6a-a280-5c92f71579a3,130101088800202013,130101088800202,2020-07-29T14:00:39Z,2020-07-29T14:50:28Z,Harar,1,1,8,88,2,Rural,2,13,1,Male,27,Round 4,1,Yes,1,Male,27,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,No,Usual place of business closed because of coronavirus,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,1 2 3,Yes,Yes,Yes,No,No,Light Damage,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,391.6014404296875,3
uuid:e19ffe92-7941-42f3-adc3-cca4e49e42cd,130101088800202045,130101088800202,2020-08-09T14:45:52Z,2020-08-09T18:20:38Z,Harar,1,1,8,88,2,Rural,2,45,1,Female,25,Round 4,2,Yes,2,Male,35,Spouse,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,No,Increase in price,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,No,Yes,Construction,,Employer,,Yes,,,Yes,,,Construction,,Employer,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-98,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,No,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,183.76876831054687,3
uuid:041c0ff3-3b5c-4935-9e8c-a7b8bb19da7a,130101088800202090,130101088800202,2020-08-02T10:01:20Z,2020-08-02T10:23:40Z,Harar,1,1,8,88,2,Rural,2,90,1,Male,40,Round 4,1,Yes,1,Male,40,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,,,,,,,,No,No,Water supply no longer available,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,654.77789306640625,3
uuid:706d31d5-f0a5-46bc-babf-87dbe46cd13e,130101088800202110,130101088800202,2020-08-04T09:20:51Z,2020-08-10T08:54:33Z,Harar,1,1,8,88,2,Rural,2,110,1,Male,35,Round 4,1,Yes,1,Male,35,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,560.1016845703125,3
uuid:fbb1d72e-afd1-4ada-83fe-068991e5d47f,130101088800202164,130101088800202,2020-07-30T09:12:58Z,2020-07-30T15:44:21Z,Harar,1,1,8,88,2,Rural,2,164,1,Male,35,Round 4,1,Yes,1,Male,35,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,No,Increase in price,,Not Applicable (did not need to buy maize),,,No,Increase in price,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,No,Water supply no longer available,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,654.77789306640625,3
uuid:eac6eceb-b96b-4d6a-9891-c1e3160c55f8,130101088800202183,130101088800202,2020-08-09T08:59:11Z,2020-08-09T18:20:23Z,Harar,1,1,8,88,2,Rural,2,183,1,Male,33,Round 4,5,Yes,1,Male,33,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,-98,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,1 2 3,Yes,Yes,Yes,No,No,Light Damage,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,560.1016845703125,3
uuid:65b301ae-2c66-4cd6-ad11-c03374c063ce,130101088800208010,130101088800208,2020-07-28T10:14:23Z,2020-07-28T10:45:41Z,Harar,1,1,8,88,2,Rural,8,10,1,Male,55,Round 4,1,Yes,5,Female,18,Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,,,,No,,,,,,,Yes,,,,Yes,Wholesale and retail trade,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,453.242431640625,3
uuid:6752a65d-6df3-43c4-b9da-e00a33352f44,130101088800208058,130101088800208,2020-07-27T18:50:53Z,2020-07-27T19:22:01Z,Harar,1,1,8,88,2,Rural,8,58,1,Male,36,Round 4,1,Yes,2,Female,32,Spouse,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,,,,No,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by about half (50%) of the usual income,1 4 5,Yes,No,No,Yes,Yes,No,No,No,No,No,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 11,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,Yes,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,757.84478759765625,3
uuid:685a9c68-3568-436c-9132-48d4be7392d9,130101088800208074,130101088800208,2020-07-30T11:37:19Z,2020-07-30T15:36:37Z,Harar,1,1,8,88,2,Rural,8,74,1,Male,45,Round 4,1,Yes,1,Male,45,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,No,Increase in price,,Yes,,,No,Increase in price,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,Refused,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,,,,,,,,Yes,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,757.84478759765625,3
uuid:9183252a-053e-445b-af1f-42a57b4e9036,130101088800208122,130101088800208,2020-07-29T13:22:58Z,2020-07-29T14:51:48Z,Harar,1,1,8,88,2,Rural,8,122,1,Male,52,Round 4,1,Yes,1,Male,52,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,Yes,No,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,Yes,,,Wholesale and retail trade,,Self-Employed,,Yes,Yes,,,,Wholesale and retail trade,,Higher than usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,453.242431640625,3
uuid:c34b4af2-1d18-4789-8d69-2877d61e7586,130101088800309023,130101088800309,2020-08-01T10:46:47Z,2020-08-01T15:43:36Z,Harar,1,1,8,88,3,Rural,9,23,2,Male,35,Round 4,1,Yes,2,Male,35,Head,Yes,Yes,,,No,Increase in price,,Yes,,,Yes,,,No,Increase in price,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,No,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,1 2 3,Yes,Yes,Yes,No,No,Light Damage,Yes,No,Water supply no longer available,,Yes,,,No,Cannot afford it,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,923.15240478515625,3
uuid:80957a5a-dea9-414b-8188-eb3002407557,130101088800309037,130101088800309,2020-07-28T12:37:32Z,2020-08-03T08:07:13Z,Harar,1,1,8,88,3,Rural,9,37,1,Male,30,Round 4,1,Yes,1,Male,30,Head,Yes,Not Applicable (did not need to buy medicine),,,No,Decrease in regular income,,No,Decrease in regular income,,Not Applicable (did not need to buy maize),,,No,Decrease in regular income,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,Yes,Yes,,,Yes,,,No,Cannot afford it,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,659.44696044921875,3
uuid:0b1a6c57-d0a6-41c0-a7d0-a1850369062c,130101088800309051,130101088800309,2020-07-28T09:26:48Z,2020-08-03T08:07:10Z,Harar,1,1,8,88,3,Rural,9,51,1,Male,70,Round 4,1,Yes,6,Female,18,Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,No,Increase in price,,No,Increase in price,,Yes,,,No,Increase in price,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,1,Yes,No,No,No,No,Light Damage,No,Yes,,,Yes,,,No,Increase in price,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,659.44696044921875,3
uuid:f7faa060-4a3a-415d-9171-ba91d6f05268,130101088800309080,130101088800309,2020-07-28T11:04:39Z,2020-08-03T08:07:11Z,Harar,1,1,8,88,3,Rural,9,80,1,Male,28,Round 4,1,Yes,1,Male,28,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,1,Yes,No,No,No,No,Moderate Damage,Yes,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,461.059814453125,3
uuid:3fc8e7de-54cb-46f1-8cc4-67041b1c14d9,130101088800309094,130101088800309,2020-07-29T09:39:26Z,2020-08-03T08:07:16Z,Harar,1,1,8,88,3,Rural,9,94,1,Male,33,Round 4,1,Yes,1,Male,33,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,552.10296630859375,3
uuid:68b9bfa2-c8cb-4fa3-888f-bce7524c4503,130101088800309108,130101088800309,2020-07-30T14:07:30Z,2020-08-03T08:07:25Z,Harar,1,1,8,88,3,Rural,9,108,1,Male,35,Round 4,1,Yes,2,Female,27,Spouse,Yes,Not Applicable (did not need to buy medicine),,,No,Increase in price,,No,Increase in price,,Not Applicable (did not need to buy maize),,,No,Increase in price,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,10 11,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,Yes,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,923.15240478515625,3
uuid:191f6c7c-b349-4838-a0ee-2d547a1ab586,130101088800309122,130101088800309,2020-07-28T12:10:40Z,2020-07-28T14:38:42Z,Harar,1,1,8,88,3,Rural,9,122,1,Male,25,Round 4,1,Yes,1,Male,25,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,1,Yes,No,No,No,No,Light Damage,Yes,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,552.10296630859375,3
uuid:c3346ff5-9fc0-4aa0-8f9a-d2811ff08b16,130101088800309136,130101088800309,2020-07-30T08:44:29Z,2020-08-03T08:07:20Z,Harar,1,1,8,88,3,Rural,9,136,2,Male,28,Round 4,1,Yes,2,Male,28,Head,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,Yes,3,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,Yes,"No, has a farm but did not work",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,659.44696044921875,3
uuid:4b21330d-fb25-4d61-94b5-25626cfe532f,130101088800407059,130101088800407,2020-08-01T11:18:14Z,2020-08-03T08:07:27Z,Harar,1,1,8,88,4,Rural,7,59,1,Male,22,Round 4,1,Yes,1,Male,22,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,No,Increase in price,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,995.07489013671875,3
