household_id,ii4_resp_id,phw2,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,ea_id,cs_startdate,cs_submissiondate,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3_sch_child,ac4_2_edu,ac5_edu_type,ac5_edu_type_1,ac5_edu_type_2,ac5_edu_type_3,ac5_edu_type_4,ac5_edu_type_5,ac5_edu_type__96,ac5_edu_type__98,ac5_edu_type__99,ac5_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,key
010203020100103060,1,2385.369384765625,Urban,3,60,1,Tigray,2,3,2,1,1,010203020100103,2020-05-22T13:00:35Z,2020-05-22T17:59:45Z,Male,49,Round 2,1,1,Male,49,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Wholesale and retail trade,,Member of Cooperate,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:91fbf002-8235-4961-a8d1-65f3657ac2d5
010203020100103071,1,1773.7418212890625,Urban,3,71,1,Tigray,2,3,2,1,1,010203020100103,2020-05-20T11:01:08Z,2020-05-20T18:16:27Z,Male,53,Round 2,2,1,Male,53,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,Yes,Reduced,Yes,Reduced,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:9411101e-4291-4048-a6d8-a056ec741c98
010203020100103082,1,2385.369384765625,Urban,3,82,1,Tigray,2,3,2,1,1,010203020100103,2020-05-26T10:25:09Z,2020-05-26T17:15:32Z,Male,40,Round 2,7,1,Male,40,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,Yes,No,No,No,No,No,No,,500,No,NGO,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:1427553e-de32-477c-aeca-db9727de8d16
010203020100103093,1,1773.7418212890625,Urban,3,93,1,Tigray,2,3,2,1,1,010203020100103,2020-05-21T09:29:01Z,2020-05-21T15:13:01Z,Male,35,Round 2,3,1,Male,35,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,No,,,,,,,,Yes,Temporarily absent,,Wholesale and retail trade,,Self-Employed,,,,,,No,No,Seasonal closure,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,4 9,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:97f7d994-d8b1-4c7f-98b1-4b72968c9df5
010203020100103104,1,1773.7418212890625,Urban,3,104,1,Tigray,2,3,2,1,1,010203020100103,2020-05-20T10:47:08Z,2020-05-20T18:49:45Z,Male,35,Round 2,1,1,Male,35,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:03fc1b1f-d27d-498a-8e35-29c6e79871d3
010203020100103115,1,2027.247314453125,Urban,3,115,1,Tigray,2,3,2,1,1,010203020100103,2020-05-20T11:16:07Z,2020-05-20T18:16:39Z,Female,37,Round 2,1,1,Female,37,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Total (100%) loss,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:a82945ab-918a-4052-8fc3-a997b644f0b1
010203020100103148,1,1773.7418212890625,Urban,3,148,1,Tigray,2,3,2,1,1,010203020100103,2020-05-20T11:26:26Z,2020-05-20T18:16:50Z,Female,35,Round 2,1,1,Female,35,1. Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,Yes,Reduced,No,,No,,No,,Yes,Reduced,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,No,Yes,No,No,No,No,,,,,,,,,,,480,No,Government,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:b0c7cade-3a7f-4926-a872-27393a9e8e6c
010203020100103159,1,1487.61865234375,Urban,3,159,1,Tigray,2,3,2,1,1,010203020100103,2020-05-25T09:03:21Z,2020-05-25T18:31:41Z,Male,38,Round 2,4,1,Male,38,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,,Yes,Lost job/no business because of coronavirus,,Education and Health,,Employee (Government),,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:fae706a3-361e-47cc-9b26-da08dc364c42
010203088800910067,1,9121.568359375,Rural,10,67,1,Tigray,2,3,8,88,9,010203088800910,2020-05-15T13:56:49Z,2020-05-15T13:26:01Z,Male,52,Round 2,3,1,Male,52,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Construction,,Employee (Domestic),,,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,Yes,Stayed the same,No,,No,,,Reduced,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:bf80d2ae-718b-45a4-b81a-f079945954f5
010203088800910095,1,9121.568359375,Rural,10,95,1,Tigray,2,3,8,88,9,010203088800910,2020-05-18T10:15:41Z,2020-05-18T18:31:52Z,Male,57,Round 2,2,1,Male,57,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:a2745ce1-f04e-4381-9256-9cbe5da78a84
010204088800713039,1,5066.32666015625,Rural,13,39,1,Tigray,2,4,8,88,7,010204088800713,2020-05-16T09:47:32Z,2020-05-16T12:00:24Z,Male,44,Round 2,4,1,Male,44,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,No,Yes,Agriculture,,Unpaid Family Worker,,Yes,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,Yes,Stayed the same,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:b25288f6-8674-43c4-bb48-74fd3df13e0e
010204088800713069,1,14007.1103515625,Rural,13,69,1,Tigray,2,4,8,88,7,010204088800713,2020-05-16T10:54:44Z,2020-05-16T12:02:06Z,Male,78,Round 2,3,1,Male,78,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,No,6,No,No,No,No,No,Yes,No,No,No,No,,Yes,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:3373bd4a-e127-4276-8a66-47746bcefe6e
010204088800713079,1,6003.14306640625,Rural,13,79,1,Tigray,2,4,8,88,7,010204088800713,2020-05-19T09:42:39Z,2020-05-19T18:13:20Z,Male,53,Round 2,2,1,Male,53,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,No,Yes,Public administration (government),,Employee (Government),,,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:2f5cc6a4-c711-4b08-9392-9f4c4211dc66
010204088800713089,1,5066.32666015625,Rural,13,89,1,Tigray,2,4,8,88,7,010204088800713,2020-05-16T10:01:35Z,2020-05-16T12:03:24Z,Male,35,Round 2,2,1,Male,35,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,Yes,3,No,No,Yes,No,No,No,No,No,,No,,,,No,Yes,"Restaurants, hotels, bars, cafes",,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:ccceebbf-a9d9-493c-a82c-da03a9379112
010205088801106024,1,6688.61669921875,Rural,6,24,1,Tigray,2,5,8,88,11,010205088801106,2020-05-16T10:14:22Z,2020-05-16T12:01:28Z,Male,66,Round 2,2,1,Male,66,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,No,7,No,No,No,No,No,No,Yes,No,No,No,,,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:6fce996f-3138-4908-aebe-2cbad2d9a054
010205088801106039,1,9207.388671875,Rural,6,39,1,Tigray,2,5,8,88,11,010205088801106,2020-05-17T13:37:08Z,2020-05-17T18:59:43Z,Male,27,Round 2,4,1,Male,27,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:9469d714-830e-4117-a9fe-385ab5b1c19f
010205088801106068,1,5665.21826171875,Rural,6,68,1,Tigray,2,5,8,88,11,010205088801106,2020-05-16T12:08:17Z,2020-05-16T18:36:32Z,Male,61,Round 2,1,1,Male,61,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Industry/manufacturing,,Employee (Domestic),,Yes,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:6e21024f-182e-4c2d-b280-72e7e83215dc
010205088801106082,1,9207.388671875,Rural,6,82,1,Tigray,2,5,8,88,11,010205088801106,2020-05-22T17:38:08Z,2020-05-22T19:29:08Z,Male,33,Round 2,8,1,Male,33,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,,,,,,,,,,,,,,,No,No,Usual place of business closed for another reason (not coronavirus),,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:e5b1899f-850a-48cc-9b3a-78a8462eec4d
010205088801106100,1,4781.13623046875,Rural,6,100,1,Tigray,2,5,8,88,11,010205088801106,2020-05-14T18:11:35Z,2020-05-15T08:52:16Z,Male,35,Round 2,1,1,Male,35,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:4d6b3e9d-a2d5-4309-b130-1b39491f875f
010205088801106125,1,5589.96044921875,Rural,6,125,1,Tigray,2,5,8,88,11,010205088801106,2020-05-15T09:30:08Z,2020-05-15T18:16:04Z,Male,35,Round 2,2,1,Male,35,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,4 5,No,No,No,Yes,Yes,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:bf0b7033-d4a4-4977-8ab9-0d5e036823e7
010205088801106127,1,4781.13623046875,Rural,6,127,1,Tigray,2,5,8,88,11,010205088801106,2020-05-17T13:20:37Z,2020-05-17T18:59:42Z,Male,40,Round 2,2,1,Male,40,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,2,No,Yes,No,No,No,No,No,No,,No,,,,No,Yes,Agriculture,,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,No,,Yes,Stayed the same,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:8da703de-28f4-471b-a402-6b166352c416
010205088801106167,1,5665.21826171875,Rural,6,167,1,Tigray,2,5,8,88,11,010205088801106,2020-05-15T13:54:03Z,2020-05-15T18:16:47Z,Male,49,Round 2,1,1,Male,49,1. Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,Yes,Yes,,,No,Yes,Agriculture,,Self-Employed,,,,,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:2be10d57-24b8-42f2-b16d-53e5655b8887
010205088801106203,1,6388.88525390625,Rural,6,203,1,Tigray,2,5,8,88,11,010205088801106,2020-05-15T14:38:55Z,2020-05-15T18:16:48Z,Female,23,Round 2,1,1,Female,23,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,No,,,,No,Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Self-Employed,,,,,,,,,,,,,,,,Yes,Yes,,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Less than usual,Decreased by more than half of the usual income,3 4,No,No,Yes,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,Yes,No,,No,,Yes,Increased,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,uuid:e4021196-3647-4673-9bbd-6597877fd31b
