ea_id,event_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs7q00,cs7q01_a,cs7q01_b,cs7q01_b_os,cs7q02,cs7q03
030610088800708,1,1. RURAL,3. AMHARA,06,10,8,88,007,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Andegna derga School,16. New School,,2010,80
030610088800708,2,1. RURAL,3. AMHARA,06,10,8,88,007,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Wehae genbatae lemate,12. Development Project,,2010,85
030610088800708,3,1. RURAL,3. AMHARA,06,10,8,88,007,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Teftero habte lemate,12. Development Project,,2010,80
030610088800708,4,1. RURAL,3. AMHARA,06,10,8,88,007,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Geberna Extention,12. Development Project,,2010,75
030614088801003,1,1. RURAL,3. AMHARA,06,14,8,88,010,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Andegn deregae SchoolTegenae,16. New School,,2010,85
030614088801003,2,1. RURAL,3. AMHARA,06,14,8,88,010,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yeteftero habte Aferena wehae Lemate,12. Development Project,,2010,90
030614088801003,3,1. RURAL,3. AMHARA,06,14,8,88,010,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yegeberenae Extention Sera,12. Development Project,,2010,85
030614088801003,4,1. RURAL,3. AMHARA,06,14,8,88,010,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yehege Masekebere serae,12. Development Project,,2010,85
030616010100207,1,2. URBAN,3. AMHARA,06,16,1,1,002,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,13,13. New Employment Oppurtunity,,2010,10
030616010100207,2,2. URBAN,3. AMHARA,06,16,1,1,002,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,15,15. New Road,,2010,10
030706010100103,1,2. URBAN,3. AMHARA,07,06,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,07,7. Sharp Change in Prices,,2011,60
030706010100103,2,2. URBAN,3. AMHARA,07,06,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,02,2. Flood,,2010,80
030706010100103,3,2. URBAN,3. AMHARA,07,06,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,04,4. Livestock Disease,,2010,20
030706010100103,4,2. URBAN,3. AMHARA,07,06,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,05,5. Human Epidemic Disease,,2010,90
030707088800708,1,1. RURAL,3. AMHARA,07,07,8,88,007,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,"Bedro , wurch,",1. Drought,,2010,30
030714010100520,1,2. URBAN,3. AMHARA,07,14,1,1,005,20,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Niret,7. Sharp Change in Prices,,2010,70
030714010100520,2,2. URBAN,3. AMHARA,07,14,1,1,005,20,1. EVENTS THAT MADE PEOPLE WORSE OFF,Hayil Makoret,10. Power Outage(s),,2011,70
030714010100520,3,2. URBAN,3. AMHARA,07,14,1,1,005,20,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yelemat Project Mezergat,12. Development Project,,2009,70
030714010100520,4,2. URBAN,3. AMHARA,07,14,1,1,005,20,2. EVENTS THAT MADE PEOPLE BETTER OFF,Addis Temhert Bet Megenbat,16. New School,,2009,70
030714010100520,5,2. URBAN,3. AMHARA,07,14,1,1,005,20,2. EVENTS THAT MADE PEOPLE BETTER OFF,Addis Menged Megenbat,15. New Road,,2011,70
030803030100101,1,2. URBAN,3. AMHARA,08,03,3,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Price inflation,7. Sharp Change in Prices,,2011,85
030803030100101,2,2. URBAN,3. AMHARA,08,03,3,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Drought,1. Drought,,2009,65
030803030100101,3,2. URBAN,3. AMHARA,08,03,3,1,001,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Jop opportunity,13. New Employment Oppurtunity,,2011,25
030803030100101,4,2. URBAN,3. AMHARA,08,03,3,1,001,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,safety net program,19. PSNP,,2010,35
030803088802708,1,1. RURAL,3. AMHARA,08,03,8,88,027,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Tere tebayi,3. Crop Disease/Pests,,2011,20
030803088802708,2,1. RURAL,3. AMHARA,08,03,8,88,027,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Beredo,11. Other Bad (Specify),beredo,2011,30
030803088802708,3,1. RURAL,3. AMHARA,08,03,8,88,027,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga nret,7. Sharp Change in Prices,,2011,50
030808088800201,1,1. RURAL,3. AMHARA,08,08,8,88,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Beredo,2. Flood,,2010,50
030808088800201,2,1. RURAL,3. AMHARA,08,08,8,88,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yezinab etiret,2. Flood,,2010,75
030902088800605,1,1. RURAL,3. AMHARA,09,02,8,88,006,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Wurch,11. Other Bad (Specify),wurch,2011,85
030902088800605,2,1. RURAL,3. AMHARA,09,02,8,88,006,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yedenlimat,12. Development Project,,2011,85
030910010100304,1,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenurowednet,7. Sharp Change in Prices,,2009,20
031004088801803,1,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yseebil widmet,3. Crop Disease/Pests,,2010,75
031004088801803,2,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yiwaga gishibet,7. Sharp Change in Prices,,2009,25
031004088801803,3,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Tedgagami dirk,1. Drought,,2009,33
031007010100107,1,2. URBAN,3. AMHARA,10,07,1,1,001,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,yenrowednt,7. Sharp Change in Prices,,2011,70
031007010100107,2,2. URBAN,3. AMHARA,10,07,1,1,001,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewhacger,7. Sharp Change in Prices,,2011,70
031105010500201,1,2. URBAN,3. AMHARA,11,05,1,5,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Gishbet,7. Sharp Change in Prices,,2009,65
031105010500201,2,2. URBAN,3. AMHARA,11,05,1,5,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yesirat KuterMabzat,11. Other Bad (Specify),Yesirat Kuter Mabzat,2009,80
031201088800502,1,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,dirke,1. Drought,,2010,50
031201088800502,2,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,yeseble beshita,3. Crop Disease/Pests,,2010,60
031201088800502,3,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga nrete,3. Crop Disease/Pests,,2011,85
031201088800502,4,1. RURAL,3. AMHARA,12,01,8,88,005,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,yelmat progekte mezrate,12. Development Project,,2011,90
031201088800502,5,1. RURAL,3. AMHARA,12,01,8,88,005,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,addis menged yetegnebabete,15. New Road,,2010,20
031303010300223,1,2. URBAN,3. AMHARA,13,03,1,3,002,23,1. EVENTS THAT MADE PEOPLE WORSE OFF,ywaga gesbet.,7. Sharp Change in Prices,,2011,85
031401088800709,1,1. RURAL,3. AMHARA,14,01,8,88,007,09,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesira Edil,13. New Employment Oppurtunity,,2009,1
031405010100309,1,2. URBAN,3. AMHARA,14,05,1,1,003,09,2. EVENTS THAT MADE PEOPLE BETTER OFF,Kobele stone Mengede sera,15. New Road,,2011,90
031506010100103,1,2. URBAN,3. AMHARA,15,06,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Beredo Metal,7. Sharp Change in Prices,,2010,10
031506010100103,2,2. URBAN,3. AMHARA,15,06,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Esate Katelo,8. Loss of Key Social Service(s),,2011,2
031506010100103,3,2. URBAN,3. AMHARA,15,06,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Wagua Nerete,7. Sharp Change in Prices,,2011,90
031506010100103,4,2. URBAN,3. AMHARA,15,06,1,1,001,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yesebel besheta,3. Crop Disease/Pests,,2010,15
031506010100103,5,2. URBAN,3. AMHARA,15,06,1,1,001,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Meseno Gedebe Sera,12. Development Project,,2011,10
031506010100103,6,2. URBAN,3. AMHARA,15,06,1,1,001,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Ashewa Mawetate,13. New Employment Oppurtunity,,2009,5
031506088800509,1,1. RURAL,3. AMHARA,15,06,8,88,005,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yayer  Nbret,2. Flood,,2010,15
031511088801109,1,1. RURAL,3. AMHARA,15,11,8,88,011,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,tebay,3. Crop Disease/Pests,,2010,50
031603088801008,1,1. RURAL,3. AMHARA,16,03,8,88,010,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,yebit enisesat beshita,4. Livestock Disease,,2010,50
031604088800605,1,1. RURAL,3. AMHARA,16,04,8,88,006,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Beakababiw Betefeter Gichit mikinyat,9. Massive Job Lay-offs,,2011,10
031605010100105,1,2. URBAN,3. AMHARA,16,05,1,1,001,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeselam Etote,9. Massive Job Lay-offs,,2010,10
031605010100105,2,2. URBAN,3. AMHARA,16,05,1,1,001,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yezenab bezate,3. Crop Disease/Pests,,2010,25
040203088800403,1,1. RURAL,4. OROMIA,02,03,8,88,004,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,07-yewaga Niret,7. Sharp Change in Prices,,2009,30
040203088800403,2,1. RURAL,4. OROMIA,02,03,8,88,004,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,15-yeadis menged ginbata,15. New Road,,2010,100
040203088800403,3,1. RURAL,4. OROMIA,02,03,8,88,004,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,13-yesira idile mefeter,13. New Employment Oppurtunity,,2010,2
040212088800506,1,1. RURAL,4. OROMIA,02,12,8,88,005,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,07-yewaga Niret,7. Sharp Change in Prices,,2009,50
040702030100113,1,2. URBAN,4. OROMIA,07,02,3,1,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Weba Werereshen,1. Drought,,2009,25
040702030100113,2,2. URBAN,4. OROMIA,07,02,3,1,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Tekemate,2. Flood,,2010,10
040702030100113,3,2. URBAN,4. OROMIA,07,02,3,1,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Telalafe Besheta,5. Human Epidemic Disease,,2011,5
040702030100113,4,2. URBAN,4. OROMIA,07,02,3,1,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Weha Welde,2. Flood,,2011,4
040702030100113,5,2. URBAN,4. OROMIA,07,02,3,1,001,13,2. EVENTS THAT MADE PEOPLE BETTER OFF,Weha Wlede,15. New Road,,2011,6
040807010100204,1,2. URBAN,4. OROMIA,08,07,1,1,002,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Bederena kuteba,13. New Employment Oppurtunity,,2010,15
040807010100204,2,2. URBAN,4. OROMIA,08,07,1,1,002,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yemenegeduche Genebata,15. New Road,,2011,35
040903088802905,1,1. RURAL,4. OROMIA,09,03,8,88,029,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Derk gorf til,1. Drought,,2010,35
040903088802905,2,1. RURAL,4. OROMIA,09,03,8,88,029,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yebet Ensisat bemeshet,19. PSNP,,2010,20
040909088802804,1,1. RURAL,4. OROMIA,09,09,8,88,028,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,dirk,1. Drought,,2010,30
041001088801403,1,1. RURAL,4. OROMIA,10,01,8,88,014,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,7(yewaga niret),7. Sharp Change in Prices,,2009,100
041001088801403,2,1. RURAL,4. OROMIA,10,01,8,88,014,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,2 (gorf),2. Flood,,2010,40
041001088801403,3,1. RURAL,4. OROMIA,10,01,8,88,014,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,11(yezinab itret),11. Other Bad (Specify),yezinab itiret,2009,40
041001088801403,4,1. RURAL,4. OROMIA,10,01,8,88,014,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,"18 ,(ye  electric agelgilot meshashal)",18. Improved Electricity,,2009,50
041001088801403,5,1. RURAL,4. OROMIA,10,01,8,88,014,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,"16 , (Adis techemary  andegna dereja school meserat)",16. New School,,2010,100
041008088801110,1,1. RURAL,4. OROMIA,10,08,8,88,011,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,dirk,1. Drought,,2010,10
041008088801110,2,1. RURAL,4. OROMIA,10,08,8,88,011,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,tserreseble beshita,3. Crop Disease/Pests,,2010,5
041008088801110,3,1. RURAL,4. OROMIA,10,08,8,88,011,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,tseresebil tebay,3. Crop Disease/Pests,,2010,10
041009010100207,1,2. URBAN,4. OROMIA,10,09,1,1,002,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,dirk,1. Drought,,2010,25
041009010100207,2,2. URBAN,4. OROMIA,10,09,1,1,002,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,btsexita guday aleeregagat,9. Massive Job Lay-offs,,2011,35
041009010100207,3,2. URBAN,4. OROMIA,10,09,1,1,002,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,kesira mefenakel,9. Massive Job Lay-offs,,2011,20
041013088801410,1,1. RURAL,4. OROMIA,10,13,8,88,014,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,"1 dirk,",1. Drought,,2010,60
041013088801410,2,1. RURAL,4. OROMIA,10,13,8,88,014,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,4 ye  bet insesat beshita,4. Livestock Disease,,2010,30
041013088801410,3,1. RURAL,4. OROMIA,10,13,8,88,014,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,7  yewaga niret,7. Sharp Change in Prices,,2009,100
041013088801410,4,1. RURAL,4. OROMIA,10,13,8,88,014,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,3 ye sebil tebay,3. Crop Disease/Pests,,2010,50
041013088801410,5,1. RURAL,4. OROMIA,10,13,8,88,014,10,2. EVENTS THAT MADE PEOPLE BETTER OFF,"19 ,yesefty net program",19. PSNP,,2009,19
041013088801410,6,1. RURAL,4. OROMIA,10,13,8,88,014,10,2. EVENTS THAT MADE PEOPLE BETTER OFF,"16 , ye andegna  derega timihrt bet  meserat",16. New School,,2010,50
041109088800302,1,1. RURAL,4. OROMIA,11,09,8,88,003,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,drout/dirk: 01,1. Drought,,2011,25
041112010100108,1,2. URBAN,4. OROMIA,11,12,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,dirk,1. Drought,,2010,58
041117088800104,1,1. RURAL,4. OROMIA,11,17,8,88,001,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,dirk,1. Drought,,2011,95
041207088800703,1,1. RURAL,4. OROMIA,12,07,8,88,007,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Dereke,1. Drought,,2009,70
041207088800703,2,1. RURAL,4. OROMIA,12,07,8,88,007,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yebate Enesesate  Besheta,4. Livestock Disease,,2010,85
041207088800703,3,1. RURAL,4. OROMIA,12,07,8,88,007,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga  Nerete,7. Sharp Change in Prices,,2009,100
041212088800904,1,1. RURAL,4. OROMIA,12,12,8,88,009,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Dereke,1. Drought,,2010,95
041212088800904,2,1. RURAL,4. OROMIA,12,12,8,88,009,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye bete enesesate besheta,4. Livestock Disease,,2010,90
041212088800904,3,1. RURAL,4. OROMIA,12,12,8,88,009,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye waga mechemere,7. Sharp Change in Prices,,2009,100
041401088802208,1,1. RURAL,4. OROMIA,14,01,8,88,022,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,"1,ye ehua chigr nitsu metet",11. Other Bad (Specify),netsu metete,2011,60
041401088802208,2,1. RURAL,4. OROMIA,14,01,8,88,022,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,"2,mahiresebu ke mesfatu yetenesa ye mengist akribot endefelegut maggnet alemechal",8. Loss of Key Social Service(s),,2011,90
041402010100102,1,2. URBAN,4. OROMIA,14,02,1,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro wudinet,7. Sharp Change in Prices,,2010,95
041407088800512,1,1. RURAL,4. OROMIA,14,07,8,88,005,12,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye reb kistet,1. Drought,,2011,20
041407088800512,2,1. RURAL,4. OROMIA,14,07,8,88,005,12,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye metet ehua chigr,1. Drought,,2011,80
041502088800405,1,1. RURAL,4. OROMIA,15,02,8,88,004,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ye beheroche gechete,11. Other Bad (Specify),ye beheroche gechete,2010,100
041502088800405,2,1. RURAL,4. OROMIA,15,02,8,88,004,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ye waga neret,7. Sharp Change in Prices,,2010,100
041506088800605,1,1. RURAL,4. OROMIA,15,06,8,88,006,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nitsu ehua chigir,11. Other Bad (Specify),nitsu metet ehua chigr,2010,80
041506088800605,2,1. RURAL,4. OROMIA,15,06,8,88,006,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye hikimna bota alemenor,8. Loss of Key Social Service(s),,2010,90
041606088800702,1,1. RURAL,4. OROMIA,16,06,8,88,007,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,yaddis ysera edel mefeter,13. New Employment Oppurtunity,,2010,50
041606088800702,2,1. RURAL,4. OROMIA,16,06,8,88,007,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,yegeberena merttoche wetettama mehone,13. New Employment Oppurtunity,,2011,75
041606088800702,3,1. RURAL,4. OROMIA,16,06,8,88,007,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,yelem,19. PSNP,,2011,0
041701088800105,1,1. RURAL,4. OROMIA,17,01,8,88,001,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,yezinaberet,1. Drought,,2011,50
041704088803702,1,1. RURAL,4. OROMIA,17,04,8,88,037,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,yezinaberet,1. Drought,,2011,50
041709088800509,1,1. RURAL,4. OROMIA,17,09,8,88,005,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,yezinaberet,1. Drought,,2011,50
041801088800702,1,1. RURAL,4. OROMIA,18,01,8,88,007,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,yeselam chigir,11. Other Bad (Specify),ye political,2010,100
041801088800702,2,1. RURAL,4. OROMIA,18,01,8,88,007,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye insisa beshita,4. Livestock Disease,,2011,30
041801088800702,3,1. RURAL,4. OROMIA,18,01,8,88,007,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,nitsuh yemetet wuha itot,5. Human Epidemic Disease,,2011,100
041801088800702,4,1. RURAL,4. OROMIA,18,01,8,88,007,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye waga niret,7. Sharp Change in Prices,,2011,100
041805088802106,1,1. RURAL,4. OROMIA,18,05,8,88,021,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yekebtoch beshita,4. Livestock Disease,,2011,50
041805088802106,2,1. RURAL,4. OROMIA,18,05,8,88,021,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,yeihil tebay,3. Crop Disease/Pests,,2010,50
042101010101005,1,2. URBAN,4. OROMIA,21,01,1,1,010,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,07,7. Sharp Change in Prices,,2011,85
042101010501435,1,2. URBAN,4. OROMIA,21,01,1,5,014,35,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorefe,2. Flood,,2009,20
042323010101103,1,2. URBAN,4. OROMIA,23,23,1,1,011,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga Gishebt,7. Sharp Change in Prices,,2011,80
042323010101103,2,2. URBAN,4. OROMIA,23,23,1,1,011,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Dirneje,15. New Road,,2011,2
043030010100345,1,2. URBAN,4. OROMIA,30,30,1,1,003,45,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye fabrica megenbat,18. Improved Electricity,,2010,20
043131010100723,1,2. URBAN,4. OROMIA,31,31,1,1,007,23,1. EVENTS THAT MADE PEOPLE WORSE OFF,yanroo mawadad,7. Sharp Change in Prices,,2011,33
043131010100723,2,2. URBAN,4. OROMIA,31,31,1,1,007,23,2. EVENTS THAT MADE PEOPLE BETTER OFF,yacblsiton mangd sira,12. Development Project,,2010,20
043535010100252,1,2. URBAN,4. OROMIA,35,35,1,1,002,52,1. EVENTS THAT MADE PEOPLE WORSE OFF,yanuro widnat,7. Sharp Change in Prices,,2011,30
043535010100252,2,2. URBAN,4. OROMIA,35,35,1,1,002,52,2. EVENTS THAT MADE PEOPLE BETTER OFF,kobli ston mangd sira,12. Development Project,,2011,20
050103088801103,1,1. RURAL,5. SOMALI,01,03,8,88,011,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,01,1. Drought,,2010,10
050109088800301,1,1. RURAL,5. SOMALI,01,09,8,88,003,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,á‹¨á‰°áˆáŒ¥áˆ® áŠ á‹°áŒ‹,1. Drought,,2010,90
050206088801407,1,1. RURAL,5. SOMALI,02,06,8,88,014,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nuro meweded,7. Sharp Change in Prices,,2010,50
050206088801407,2,1. RURAL,5. SOMALI,02,06,8,88,014,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Derk,1. Drought,,2009,25
050206088801407,3,1. RURAL,5. SOMALI,02,06,8,88,014,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,yekebtoch besheta,4. Livestock Disease,,2010,50
050212010100806,1,2. URBAN,5. SOMALI,02,12,1,1,008,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,Nuro wdent,7. Sharp Change in Prices,,2011,95
050212010100806,2,2. URBAN,5. SOMALI,02,12,1,1,008,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,Electric meqoraret,10. Power Outage(s),,2011,5
050212010101923,1,2. URBAN,5. SOMALI,02,12,1,1,019,23,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yesewoch mefenaqel,9. Massive Job Lay-offs,,2010,15
050212010101923,2,2. URBAN,5. SOMALI,02,12,1,1,019,23,1. EVENTS THAT MADE PEOPLE WORSE OFF,nuro wednet,7. Sharp Change in Prices,,2011,95
050212010102805,1,2. URBAN,5. SOMALI,02,12,1,1,028,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,yenoro wednet,7. Sharp Change in Prices,,2011,50
050212010102805,2,2. URBAN,5. SOMALI,02,12,1,1,028,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye electric meqoraret,10. Power Outage(s),,2011,25
050303088800907,1,2. URBAN,5. SOMALI,03,03,8,88,009,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yetena tabeya megenbat,14. New Health Facility,,2009,100
050310010100201,1,2. URBAN,5. SOMALI,03,10,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Derk,1. Drought,,2009,75
050310010100201,2,2. URBAN,5. SOMALI,03,10,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye kebtet  besheta,4. Livestock Disease,,2009,25
050310010100201,3,2. URBAN,5. SOMALI,03,10,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nuro  meweded,7. Sharp Change in Prices,,2010,90
050405088800906,1,2. URBAN,5. SOMALI,04,05,8,88,009,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nuro meweded,7. Sharp Change in Prices,,2009,75
050405088800906,2,2. URBAN,5. SOMALI,04,05,8,88,009,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,yenuro. meweded,7. Sharp Change in Prices,,2010,90
050405088800906,3,2. URBAN,5. SOMALI,04,05,8,88,009,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye kebt besheta,4. Livestock Disease,,2009,50
050405088800906,4,2. URBAN,5. SOMALI,04,05,8,88,009,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,yemebrat cheger,11. Other Bad (Specify),ye mebrat haylen metkem almechal (mebrat ye Margret edle balemag gnet,2010,100
050405088800906,5,2. URBAN,5. SOMALI,04,05,8,88,009,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye menged sera,15. New Road,,2009,100
050405088800906,6,2. URBAN,5. SOMALI,04,05,8,88,009,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye metet weha zergata,20. Other Good (Specify),ye weha mesmer mezergat,2009,75
050405088801501,1,2. URBAN,5. SOMALI,04,05,8,88,015,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nuro meweded,7. Sharp Change in Prices,,2009,75
050405088801501,2,2. URBAN,5. SOMALI,04,05,8,88,015,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yenuro. meweded,7. Sharp Change in Prices,,2010,90
050405088801501,3,2. URBAN,5. SOMALI,04,05,8,88,015,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye kebt besheta,4. Livestock Disease,,2009,50
050405088801501,4,2. URBAN,5. SOMALI,04,05,8,88,015,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yemebrat cheger,11. Other Bad (Specify),ye mebrat haylen metkem almechal (mebrat ye Margret edle balemag gnet,2010,100
050405088801501,5,2. URBAN,5. SOMALI,04,05,8,88,015,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye menged sera,15. New Road,,2009,100
050405088801501,6,2. URBAN,5. SOMALI,04,05,8,88,015,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye metet weha zergata,20. Other Good (Specify),ye weha mesmer mezergat,2009,75
050407010100404,1,2. URBAN,5. SOMALI,04,07,1,1,004,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye ensesat mot,4. Livestock Disease,,2010,85
