ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs3q01,cs3q02,cs3q03,cs3q04a,cs3q04a_os,cs3q04b,cs3q04c,cs3q04c_os,cs3q04d,cs3q04e,cs3q04e_os,cs3q04f,cs3q06,cs3q07,cs3q07_os,cs3q08,cs3q09,cs3q10,cs3q11,cs3q11a,cs3q11b,cs3q12a_1,cs3q12b_1,cs3q12a_2,cs3q12b_2,cs3q12a_3,cs3q12b_3
030505088800505,1. RURAL,3. AMHARA,05,05,8,88,005,05,2. More moved out,4786,1076,1. Orthodox,,1076,,,,,,,5,2. Farming,,3. Moderately Sloping,8,0,17,1. YES,10,1. Traditional,100,,,,
030512088800206,1. RURAL,3. AMHARA,05,12,8,88,002,06,2. More moved out,6823,1328,1. Orthodox,,1328,,,,,,,0,2. Farming,,3. Moderately Sloping,33,0,33,1. YES,26,1. Traditional,100,,,,
030519088801304,1. RURAL,3. AMHARA,05,19,8,88,013,04,2. More moved out,3556,535,1. Orthodox,,535,,,,,,,0,2. Farming,,3. Moderately Sloping,15,0,19,1. YES,32,1. Traditional,100,,,,
030526010100201,2. URBAN,3. AMHARA,05,26,1,1,002,01,1. More moved in,7734,2228,1. Orthodox,,2183,3. Protestant,,44,4. Muslim,,1,0,3. Planned Housing,,1. Flat,0,0,0,1. YES,2,2. Municipality,50,,,,
030602088802210,1. RURAL,3. AMHARA,06,02,8,88,022,10,2. More moved out,4610,823,1. Orthodox,,800,4. Muslim,,23,,,,0,2. Farming,,5. Both Flat & Hilly,10,0,30,1. YES,15,1. Traditional,100,,,,
030606088800202,1. RURAL,3. AMHARA,06,06,8,88,002,02,2. More moved out,10080,4080,1. Orthodox,,4000,4. Muslim,,80,,,,0,2. Farming,,5. Both Flat & Hilly,10,0,25,1. YES,5,1. Traditional,100,3. Religious,1,,
030610010100110,2. URBAN,3. AMHARA,06,10,1,1,001,10,2. More moved out,8500,1500,1. Orthodox,,1500,,,,,,,0,2. Farming,,2. Slightly Sloping,2,0,2,1. YES,1,1. Traditional,95,,,,
030610088800708,1. RURAL,3. AMHARA,06,10,8,88,007,08,2. More moved out,8451,1172,1. Orthodox,,1172,,,,,,,0,2. Farming,,5. Both Flat & Hilly,16,0,30,1. YES,10,1. Traditional,90,3. Religious,10,,
030614088801003,1. RURAL,3. AMHARA,06,14,8,88,010,03,2. More moved out,4903,1087,1. Orthodox,,1000,4. Muslim,,87,,,,0,2. Farming,,5. Both Flat & Hilly,5,0,10,1. YES,3,1. Traditional,95,3. Religious,5,,
030616010100207,2. URBAN,3. AMHARA,06,16,1,1,002,07,3. About the same of both,12000,7500,1. Orthodox,,7500,,,,,,,0,6. Shops or Trade,,2. Slightly Sloping,0,0,2,2. NO,,1. Traditional,85,,,,
030701088800919,1. RURAL,3. AMHARA,07,01,8,88,009,19,2. More moved out,25555,2418,1. Orthodox,,2383,4. Muslim,,35,,,,10,2. Farming,,1. Flat,15,0,0,1. YES,15,1. Traditional,100,,,,
030703088802911,1. RURAL,3. AMHARA,07,03,8,88,029,11,4. Neither arrivals nor departures,8042,1299,1. Orthodox,,1299,,,,,,,0,2. Farming,,4. Steeply Sloping,17,0,10,1. YES,20,1. Traditional,100,,,,
030706010100103,2. URBAN,3. AMHARA,07,06,1,1,001,03,3. About the same of both,10000,1200,1. Orthodox,,1200,,,,,,,0,3. Planned Housing,,1. Flat,5,0,2,1. YES,3,2. Municipality,95,,,,
030707088800708,1. RURAL,3. AMHARA,07,07,8,88,007,08,1. More moved in,4375,846,1. Orthodox,,846,,,,,,,0,2. Farming,,3. Moderately Sloping,10,0,10,1. YES,20,1. Traditional,100,,,,
030710088801809,1. RURAL,3. AMHARA,07,10,8,88,018,09,2. More moved out,4692,1422,1. Orthodox,,1400,3. Protestant,,22,,,,1,2. Farming,,1. Flat,2,70,20,1. YES,5,1. Traditional,90,,,,
030714010100520,2. URBAN,3. AMHARA,07,14,1,1,005,20,1. More moved in,30555,3139,1. Orthodox,,2511,3. Protestant,,470,4. Muslim,,156,0,3. Planned Housing,,1. Flat,0,0,20,1. YES,15,2. Municipality,70,1. Traditional,20,3. Religious,10
030803030100101,2. URBAN,3. AMHARA,08,03,3,1,001,01,2. More moved out,3029,2261,1. Orthodox,,2251,4. Muslim,,10,,,,10,2. Farming,,3. Moderately Sloping,25,65,10,2. NO,,1. Traditional,97,2. Municipality,1,3. Religious,2
030803088802708,1. RURAL,3. AMHARA,08,03,8,88,027,08,4. Neither arrivals nor departures,4809,3571,1. Orthodox,,3571,,,,,,,5,2. Farming,,5. Both Flat & Hilly,50,25,30,1. YES,5,1. Traditional,100,,,,
030808088800201,1. RURAL,3. AMHARA,08,08,8,88,002,01,2. More moved out,5311,1501,1. Orthodox,,0,,,,,,,0,2. Farming,,3. Moderately Sloping,17,82,7,1. YES,11,1. Traditional,100,,,,
030902088800605,1. RURAL,3. AMHARA,09,02,8,88,006,05,4. Neither arrivals nor departures,3104,644,1. Orthodox,,644,,,,,,,5,2. Farming,,5. Both Flat & Hilly,17,0,10,1. YES,1,1. Traditional,95,,,,
030906088802103,1. RURAL,3. AMHARA,09,06,8,88,021,03,1. More moved in,4301,890,1. Orthodox,,691,,,,,,,1,2. Farming,,1. Flat,25,0,2,2. NO,,1. Traditional,80,,,,
030910010100304,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. More moved in,13000,5446,1. Orthodox,,3268,4. Muslim,,2151,3. Protestant,,27,27,3. Planned Housing,,1. Flat,10,0,5,1. YES,5,1. Traditional,60,2. Municipality,25,3. Religious,15
031002088801007,1. RURAL,3. AMHARA,10,02,8,88,010,07,4. Neither arrivals nor departures,5143,1118,4. Muslim,,1110,,,,,,,5,2. Farming,,2. Slightly Sloping,25,50,25,1. YES,12,1. Traditional,75,,,,
031004088801803,1. RURAL,3. AMHARA,10,04,8,88,018,03,2. More moved out,2800,416,4. Muslim,,403,3. Protestant,,13,,,,50,1. Pasture,,3. Moderately Sloping,13,0,33,1. YES,25,3. Religious,100,,,,
031007010100107,2. URBAN,3. AMHARA,10,07,1,1,001,07,1. More moved in,5312,541,4. Muslim,,380,1. Orthodox,,141,3. Protestant,,20,1,7. Other (Specify),yetkrarbu btoche,5. Both Flat & Hilly,0,0,1,2. NO,,1. Traditional,99,,,,
031101088800314,1. RURAL,3. AMHARA,11,01,8,88,003,14,1. More moved in,10538,1325,1. Orthodox,,1315,4. Muslim,,10,,,,5,2. Farming,,5. Both Flat & Hilly,10,0,40,1. YES,10,1. Traditional,90,,,,
031101088800715,1. RURAL,3. AMHARA,11,01,8,88,007,15,3. About the same of both,5388,1219,1. Orthodox,,1219,,,,,,,2,2. Farming,,1. Flat,8,0,7,1. YES,2,1. Traditional,99,,,,
031105010500201,2. URBAN,3. AMHARA,11,05,1,5,002,01,1. More moved in,11000,1664,1. Orthodox,,1050,4. Muslim,,614,,,,1,3. Planned Housing,,1. Flat,0,0,0,1. YES,8,1. Traditional,89,3. Religious,10,2. Municipality,1
031201088800105,1. RURAL,3. AMHARA,12,01,8,88,001,05,2. More moved out,4125,750,4. Muslim,,746,1. Orthodox,,4,,,,0,2. Farming,,4. Steeply Sloping,15,47,17,1. YES,80,1. Traditional,100,,,,
031201088800502,1. RURAL,3. AMHARA,12,01,8,88,005,02,3. About the same of both,5180,850,4. Muslim,,845,1. Orthodox,,5,,,,5,2. Farming,,3. Moderately Sloping,25,0,0,2. NO,,1. Traditional,100,,,,
031301088800101,1. RURAL,3. AMHARA,13,01,8,88,001,01,4. Neither arrivals nor departures,3260,596,4. Muslim,,568,2. Catholic,,24,,,,0,2. Farming,,5. Both Flat & Hilly,17,79,4,1. YES,20,1. Traditional,5,,,,
031301088800401,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. More moved in,6049,1008,4. Muslim,,944,1. Orthodox,,51,3. Protestant,,3,0,2. Farming,,5. Both Flat & Hilly,10,80,10,1. YES,10,1. Traditional,3,,,,
031303010300223,2. URBAN,3. AMHARA,13,03,1,3,002,23,1. More moved in,18000,6000,1. Orthodox,,4000,4. Muslim,,1700,3. Protestant,,300,1,4. Squatter Settlement,,2. Slightly Sloping,0,0,0,2. NO,,2. Municipality,80,,,,
031401088800203,1. RURAL,3. AMHARA,14,01,8,88,002,03,1. More moved in,3646,711,1. Orthodox,,100,,,,,,,0,2. Farming,,3. Moderately Sloping,4,0,1,1. YES,6,1. Traditional,100,,,,
031401088800709,1. RURAL,3. AMHARA,14,01,8,88,007,09,1. More moved in,4198,646,1. Orthodox,,646,,,,,,,0,2. Farming,,1. Flat,2,0,11,1. YES,1,1. Traditional,70,,,,
031405010100309,2. URBAN,3. AMHARA,14,05,1,1,003,09,1. More moved in,5520,1380,1. Orthodox,,1104,4. Muslim,,248,3. Protestant,,2,28,3. Planned Housing,,2. Slightly Sloping,2,0,3,1. YES,5,2. Municipality,75,1. Traditional,20,3. Religious,5
031503088800107,1. RURAL,3. AMHARA,15,03,8,88,001,07,4. Neither arrivals nor departures,8315,1934,1. Orthodox,,1929,4. Muslim,,5,,,,1,2. Farming,,2. Slightly Sloping,20,0,5,1. YES,2,1. Traditional,100,,,,
031506010100103,2. URBAN,3. AMHARA,15,06,1,1,001,03,1. More moved in,20500,7000,1. Orthodox,,4550,4. Muslim,,2450,,,,1,4. Squatter Settlement,,2. Slightly Sloping,5,0,10,1. YES,5,1. Traditional,90,3. Religious,8,2. Municipality,2
031506088800509,1. RURAL,3. AMHARA,15,06,8,88,005,09,3. About the same of both,6505,1523,1. Orthodox,,1517,4. Muslim,,6,,,,0,2. Farming,,2. Slightly Sloping,40,0,10,1. YES,5,1. Traditional,100,,,,
031511088801109,1. RURAL,3. AMHARA,15,11,8,88,011,09,2. More moved out,3896,974,1. Orthodox,,974,,,,,,,0,2. Farming,,1. Flat,5,0,12,1. YES,6,1. Traditional,100,,,,
031603088801008,1. RURAL,3. AMHARA,16,03,8,88,010,08,1. More moved in,4560,912,1. Orthodox,,712,4. Muslim,,200,,,,1,2. Farming,,1. Flat,25,0,10,2. NO,,1. Traditional,100,,,,
031604088800605,1. RURAL,3. AMHARA,16,04,8,88,006,05,1. More moved in,9500,1500,1. Orthodox,,1480,4. Muslim,,20,,,,0,2. Farming,,3. Moderately Sloping,25,0,10,2. NO,,1. Traditional,100,,,,
031605010100105,2. URBAN,3. AMHARA,16,05,1,1,001,05,1. More moved in,13300,4600,1. Orthodox,,4170,4. Muslim,,430,,,,3,2. Farming,,1. Flat,3,65,5,1. YES,5,1. Traditional,90,2. Municipality,7,3. Religious,3
040116010100105,2. URBAN,4. OROMIA,01,16,1,1,001,05,3. About the same of both,23082,6900,4. Muslim,,4500,1. Orthodox,,1300,3. Protestant,,1100,2,6. Shops or Trade,,1. Flat,3,2,1,2. NO,,3. Religious,60,,,,
040203088800403,1. RURAL,4. OROMIA,02,03,8,88,004,03,4. Neither arrivals nor departures,4565,944,1. Orthodox,,530,3. Protestant,,334,4. Muslim,,80,2,2. Farming,,5. Both Flat & Hilly,20,0,25,1. YES,3,1. Traditional,70,3. Religious,28,2. Municipality,2
040212088800506,1. RURAL,4. OROMIA,02,12,8,88,005,06,4. Neither arrivals nor departures,4484,840,3. Protestant,,546,1. Orthodox,,294,,,,2,2. Farming,,5. Both Flat & Hilly,20,0,30,1. YES,4,1. Traditional,70,3. Religious,30,,
040302010100105,2. URBAN,4. OROMIA,03,02,1,1,001,05,1. More moved in,18960,9105,3. Protestant,,5463,1. Orthodox,,2732,4. Muslim,,910,1,3. Planned Housing,,2. Slightly Sloping,1,0,2,2. NO,,3. Religious,50,,,,
040302088801201,1. RURAL,4. OROMIA,03,02,8,88,012,01,4. Neither arrivals nor departures,2490,375,3. Protestant,,357,1. Orthodox,,11,4. Muslim,,7,0,2. Farming,,2. Slightly Sloping,5,0,3,2. NO,,3. Religious,70,,,,
040310088800903,1. RURAL,4. OROMIA,03,10,8,88,009,03,4. Neither arrivals nor departures,3200,460,3. Protestant,,322,1. Orthodox,,92,4. Muslim,,46,10,2. Farming,,1. Flat,5,80,5,2. NO,,1. Traditional,75,,,,
040403088803808,1. RURAL,4. OROMIA,04,03,8,88,038,08,4. Neither arrivals nor departures,2850,432,4. Muslim,,302,1. Orthodox,,130,,,,50,2. Farming,,5. Both Flat & Hilly,15,70,15,2. NO,,1. Traditional,50,3. Religious,50,,
040409088801903,1. RURAL,4. OROMIA,04,09,8,88,019,03,4. Neither arrivals nor departures,3000,300,4. Muslim,,300,,,,,,,2,2. Farming,,2. Slightly Sloping,60,0,10,2. NO,,3. Religious,70,,,,
040416088800808,1. RURAL,4. OROMIA,04,16,8,88,008,08,4. Neither arrivals nor departures,1389,600,4. Muslim,,99,3. Protestant,,1,,,,2,2. Farming,,2. Slightly Sloping,10,0,10,2. NO,,3. Religious,80,,,,
040417010100207,2. URBAN,4. OROMIA,04,17,1,1,002,07,4. Neither arrivals nor departures,6500,1500,1. Orthodox,,600,4. Muslim,,600,3. Protestant,,300,0,6. Shops or Trade,,2. Slightly Sloping,0,0,0,2. NO,,2. Municipality,60,,,,
040502088800607,1. RURAL,4. OROMIA,05,02,8,88,006,07,4. Neither arrivals nor departures,4000,800,3. Protestant,,200,1. Orthodox,,150,5. Traditional,,350,2,2. Farming,,3. Moderately Sloping,3,0,4,1. YES,3,1. Traditional,95,,,,
040511088800604,1. RURAL,4. OROMIA,05,11,8,88,006,04,4. Neither arrivals nor departures,3012,412,1. Orthodox,,268,5. Traditional,,100,3. Protestant,,44,1,2. Farming,,3. Moderately Sloping,0,0,6,2. NO,,1. Traditional,97,,,,
040521020100101,2. URBAN,4. OROMIA,05,21,2,1,001,01,2. More moved out,8000,1000,3. Protestant,,700,1. Orthodox,,300,,,,0,2. Farming,,1. Flat,0,0,0,1. YES,4,1. Traditional,60,3. Religious,40,,
040601088802404,1. RURAL,4. OROMIA,06,01,8,88,024,04,2. More moved out,8353,1400,1. Orthodox,,1200,3. Protestant,,120,4. Muslim,,80,2,2. Farming,,5. Both Flat & Hilly,15,0,1,1. YES,11,1. Traditional,100,,,,
040606088801505,1. RURAL,4. OROMIA,06,06,8,88,015,05,2. More moved out,2449,612,1. Orthodox,,612,,,,,,,0,2. Farming,,1. Flat,0,0,1,2. NO,,1. Traditional,98,,,,
040702030100113,2. URBAN,4. OROMIA,07,02,3,1,001,13,2. More moved out,10000,3500,1. Orthodox,,2500,3. Protestant,,300,4. Muslim,,200,2,4. Squatter Settlement,,1. Flat,0,0,0,1. YES,4,1. Traditional,75,,,,
040807010100204,2. URBAN,4. OROMIA,08,07,1,1,002,04,2. More moved out,14818,560,1. Orthodox,,260,4. Muslim,,200,3. Protestant,,100,2,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,75,,,,
040903010100103,2. URBAN,4. OROMIA,09,03,1,1,001,03,1. More moved in,8558,1783,4. Muslim,,980,1. Orthodox,,624,3. Protestant,,179,5,3. Planned Housing,,2. Slightly Sloping,0,0,0,2. NO,,1. Traditional,85,2. Municipality,2,3. Religious,18
040903088802905,1. RURAL,4. OROMIA,09,03,8,88,029,05,3. About the same of both,5389,1123,4. Muslim,,842,1. Orthodox,,281,,,,1,2. Farming,,3. Moderately Sloping,53,0,28,1. YES,15,1. Traditional,90,3. Religious,10,,
040909088802804,1. RURAL,4. OROMIA,09,09,8,88,028,04,2. More moved out,3084,663,4. Muslim,,525,7. Wakefeta,,133,,,,2,2. Farming,,1. Flat,5,0,1,1. YES,150,1. Traditional,90,3. Religious,10,,
040913088802102,1. RURAL,4. OROMIA,09,13,8,88,021,02,2. More moved out,5504,1285,4. Muslim,,1157,1. Orthodox,,128,,,,1,2. Farming,,3. Moderately Sloping,25,0,20,1. YES,20,1. Traditional,93,3. Religious,7,,
041001088801403,1. RURAL,4. OROMIA,10,01,8,88,014,03,2. More moved out,6246,1280,4. Muslim,,1280,,,,,,,2,2. Farming,,2. Slightly Sloping,1,0,0,2. NO,,3. Religious,100,,,,
041008088801110,1. RURAL,4. OROMIA,10,08,8,88,011,10,2. More moved out,9429,2087,4. Muslim,,2070,1. Orthodox,,17,,,,4,2. Farming,,1. Flat,5,0,2,1. YES,2,1. Traditional,70,3. Religious,30,,
041009010100207,2. URBAN,4. OROMIA,10,09,1,1,002,07,1. More moved in,11288,1347,4. Muslim,,808,1. Orthodox,,404,3. Protestant,,135,2,3. Planned Housing,,1. Flat,0,0,0,1. YES,10,1. Traditional,85,3. Religious,10,2. Municipality,5
041013088801410,1. RURAL,4. OROMIA,10,13,8,88,014,10,2. More moved out,5886,1185,4. Muslim,,1180,1. Orthodox,,5,,,,25,2. Farming,,4. Steeply Sloping,3,97,0,1. YES,5,3. Religious,95,,,,
041109088800302,1. RURAL,4. OROMIA,11,09,8,88,003,02,2. More moved out,40000,3000,4. Muslim,,2300,1. Orthodox,,675,3. Protestant,,25,33,2. Farming,,1. Flat,0,0,1,2. NO,,1. Traditional,96,,,,
041112010100108,2. URBAN,4. OROMIA,11,12,1,1,001,08,1. More moved in,25000,2900,4. Muslim,,1600,1. Orthodox,,1000,3. Protestant,,300,10,3. Planned Housing,,2. Slightly Sloping,4,0,3,2. NO,,2. Municipality,25,3. Religious,15,,
041117088800104,1. RURAL,4. OROMIA,11,17,8,88,001,04,2. More moved out,3600,580,4. Muslim,,580,,,,,,,20,1. Pasture,,1. Flat,60,0,25,2. NO,,1. Traditional,100,,,,
041207088800703,1. RURAL,4. OROMIA,12,07,8,88,007,03,4. Neither arrivals nor departures,4000,500,3. Protestant,,250,7. Wakefeta,,150,1. Orthodox,,100,0,1. Pasture,,5. Both Flat & Hilly,50,35,15,2. NO,,1. Traditional,100,,,,
041212088800904,1. RURAL,4. OROMIA,12,12,8,88,009,04,1. More moved in,4160,520,7. Wakefeta,,350,3. Protestant,,100,4. Muslim,,70,2,2. Farming,,2. Slightly Sloping,20,70,10,2. NO,,1. Traditional,100,,,,
041303088803505,1. RURAL,4. OROMIA,13,03,8,88,035,05,2. More moved out,1300,950,4. Muslim,,700,1. Orthodox,,250,,,,25,1. Pasture,,2. Slightly Sloping,25,0,25,1. YES,5,1. Traditional,75,3. Religious,25,,
041310088801505,1. RURAL,4. OROMIA,13,10,8,88,015,05,2. More moved out,1060,670,1. Orthodox,,500,7. Wakefeta,,170,,,,5,2. Farming,,2. Slightly Sloping,15,0,10,1. YES,2,1. Traditional,100,,,,
041401088802208,1. RURAL,4. OROMIA,14,01,8,88,022,08,4. Neither arrivals nor departures,14900,7900,3. Protestant,,7850,4. Muslim,,50,,,,60,2. Farming,,5. Both Flat & Hilly,30,50,40,1. YES,50,1. Traditional,95,,,,
041402010100102,2. URBAN,4. OROMIA,14,02,1,1,001,02,1. More moved in,10418,626,1. Orthodox,,426,3. Protestant,,150,4. Muslim,,50,10,4. Squatter Settlement,,2. Slightly Sloping,5,10,10,1. YES,4,1. Traditional,70,,,,
041407088800512,1. RURAL,4. OROMIA,14,07,8,88,005,12,2. More moved out,5604,702,4. Muslim,,702,,,,,,,75,2. Farming,,1. Flat,50,50,20,1. YES,30,1. Traditional,75,,,,
041502088800405,1. RURAL,4. OROMIA,15,02,8,88,004,05,2. More moved out,6530,1350,3. Protestant,,1350,,,,,,,2,2. Farming,,2. Slightly Sloping,0,0,5,2. NO,,3. Religious,60,1. Traditional,40,,
041506088800605,1. RURAL,4. OROMIA,15,06,8,88,006,05,1. More moved in,3150,630,3. Protestant,,560,2. Catholic,,69,4. Muslim,,1,25,2. Farming,,5. Both Flat & Hilly,10,95,5,2. NO,,1. Traditional,50,3. Religious,50,,
041602020100103,2. URBAN,4. OROMIA,16,02,2,1,001,03,2. More moved out,6000,500,1. Orthodox,,400,3. Protestant,,80,7. Wakefeta,,20,0,2. Farming,,2. Slightly Sloping,10,0,15,1. YES,6,1. Traditional,70,3. Religious,25,2. Municipality,5
041602088800902,1. RURAL,4. OROMIA,16,02,8,88,009,02,2. More moved out,8029,1673,1. Orthodox,,1589,3. Protestant,,50,5. Traditional,,34,5,2. Farming,,2. Slightly Sloping,4,0,13,2. NO,,1. Traditional,100,,,,
041606088800702,1. RURAL,4. OROMIA,16,06,8,88,007,02,4. Neither arrivals nor departures,1886,353,1. Orthodox,,353,,,,,,,10,2. Farming,,1. Flat,5,0,0,1. YES,5,1. Traditional,90,,,,
041701088800105,1. RURAL,4. OROMIA,17,01,8,88,001,05,1. More moved in,21500,1200,4. Muslim,,450,3. Protestant,,400,1. Orthodox,,350,50,2. Farming,,2. Slightly Sloping,33,0,33,2. NO,,1. Traditional,100,,,,
041704088803702,1. RURAL,4. OROMIA,17,04,8,88,037,02,1. More moved in,21500,1200,4. Muslim,,450,3. Protestant,,400,1. Orthodox,,350,50,2. Farming,,2. Slightly Sloping,33,0,33,2. NO,,1. Traditional,100,,,,
041709088800509,1. RURAL,4. OROMIA,17,09,8,88,005,09,1. More moved in,21500,1200,4. Muslim,,450,3. Protestant,,400,1. Orthodox,,350,50,2. Farming,,2. Slightly Sloping,33,0,33,2. NO,,1. Traditional,100,,,,
041801088800702,1. RURAL,4. OROMIA,18,01,8,88,007,02,1. More moved in,1754,265,4. Muslim,,225,1. Orthodox,,40,,,,25,2. Farming,,1. Flat,5,0,1,1. YES,15,3. Religious,100,,,,
041803010100206,2. URBAN,4. OROMIA,18,03,1,1,002,06,3. About the same of both,13890,1532,3. Protestant,,1000,1. Orthodox,,300,4. Muslim,,232,2,6. Shops or Trade,,1. Flat,2,5,2,1. YES,15,3. Religious,95,,,,
041805088802106,1. RURAL,4. OROMIA,18,05,8,88,021,06,2. More moved out,5700,920,1. Orthodox,,443,3. Protestant,,300,4. Muslim,,100,4,2. Farming,,1. Flat,1,4,6,1. YES,1,1. Traditional,80,,,,
041907088801302,1. RURAL,4. OROMIA,19,07,8,88,013,02,4. Neither arrivals nor departures,2336,365,3. Protestant,,60,1. Orthodox,,35,5. Traditional,,5,10,2. Farming,,1. Flat,15,75,10,1. YES,10,1. Traditional,100,,,,
041911088801308,1. RURAL,4. OROMIA,19,11,8,88,013,08,4. Neither arrivals nor departures,3425,895,3. Protestant,,420,1. Orthodox,,355,4. Muslim,,120,5,2. Farming,,1. Flat,20,75,5,2. NO,,1. Traditional,100,,,,
042002088802503,1. RURAL,4. OROMIA,20,02,8,88,025,03,1. More moved in,1502,284,3. Protestant,,199,1. Orthodox,,57,4. Muslim,,28,2,2. Farming,,1. Flat,5,0,40,2. NO,,1. Traditional,70,,,,
042007088801902,1. RURAL,4. OROMIA,20,07,8,88,019,02,4. Neither arrivals nor departures,6500,650,4. Muslim,,648,1. Orthodox,,2,,,,5,2. Farming,,2. Slightly Sloping,30,0,15,1. YES,1,3. Religious,95,,,,
042101010101005,2. URBAN,4. OROMIA,21,01,1,1,010,05,1. More moved in,30000,10037,4. Muslim,,4500,1. Orthodox,,3500,3. Protestant,,2000,5,6. Shops or Trade,,1. Flat,0,0,0,2. NO,,2. Municipality,75,,,,
042101010501435,2. URBAN,4. OROMIA,21,01,1,5,014,35,1. More moved in,35000,10000,1. Orthodox,,4000,5. Traditional,,3500,3. Protestant,,2500,2,3. Planned Housing,,1. Flat,1,0,1,2. NO,,2. Municipality,60,,,,
042323010101103,2. URBAN,4. OROMIA,23,23,1,1,011,03,1. More moved in,9532,2818,1. Orthodox,,1500,3. Protestant,,1000,4. Muslim,,70,1,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,70,,,,
042424010100685,2. URBAN,4. OROMIA,24,24,1,1,006,85,1. More moved in,45000,15000,1. Orthodox,,8000,4. Muslim,,5000,3. Protestant,,2000,3,3. Planned Housing,,2. Slightly Sloping,10,30,0,1. YES,5,1. Traditional,80,3. Religious,15,2. Municipality,5
042828010100624,2. URBAN,4. OROMIA,28,28,1,1,006,24,1. More moved in,15883,1647,1. Orthodox,,1000,4. Muslim,,400,3. Protestant,,247,1,6. Shops or Trade,,2. Slightly Sloping,2,1,2,2. NO,,3. Religious,50,,,,
043030010100345,2. URBAN,4. OROMIA,30,30,1,1,003,45,1. More moved in,45000,15000,1. Orthodox,,8000,4. Muslim,,5000,3. Protestant,,1200,1,3. Planned Housing,,3. Moderately Sloping,15,0,2,2. NO,,1. Traditional,60,3. Religious,30,,
043131010100723,2. URBAN,4. OROMIA,31,31,1,1,007,23,1. More moved in,25250,16147,4. Muslim,,8000,1. Orthodox,,4147,3. Protestant,,4000,10,6. Shops or Trade,,1. Flat,0,0,0,2. NO,,3. Religious,70,,,,
043535010100252,2. URBAN,4. OROMIA,35,35,1,1,002,52,1. More moved in,35226,12000,3. Protestant,,7000,4. Muslim,,4000,1. Orthodox,,1000,2,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,70,,,,
050102010100102,2. URBAN,5. SOMALI,01,02,1,1,001,02,2. More moved out,7000,3500,4. Muslim,,100,1. Orthodox,,100,3. Protestant,,70,20,1. Pasture,,2. Slightly Sloping,50,10,30,1. YES,10,1. Traditional,100,,,,
050103088801103,1. RURAL,5. SOMALI,01,03,8,88,011,03,4. Neither arrivals nor departures,4000,780,4. Muslim,,780,,,,,,,0,1. Pasture,,1. Flat,65,30,5,2. NO,,1. Traditional,100,,,,
050109088800301,1. RURAL,5. SOMALI,01,09,8,88,003,01,2. More moved out,2700,600,4. Muslim,,600,,,,,,,10,1. Pasture,,1. Flat,80,0,0,2. NO,,1. Traditional,100,3. Religious,100,,
050202088801303,1. RURAL,5. SOMALI,02,02,8,88,013,03,3. About the same of both,4250,850,4. Muslim,,850,,,,,,,25,2. Farming,,1. Flat,15,5,5,2. NO,,3. Religious,100,,,,
050205030100101,2. URBAN,5. SOMALI,02,05,3,1,001,01,4. Neither arrivals nor departures,9000,1500,4. Muslim,,0,,,,,,,5,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,100,,,,
050205088802405,1. RURAL,5. SOMALI,02,05,8,88,024,05,4. Neither arrivals nor departures,2800,460,4. Muslim,,460,,,,,,,10,2. Farming,,1. Flat,0,90,0,2. NO,,3. Religious,100,,,,
050206088801407,1. RURAL,5. SOMALI,02,06,8,88,014,07,3. About the same of both,2920,730,4. Muslim,,730,,,,,,,25,2. Farming,,1. Flat,10,0,0,1. YES,30,1. Traditional,100,,,,
050207088800806,1. RURAL,5. SOMALI,02,07,8,88,008,06,4. Neither arrivals nor departures,2010,380,4. Muslim,,380,,,,,,,25,1. Pasture,,1. Flat,100,0,10,2. NO,,1. Traditional,100,,,,
050212010100806,2. URBAN,5. SOMALI,02,12,1,1,008,06,1. More moved in,38817,4480,4. Muslim,,4150,1. Orthodox,,330,,,,5,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,96,,,,
050212010101601,2. URBAN,5. SOMALI,02,12,1,1,016,01,1. More moved in,35000,7000,4. Muslim,,6500,1. Orthodox,,500,,,,30,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,80,,,,
050212010101923,2. URBAN,5. SOMALI,02,12,1,1,019,23,1. More moved in,21550,11780,4. Muslim,,6100,1. Orthodox,,5680,,,,3,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,90,,,,
050212010102805,2. URBAN,5. SOMALI,02,12,1,1,028,05,1. More moved in,8150,1495,4. Muslim,,1200,1. Orthodox,,295,,,,2,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,90,,,,
050213088801502,1. RURAL,5. SOMALI,02,13,8,88,015,02,3. About the same of both,3000,600,4. Muslim,,600,,,,,,,20,2. Farming,,2. Slightly Sloping,20,0,0,1. YES,5,3. Religious,100,,,,
050301088800706,2. URBAN,5. SOMALI,03,01,8,88,007,06,4. Neither arrivals nor departures,5000,1050,4. Muslim,,1050,,,,,,,5,4. Squatter Settlement,,1. Flat,10,15,75,2. NO,,1. Traditional,100,,,,
