ea_id,cs8q00,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs8q01,cs8q02,cs8q03,cs8q00_os,cs8q04,cs8q05a,cs8q05b,cs8q05c,cs8q05d,cs8q05e,cs8q05f,cs8q05g,cs8q05h,cs8q06,cs8q07,cs8q08,cs8q09,cs8q10,cs8q10_os,cs8q11a,cs8q11b,cs8q11c,cs8q11d,cs8q11d_os
030906088802103,11. Other (Specify),1. RURAL,3. AMHARA,09,06,8,88,021,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
030910010100304,1. Road/Bridge,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
030910010100304,2. Primary School,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
030910010100304,3. Secondary School,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
030910010100304,4. Health Center/Clinic/Post,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
030910010100304,5. Piped Water/Boreholes/Wells,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
030910010100304,6. Natural Resource Conservation,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
030910010100304,7. Grain Mill,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
030910010100304,8. Public Transportation,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
030910010100304,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
030910010100304,10. Law Enforcement,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
030910010100304,11. Other (Specify),2. URBAN,3. AMHARA,09,10,1,1,003,04,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,1. Road/Bridge,1. RURAL,3. AMHARA,10,02,8,88,010,07,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031002088801007,2. Primary School,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,3. Secondary School,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,4. Health Center/Clinic/Post,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,5. Piped Water/Boreholes/Wells,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,6. Natural Resource Conservation,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,7. Grain Mill,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,8. Public Transportation,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,10. Law Enforcement,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031002088801007,11. Other (Specify),1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031004088801803,1. Road/Bridge,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
031004088801803,2. Primary School,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
031004088801803,3. Secondary School,1. RURAL,3. AMHARA,10,04,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031004088801803,4. Health Center/Clinic/Post,1. RURAL,3. AMHARA,10,04,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031004088801803,5. Piped Water/Boreholes/Wells,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
031004088801803,6. Natural Resource Conservation,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,2. NO,2. NO,2. NO,
031004088801803,7. Grain Mill,1. RURAL,3. AMHARA,10,04,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031004088801803,8. Public Transportation,1. RURAL,3. AMHARA,10,04,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031004088801803,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
031004088801803,10. Law Enforcement,1. RURAL,3. AMHARA,10,04,8,88,018,03,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
031004088801803,11. Other (Specify),1. RURAL,3. AMHARA,10,04,8,88,018,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,1. Road/Bridge,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,2. Primary School,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,3. Secondary School,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,4. Health Center/Clinic/Post,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,5. Piped Water/Boreholes/Wells,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,6. Natural Resource Conservation,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,7. Grain Mill,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,8. Public Transportation,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031007010100107,10. Law Enforcement,2. URBAN,3. AMHARA,10,07,1,1,001,07,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,1. YES,2. NO,
031007010100107,11. Other (Specify),2. URBAN,3. AMHARA,10,07,1,1,001,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031101088800314,1. Road/Bridge,1. RURAL,3. AMHARA,11,01,8,88,003,14,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031101088800314,2. Primary School,1. RURAL,3. AMHARA,11,01,8,88,003,14,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,3000000,6000,1. Voluntary,,1. YES,1. YES,2. NO,2. NO,
031101088800314,3. Secondary School,1. RURAL,3. AMHARA,11,01,8,88,003,14,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031101088800314,4. Health Center/Clinic/Post,1. RURAL,3. AMHARA,11,01,8,88,003,14,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031101088800314,5. Piped Water/Boreholes/Wells,1. RURAL,3. AMHARA,11,01,8,88,003,14,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031101088800314,6. Natural Resource Conservation,1. RURAL,3. AMHARA,11,01,8,88,003,14,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
031101088800314,7. Grain Mill,1. RURAL,3. AMHARA,11,01,8,88,003,14,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031101088800314,8. Public Transportation,1. RURAL,3. AMHARA,11,01,8,88,003,14,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031101088800314,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,3. AMHARA,11,01,8,88,003,14,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031101088800314,10. Law Enforcement,1. RURAL,3. AMHARA,11,01,8,88,003,14,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
031101088800314,11. Other (Specify),1. RURAL,3. AMHARA,11,01,8,88,003,14,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031101088800715,1. Road/Bridge,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,50000,50000,1. Voluntary,,1. YES,1. YES,2. NO,2. NO,
031101088800715,2. Primary School,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,60000,0,3. Other (Specify),Altewatam,1. YES,1. YES,2. NO,2. NO,
031101088800715,3. Secondary School,1. RURAL,3. AMHARA,11,01,8,88,007,15,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031101088800715,4. Health Center/Clinic/Post,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
031101088800715,5. Piped Water/Boreholes/Wells,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
031101088800715,6. Natural Resource Conservation,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,1. YES,1. YES,,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,30000,30000,1. Voluntary,,2. NO,1. YES,2. NO,2. NO,
031101088800715,7. Grain Mill,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031101088800715,8. Public Transportation,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031101088800715,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
031101088800715,10. Law Enforcement,1. RURAL,3. AMHARA,11,01,8,88,007,15,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,0,,,,1. YES,1. YES,2. NO,2. NO,
031101088800715,11. Other (Specify),1. RURAL,3. AMHARA,11,01,8,88,007,15,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031105010500201,1. Road/Bridge,2. URBAN,3. AMHARA,11,05,1,5,002,01,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,5. Not Addressed; Attempts Failed,,,,,,,,,
031105010500201,2. Primary School,2. URBAN,3. AMHARA,11,05,1,5,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031105010500201,3. Secondary School,2. URBAN,3. AMHARA,11,05,1,5,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031105010500201,4. Health Center/Clinic/Post,2. URBAN,3. AMHARA,11,05,1,5,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031105010500201,5. Piped Water/Boreholes/Wells,2. URBAN,3. AMHARA,11,05,1,5,002,01,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,60000,60000,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
031105010500201,6. Natural Resource Conservation,2. URBAN,3. AMHARA,11,05,1,5,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031105010500201,7. Grain Mill,2. URBAN,3. AMHARA,11,05,1,5,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031105010500201,8. Public Transportation,2. URBAN,3. AMHARA,11,05,1,5,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031105010500201,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,3. AMHARA,11,05,1,5,002,01,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,10000,10000,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
031105010500201,10. Law Enforcement,2. URBAN,3. AMHARA,11,05,1,5,002,01,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,120000,120000,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
031105010500201,11. Other (Specify),2. URBAN,3. AMHARA,11,05,1,5,002,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800105,1. Road/Bridge,1. RURAL,3. AMHARA,12,01,8,88,001,05,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031201088800105,2. Primary School,1. RURAL,3. AMHARA,12,01,8,88,001,05,2. NO,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031201088800105,3. Secondary School,1. RURAL,3. AMHARA,12,01,8,88,001,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800105,4. Health Center/Clinic/Post,1. RURAL,3. AMHARA,12,01,8,88,001,05,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031201088800105,5. Piped Water/Boreholes/Wells,1. RURAL,3. AMHARA,12,01,8,88,001,05,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031201088800105,6. Natural Resource Conservation,1. RURAL,3. AMHARA,12,01,8,88,001,05,1. YES,2. NO,1. YES,,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,72000,8000,1. Voluntary,,2. NO,1. YES,1. YES,2. NO,
031201088800105,7. Grain Mill,1. RURAL,3. AMHARA,12,01,8,88,001,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800105,8. Public Transportation,1. RURAL,3. AMHARA,12,01,8,88,001,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800105,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,3. AMHARA,12,01,8,88,001,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800105,10. Law Enforcement,1. RURAL,3. AMHARA,12,01,8,88,001,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800105,11. Other (Specify),1. RURAL,3. AMHARA,12,01,8,88,001,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800502,1. Road/Bridge,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,90063823,0,3. Other (Specify),birr altewatam,1. YES,2. NO,2. NO,2. NO,
031201088800502,2. Primary School,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
031201088800502,3. Secondary School,1. RURAL,3. AMHARA,12,01,8,88,005,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800502,4. Health Center/Clinic/Post,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,1058750,0,3. Other (Specify),bemngste yetser new,2. NO,2. NO,2. NO,2. NO,
031201088800502,5. Piped Water/Boreholes/Wells,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
031201088800502,6. Natural Resource Conservation,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,4. Not Addressed; Response Negative,,,,,,,,,
031201088800502,7. Grain Mill,1. RURAL,3. AMHARA,12,01,8,88,005,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800502,8. Public Transportation,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031201088800502,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,3. AMHARA,12,01,8,88,005,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031201088800502,10. Law Enforcement,1. RURAL,3. AMHARA,12,01,8,88,005,02,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031201088800502,11. Other (Specify),1. RURAL,3. AMHARA,12,01,8,88,005,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031301088800101,1. Road/Bridge,1. RURAL,3. AMHARA,13,01,8,88,001,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031301088800101,2. Primary School,1. RURAL,3. AMHARA,13,01,8,88,001,01,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,123000,50000,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
031301088800101,3. Secondary School,1. RURAL,3. AMHARA,13,01,8,88,001,01,2. NO,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,2. To Be Addressed; Response Positive,2500000,690000,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
031301088800101,4. Health Center/Clinic/Post,1. RURAL,3. AMHARA,13,01,8,88,001,01,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031301088800101,5. Piped Water/Boreholes/Wells,1. RURAL,3. AMHARA,13,01,8,88,001,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031301088800101,6. Natural Resource Conservation,1. RURAL,3. AMHARA,13,01,8,88,001,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. Addressed/Being Addressed,250000,0,1. Voluntary,,1. YES,2. NO,1. YES,2. NO,
031301088800101,7. Grain Mill,1. RURAL,3. AMHARA,13,01,8,88,001,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031301088800101,8. Public Transportation,1. RURAL,3. AMHARA,13,01,8,88,001,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031301088800101,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,3. AMHARA,13,01,8,88,001,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,2. NO,2. NO,2. NO,
031301088800101,10. Law Enforcement,1. RURAL,3. AMHARA,13,01,8,88,001,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
031301088800101,11. Other (Specify),1. RURAL,3. AMHARA,13,01,8,88,001,01,1. YES,1. YES,1. YES,Zone,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,2. NO,2. NO,2. NO,
031301088800401,1. Road/Bridge,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,6500,500,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
031301088800401,2. Primary School,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,52000,20000,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
031301088800401,3. Secondary School,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031301088800401,4. Health Center/Clinic/Post,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031301088800401,5. Piped Water/Boreholes/Wells,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
031301088800401,6. Natural Resource Conservation,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,50200,500,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
031301088800401,7. Grain Mill,1. RURAL,3. AMHARA,13,01,8,88,004,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031301088800401,8. Public Transportation,1. RURAL,3. AMHARA,13,01,8,88,004,01,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031301088800401,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
031301088800401,10. Law Enforcement,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
031301088800401,11. Other (Specify),1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,Yelam,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,152850,5000,1. Voluntary,,1. YES,1. YES,1. YES,1. YES,Yelem
031303010300223,1. Road/Bridge,2. URBAN,3. AMHARA,13,03,1,3,002,23,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031303010300223,2. Primary School,2. URBAN,3. AMHARA,13,03,1,3,002,23,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031303010300223,3. Secondary School,2. URBAN,3. AMHARA,13,03,1,3,002,23,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031303010300223,4. Health Center/Clinic/Post,2. URBAN,3. AMHARA,13,03,1,3,002,23,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031303010300223,5. Piped Water/Boreholes/Wells,2. URBAN,3. AMHARA,13,03,1,3,002,23,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
031303010300223,6. Natural Resource Conservation,2. URBAN,3. AMHARA,13,03,1,3,002,23,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
