ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs4q01,cs4q02,cs4q03,cs4q04__0,cs4q04__1,cs4q04__2,cs4q04__3,cs4q04__4,cs4q04__5,cs4q04__6,cs4q04__7,cs4q04__8,cs4q04__9,cs4q04__10,cs4q04__11,cs4q04__12,cs4q04__13,cs4q05__0,cs4q05__1,cs4q05__2,cs4q05__3,cs4q05__4,cs4q05__5,cs4q05__6,cs4q05__7,cs4q05__8,cs4q05__9,cs4q05__10,cs4q05__11,cs4q05__12,cs4q05__13,cs4q06,cs4q07a,cs4q07b,cs4q08,cs4q09,cs4q10,cs4q11,cs4q12a,cs4q12b,cs4q13,cs4q14,cs4q15,cs4q16,cs4q17,cs4q18,cs4q19,cs4q20,cs4q21,cs4q22,cs4q23,cs4q24,cs4q25,cs4q26,cs4q27,cs4q28,cs4q29,cs4q30,cs4q31,cs4q32,cs4q32_os,cs4q33,cs4q34,cs4q35,cs4q36,cs4q37,cs4q38,cs4q39,cs4q40,cs4q41,cs4q42a,cs4q42b,cs4q42c,cs4q42d,cs4q42e,cs4q42f,cs4q42f_os,cs4q43,cs4q44,cs4q45,cs4q46,cs4q47,cs4q48,cs4q49,cs4q50,cs4q51,cs4q52,cs4q53,cs4q54,cs4q55,cs4q56,cs4q57,cs4q58,cs4q59a,cs4q59b,cs4q60,cs4q61
030303088800803,1. RURAL,3. AMHARA,03,03,8,88,008,03,4. Dirt Track,45,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,15,15,3. Day,2. NO,15,0,2. NO,Weledaya,70,50,2. NO,16,7,0,0,2. NO,2. NO,15,1. YES,0,0,0,0,2. NO,15,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,15,1. Government,2. NO,,2. NO,,,,,,,,2. NO,15,2. NO,15,1. YES,3000,10000,2. NO,15,2. NO,15,2. NO,70,2. NO,210,1. YES,492,360,50,6
030307088802601,1. RURAL,3. AMHARA,03,07,8,88,026,01,3. Dirt Raod (Maintained),22,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,22,100,3. Day,2. NO,22,25,2. NO,Weledaya,22,25,2. NO,22,9,0,0,2. NO,2. NO,22,1. YES,0,0,0,0,2. NO,22,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,22,1. Government,2. NO,,2. NO,,,,,,,,2. NO,22,2. NO,22,1. YES,300,30000,2. NO,22,2. NO,22,2. NO,22,2. NO,140,1. YES,526,187,150,15
030309010100310,2. URBAN,3. AMHARA,03,09,1,1,003,10,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,25,1. Minute,1. YES,,,1. YES,,,,1. YES,,2,1,0,2. NO,2. NO,3,1. YES,0,0,1,0,1. YES,,,,,,,,2. NO,,,0,4. Other,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,2. NO,2,2. NO,2,1. YES,2000,5000,2. NO,2,2. NO,2,2. NO,2,2. NO,2,2. NO,,,,
030312088800504,1. RURAL,3. AMHARA,03,12,8,88,005,04,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5,15,3. Day,2. NO,5,5,2. NO,weledya,77,50,1. YES,,5,0,0,2. NO,1. YES,4,1. YES,0,0,0,0,2. NO,5,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,42,1. Government,2. NO,,2. NO,,,,,,,,2. NO,5,2. NO,5,2. NO,,,2. NO,5,1. YES,,2. NO,77,2. NO,77,1. YES,357,175,83,16
030401088801512,1. RURAL,3. AMHARA,04,01,8,88,015,12,4. Dirt Track,100,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,6,2,3. Day,2. NO,60,50,2. NO,Dessie,210,140,1. YES,,2,6,0,2. NO,2. NO,6,1. YES,0,0,0,0,2. NO,0,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,6,1. Government,2. NO,,2. NO,,,,,,,,2. NO,60,2. NO,33,2. NO,,,2. NO,60,1. YES,,2. NO,60,2. NO,210,1. YES,700,180,110,11
030404088801907,1. RURAL,3. AMHARA,04,04,8,88,019,07,3. Dirt Raod (Maintained),20,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,10,5,2. Hour,2. NO,35,30,2. NO,Dessie,60,45,1. YES,,5,2,2,2. NO,2. NO,10,2. NO,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,10,1. Government,2. NO,,2. NO,,,,,,,,2. NO,30,2. NO,30,1. YES,0,0,2. NO,30,1. YES,,2. NO,30,2. NO,30,1. YES,180,50,15,10
030409010100102,2. URBAN,3. AMHARA,04,09,1,1,001,02,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,20,2. Hour,2. NO,42,40,2. NO,Bahir Dar,622,40,1. YES,,1,2,0,2. NO,1. YES,0,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,,2. NO,42,1. YES,,1. YES,1000,1500,2. NO,42,1. YES,,2. NO,42,2. NO,42,2. NO,,,,
030409088800307,1. RURAL,3. AMHARA,04,09,8,88,003,07,4. Dirt Track,50,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,0,2,3. Day,2. NO,100,100,2. NO,Dessie,100,100,1. YES,,0,5,0,2. NO,2. NO,10,2. NO,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,30,1. Government,2. NO,,2. NO,,,,,,,,2. NO,100,2. NO,100,2. NO,,,2. NO,100,1. YES,,2. NO,100,2. NO,100,1. YES,253,53,6,5
030412088800503,1. RURAL,3. AMHARA,04,12,8,88,005,03,4. Dirt Track,6,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,6,72,1. Minute,2. NO,6,20,2. NO,Dessie,186,100,1. YES,,5,3,0,2. NO,2. NO,6,1. YES,0,0,0,0,2. NO,0,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,6,1. Government,2. NO,,2. NO,,,,,,,,2. NO,6,1. YES,,2. NO,,,2. NO,6,1. YES,,2. NO,6,1. YES,,1. YES,120,100,60,3
030416088801301,1. RURAL,3. AMHARA,04,16,8,88,013,01,4. Dirt Track,35,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,10,60,3. Day,2. NO,12,10,2. NO,Dessie,170,100,2. NO,5,1,15,0,1. YES,2. NO,5,2. NO,0,0,0,0,2. NO,2,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,5,1. Government,2. NO,,2. NO,,,,,,,,2. NO,12,1. YES,,1. YES,50,4000,2. NO,12,1. YES,,2. NO,12,2. NO,12,1. YES,52,55,33,3
030421010100402,2. URBAN,3. AMHARA,04,21,1,1,004,02,3. Dirt Raod (Maintained),0,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1,65,2. Hour,1. YES,,,2. NO,dessie,180,97,1. YES,,1,7,1,2. NO,2. NO,1,1. YES,0,0,1,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,2. NO,,,2. NO,1,1. YES,,1. YES,,2. NO,0,1. YES,19,33,2,3
030505088800505,1. RURAL,3. AMHARA,05,05,8,88,005,05,2. Graded Graveled,20,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,2,3. Day,2. NO,20,20,2. NO,Debirebrhan,185,107,1. YES,,6,0,0,2. NO,1. YES,20,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,20,1. Government,2. NO,,2. NO,,,,,,,,2. NO,20,1. YES,,1. YES,0,0,2. NO,20,1. YES,,2. NO,20,2. NO,185,1. YES,506,337,405,17
030512088800206,1. RURAL,3. AMHARA,05,12,8,88,002,06,4. Dirt Track,20,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,0,1,3. Day,2. NO,35,45,2. NO,Debire Birhan,130,95,1. YES,,8,0,0,2. NO,1. YES,15,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,1. YES,2. NO,,,15,1. Government,2. NO,,2. NO,,,,,,,,2. NO,35,1. YES,,1. YES,0,0,2. NO,35,1. YES,,1. YES,,2. NO,35,2. NO,,,,
030519088801304,1. RURAL,3. AMHARA,05,19,8,88,013,04,2. Graded Graveled,11,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,0,2,3. Day,2. NO,11,20,2. NO,Debribirhan,11,20,1. YES,,4,0,0,2. NO,2. NO,11,1. YES,0,0,0,0,2. NO,0,1. YES,,2. Sometimes Available,1. Government Facility,,1. YES,2. NO,,,11,1. Government,2. NO,,2. NO,,,,,,,,2. NO,11,1. YES,,2. NO,,,2. NO,11,1. YES,,2. NO,11,2. NO,11,2. NO,,,,
030526010100201,2. URBAN,3. AMHARA,05,26,1,1,002,01,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,48,2. Hour,1. YES,,,2. NO,Debribirhan,152,87,1. YES,,5,0,0,1. YES,1. YES,0,1. YES,0,0,1,1,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,10,3200,1. YES,,1. YES,,1. YES,,2. NO,152,2. NO,,,,
030602088802210,1. RURAL,3. AMHARA,06,02,8,88,022,10,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,17,50,2. Hour,2. NO,17,15,2. NO,Bahardar,102,60,2. NO,17,6,1,0,1. YES,2. NO,17,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,1. YES,2. NO,,,17,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,17,2. NO,17,2. NO,,,2. NO,17,1. YES,,2. NO,17,2. NO,17,2. NO,,,,
030606088800202,1. RURAL,3. AMHARA,06,06,8,88,002,02,4. Dirt Track,16,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,4,3. Day,2. NO,32,18,2. NO,Debre Markose,67,63,1. YES,,6,1,0,2. NO,2. NO,0,2. NO,0,0,0,0,2. NO,0,1. YES,,1. Always Available,1. Government Facility,,1. YES,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,,,2. NO,32,1. YES,,2. NO,,,2. NO,32,1. YES,,2. NO,32,2. NO,32,2. NO,,,,
030610010100110,2. URBAN,3. AMHARA,06,10,1,1,001,10,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,14,2. Hour,2. NO,42,23,2. NO,Deber Markose,42,23,1. YES,,1,0,1,1. YES,1. YES,1,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,,,2. NO,42,1. YES,,1. YES,10,1500,2. NO,42,1. YES,,2. NO,42,2. NO,42,2. NO,,,,
030610088800708,1. RURAL,3. AMHARA,06,10,8,88,007,08,4. Dirt Track,51,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,10,8,2. Hour,2. NO,51,23,2. NO,Debre Markose,51,23,1. YES,,3,0,1,2. NO,2. NO,10,1. YES,0,0,0,0,2. NO,1,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,10,1. Government,2. NO,,2. NO,,,,,,,,2. NO,51,1. YES,,2. NO,,,2. NO,51,2. NO,10,2. NO,51,2. NO,51,2. NO,,,,
030614088801003,1. RURAL,3. AMHARA,06,14,8,88,010,03,4. Dirt Track,24,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,10,2. Hour,2. NO,15,10,2. NO,Debere Markose,116,55,1. YES,,4,1,3,2. NO,2. NO,2,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,1. YES,1. YES,1. YES,,1. Government,1. YES,80,2. NO,,,,,,,,2. NO,15,1. YES,,1. YES,150,3000,2. NO,15,1. YES,,2. NO,24,2. NO,15,1. YES,49,65,200,4
030616010100207,2. URBAN,3. AMHARA,06,16,1,1,002,07,3. Dirt Raod (Maintained),17,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,29,2. Hour,1. YES,,,2. NO,Deber Markose,17,16,1. YES,,2,0,0,1. YES,1. YES,1,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,300,6000,1. YES,,1. YES,,1. YES,,2. NO,17,2. NO,,,,
030701088800919,1. RURAL,3. AMHARA,07,01,8,88,009,19,2. Graded Graveled,52,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,7,30,2. Hour,2. NO,25,35,2. NO,Baherdar,57,35,1. YES,,9,1,0,2. NO,2. NO,7,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,7,1. Government,1. YES,50,2. NO,,,,,,,,2. NO,7,2. NO,7,2. NO,,,2. NO,7,1. YES,,2. NO,7,2. NO,57,2. NO,,,,
030703088802911,1. RURAL,3. AMHARA,07,03,8,88,029,11,3. Dirt Raod (Maintained),23,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,22,30,2. Hour,2. NO,23,50,2. NO,Bahardar,68,70,1. YES,,9,0,0,2. NO,2. NO,10,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,1. YES,1. YES,1. YES,,1. Government,1. YES,0,2. NO,,,,,,,,2. NO,23,2. NO,23,2. NO,,,2. NO,23,2. NO,10,2. NO,23,2. NO,23,2. NO,,,,
030706010100103,2. URBAN,3. AMHARA,07,06,1,1,001,03,4. Dirt Track,45,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,8,2. Hour,1. YES,,,2. NO,Funetselam,52,34,1. YES,,2,0,0,1. YES,1. YES,0,1. YES,2,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,500,4000,1. YES,,1. YES,,2. NO,52,2. NO,52,2. NO,,,,
030707088800708,1. RURAL,3. AMHARA,07,07,8,88,007,08,4. Dirt Track,50,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,9,3,3. Day,2. NO,50,30,2. NO,Fenotselam,60,75,1. YES,,3,0,3,1. YES,2. NO,5,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,0,1. Government,1. YES,50,2. NO,,,,,,,,2. NO,50,2. NO,50,2. NO,,,2. NO,35,2. NO,50,2. NO,50,2. NO,70,2. NO,,,,
030710088801809,1. RURAL,3. AMHARA,07,10,8,88,018,09,4. Dirt Track,42,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,5,2,2. Hour,2. NO,34,25,2. NO,52,52,45,1. YES,,6,0,5,1. YES,1. YES,7,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,1. YES,2. NO,,,34,1. Government,1. YES,60,2. NO,,,,,,,,2. NO,7,1. YES,,2. NO,,,2. NO,7,1. YES,,2. NO,7,2. NO,34,2. NO,,,,
030714010100520,2. URBAN,3. AMHARA,07,14,1,1,005,20,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,250,3. Day,1. YES,,,1. YES,,,,1. YES,,2,0,0,1. YES,2. NO,0,2. NO,1,0,3,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,1. YES,56,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,,,2. NO,1,1. YES,,1. YES,500,7000,1. YES,,1. YES,,2. NO,1,2. NO,100,2. NO,,,,
030803030100101,2. URBAN,3. AMHARA,08,03,3,1,001,01,3. Dirt Raod (Maintained),30,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,0,3,2. Hour,2. NO,25,46,2. NO,Sekota,30,30,1. YES,,3,0,1,1. YES,1. YES,2,2. NO,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,,2. NO,30,2. NO,30,1. YES,10,2500,2. NO,30,1. YES,,2. NO,30,2. NO,30,1. YES,290,398,3,1
030803088802708,1. RURAL,3. AMHARA,08,03,8,88,027,08,4. Dirt Track,90,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,16,2,3. Day,2. NO,16,20,2. NO,sekota,90,70,1. YES,,3,0,0,1. YES,2. NO,0,2. NO,0,0,0,0,2. NO,0,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,0,1. Government,2. NO,,2. NO,,,,,,,,2. NO,16,2. NO,16,2. NO,,,2. NO,16,1. YES,,2. NO,16,1. YES,,1. YES,158,240,0,0
030808088800201,1. RURAL,3. AMHARA,08,08,8,88,002,01,4. Dirt Track,80,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,80,20,3. Day,2. NO,27,20,2. NO,sekota,80,70,1. YES,,5,0,0,1. YES,2. NO,27,2. NO,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,2. NO,2. NO,,,0,1. Government,2. NO,,2. NO,,,,,,,,2. NO,80,1. YES,,2. NO,,,2. NO,80,2. NO,27,2. NO,80,1. YES,,1. YES,712,789,0,0
030902088800605,1. RURAL,3. AMHARA,09,02,8,88,006,05,4. Dirt Track,2,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,5,2. Hour,2. NO,12,10,2. NO,koso ber,12,10,1. YES,,3,0,2,1. YES,1. YES,10,1. YES,0,0,0,0,2. NO,3,1. YES,,1. Always Available,1. Government Facility,,1. YES,2. NO,,,5,1. Government,2. NO,,2. NO,,,,,,,,2. NO,12,2. NO,12,2. NO,,,2. NO,12,2. NO,12,2. NO,12,2. NO,12,2. NO,,,,
030906088802103,1. RURAL,3. AMHARA,09,06,8,88,021,03,2. Graded Graveled,21,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,21,25,2. Hour,2. NO,21,20,2. NO,Kosober,120,100,1. YES,,6,0,0,2. NO,2. NO,10,1. YES,0,0,0,0,1. YES,,1. YES,,1. Always Available,1. Government Facility,,1. YES,2. NO,,,10,1. Government,1. YES,100,2. NO,,,,,,,,2. NO,20,2. NO,10,2. NO,,,2. NO,21,2. NO,10,2. NO,21,2. NO,120,2. NO,,,,
030910010100304,2. URBAN,3. AMHARA,09,10,1,1,003,04,4. Dirt Track,2,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,100,3. Day,1. YES,,,2. NO,Chagni,3,30,2. NO,3,1,0,1,1. YES,2. NO,0,1. YES,0,0,0,0,2. NO,3,,,,,,,2. NO,,,3,1. Government,1. YES,1060,2. NO,,,,,,,,2. NO,3,2. NO,3,1. YES,200,3000,2. NO,3,2. NO,3,2. NO,3,2. NO,3,2. NO,,,,
031002088801007,1. RURAL,3. AMHARA,10,02,8,88,010,07,4. Dirt Track,15,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,10,7,3. Day,2. NO,12,30,2. NO,Kemisse,104,90,2. NO,12,0,2,3,2. NO,2. NO,6,2. NO,0,0,0,0,2. NO,3,1. YES,,2. Sometimes Available,1. Government Facility,,2. NO,2. NO,,,12,1. Government,2. NO,,2. NO,,,,,,,,2. NO,12,2. NO,12,1. YES,12000,10000,2. NO,12,1. YES,,2. NO,12,2. NO,55,1. YES,136,122,50,20
