ea_id,cs2q01,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs2q02,cs2q03,cs2q04,cs2q05_1,cs2q05_2,cs2q05_oth,cs2q06,cs2q07,cs2q07_oth
030103088803101,4,1. RURAL,3. AMHARA,01,03,8,88,031,01,**CONFIDENTIAL**,2. Female,41,1. Chairman/woman,,,41,2. Incomplete primary school,
030103088803101,5,1. RURAL,3. AMHARA,01,03,8,88,031,01,**CONFIDENTIAL**,1. Male,39,2. Representative,5. School Teacher,,39,2. Incomplete primary school,
030103088803101,6,1. RURAL,3. AMHARA,01,03,8,88,031,01,**CONFIDENTIAL**,1. Male,22,2. Representative,,,22,2. Incomplete primary school,
030103088803101,7,1. RURAL,3. AMHARA,01,03,8,88,031,01,**CONFIDENTIAL**,1. Male,24,5. School Teacher,,,1,6. Above Secondary school,
030106088801805,1,1. RURAL,3. AMHARA,01,06,8,88,018,05,**CONFIDENTIAL**,1. Male,27,11. Other (Specify),,Kebele Manager,5,6. Above Secondary school,
030106088801805,2,1. RURAL,3. AMHARA,01,06,8,88,018,05,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,45,2. Incomplete primary school,
030106088801805,3,1. RURAL,3. AMHARA,01,06,8,88,018,05,**CONFIDENTIAL**,1. Male,48,2. Representative,,,48,2. Incomplete primary school,
030106088801805,4,1. RURAL,3. AMHARA,01,06,8,88,018,05,**CONFIDENTIAL**,1. Male,43,3. Elderly,,,43,1. None/ illitrate,
030106088801805,5,1. RURAL,3. AMHARA,01,06,8,88,018,05,**CONFIDENTIAL**,1. Male,32,2. Representative,,,32,2. Incomplete primary school,
030106088801805,6,1. RURAL,3. AMHARA,01,06,8,88,018,05,**CONFIDENTIAL**,1. Male,40,11. Other (Specify),,Farmer,40,1. None/ illitrate,
030106088801805,7,1. RURAL,3. AMHARA,01,06,8,88,018,05,**CONFIDENTIAL**,1. Male,28,8. Business Man/Woman,,,28,2. Incomplete primary school,
030202088802410,1,1. RURAL,3. AMHARA,02,02,8,88,024,10,**CONFIDENTIAL**,1. Male,39,6. Agricultural Extension/Development Officier,,,3,6. Above Secondary school,
030202088802410,2,1. RURAL,3. AMHARA,02,02,8,88,024,10,**CONFIDENTIAL**,1. Male,48,9. Religious Leader,,,48,7. Other (Specify),Basic/ Adalt Education
030202088802410,3,1. RURAL,3. AMHARA,02,02,8,88,024,10,**CONFIDENTIAL**,1. Male,65,3. Elderly,,,65,2. Incomplete primary school,
030202088802410,4,1. RURAL,3. AMHARA,02,02,8,88,024,10,**CONFIDENTIAL**,1. Male,58,11. Other (Specify),,Farmer,58,7. Other (Specify),Basic/ Adalt Education
030206010100105,1,2. URBAN,3. AMHARA,02,06,1,1,001,05,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,12,2. Incomplete primary school,
030206010100105,2,2. URBAN,3. AMHARA,02,06,1,1,001,05,**CONFIDENTIAL**,2. Female,36,7. Health Worker,,,2,6. Above Secondary school,
030206010100105,3,2. URBAN,3. AMHARA,02,06,1,1,001,05,**CONFIDENTIAL**,2. Female,27,2. Representative,,,27,6. Above Secondary school,
030206010100105,4,2. URBAN,3. AMHARA,02,06,1,1,001,05,**CONFIDENTIAL**,1. Male,49,3. Elderly,,,45,2. Incomplete primary school,
030206088800908,1,1. RURAL,3. AMHARA,02,06,8,88,009,08,**CONFIDENTIAL**,1. Male,30,1. Chairman/woman,,,30,5. Secondary school completed,
030206088800908,2,1. RURAL,3. AMHARA,02,06,8,88,009,08,**CONFIDENTIAL**,1. Male,28,6. Agricultural Extension/Development Officier,,,5,6. Above Secondary school,
030206088800908,3,1. RURAL,3. AMHARA,02,06,8,88,009,08,**CONFIDENTIAL**,1. Male,65,3. Elderly,,,65,7. Other (Specify),Basic/ Adalt Education
030206088800908,4,1. RURAL,3. AMHARA,02,06,8,88,009,08,**CONFIDENTIAL**,1. Male,32,4. School Headmaster,,,6,6. Above Secondary school,
030206088800908,5,1. RURAL,3. AMHARA,02,06,8,88,009,08,**CONFIDENTIAL**,2. Female,28,7. Health Worker,,,8,6. Above Secondary school,
030206088800908,6,1. RURAL,3. AMHARA,02,06,8,88,009,08,**CONFIDENTIAL**,2. Female,28,11. Other (Specify),,Kebele Manager,5,6. Above Secondary school,
030209088803514,1,1. RURAL,3. AMHARA,02,09,8,88,035,14,**CONFIDENTIAL**,1. Male,45,8. Business Man/Woman,,,45,5. Secondary school completed,
030209088803514,2,1. RURAL,3. AMHARA,02,09,8,88,035,14,**CONFIDENTIAL**,1. Male,40,2. Representative,,,40,7. Other (Specify),Basic/ Adalt Education
030209088803514,3,1. RURAL,3. AMHARA,02,09,8,88,035,14,**CONFIDENTIAL**,1. Male,22,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030209088803514,4,1. RURAL,3. AMHARA,02,09,8,88,035,14,**CONFIDENTIAL**,2. Female,25,11. Other (Specify),,Kebele Manager,2,6. Above Secondary school,
030214020100104,1,2. URBAN,3. AMHARA,02,14,2,1,001,04,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,17,6. Above Secondary school,
030214020100104,2,2. URBAN,3. AMHARA,02,14,2,1,001,04,**CONFIDENTIAL**,1. Male,40,11. Other (Specify),,Law/ Security,40,3. Primary school completed,
030214020100104,3,2. URBAN,3. AMHARA,02,14,2,1,001,04,**CONFIDENTIAL**,1. Male,50,3. Elderly,,,50,2. Incomplete primary school,
030214020100104,4,2. URBAN,3. AMHARA,02,14,2,1,001,04,**CONFIDENTIAL**,2. Female,45,2. Representative,,,45,2. Incomplete primary school,
030303088800803,1,1. RURAL,3. AMHARA,03,03,8,88,008,03,**CONFIDENTIAL**,1. Male,38,4. School Headmaster,,,3,6. Above Secondary school,
030303088800803,2,1. RURAL,3. AMHARA,03,03,8,88,008,03,**CONFIDENTIAL**,1. Male,29,11. Other (Specify),,Land Administration,2,6. Above Secondary school,
030303088800803,3,1. RURAL,3. AMHARA,03,03,8,88,008,03,**CONFIDENTIAL**,2. Female,35,7. Health Worker,,,2,6. Above Secondary school,
030303088800803,4,1. RURAL,3. AMHARA,03,03,8,88,008,03,**CONFIDENTIAL**,1. Male,28,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
030303088800803,5,1. RURAL,3. AMHARA,03,03,8,88,008,03,**CONFIDENTIAL**,1. Male,54,1. Chairman/woman,,,17,3. Primary school completed,
030303088800803,6,1. RURAL,3. AMHARA,03,03,8,88,008,03,**CONFIDENTIAL**,2. Female,25,2. Representative,,,4,6. Above Secondary school,
030307088802601,1,1. RURAL,3. AMHARA,03,07,8,88,026,01,**CONFIDENTIAL**,2. Female,25,7. Health Worker,,,2,6. Above Secondary school,
030307088802601,2,1. RURAL,3. AMHARA,03,07,8,88,026,01,**CONFIDENTIAL**,1. Male,24,11. Other (Specify),,Kebele Manager,3,6. Above Secondary school,
030307088802601,3,1. RURAL,3. AMHARA,03,07,8,88,026,01,**CONFIDENTIAL**,1. Male,27,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030307088802601,4,1. RURAL,3. AMHARA,03,07,8,88,026,01,**CONFIDENTIAL**,1. Male,42,1. Chairman/woman,,,22,6. Above Secondary school,
030307088802601,5,1. RURAL,3. AMHARA,03,07,8,88,026,01,**CONFIDENTIAL**,1. Male,25,2. Representative,,,5,5. Secondary school completed,
030307088802601,6,1. RURAL,3. AMHARA,03,07,8,88,026,01,**CONFIDENTIAL**,1. Male,34,10. Police,,,1,6. Above Secondary school,
030307088802601,7,1. RURAL,3. AMHARA,03,07,8,88,026,01,**CONFIDENTIAL**,1. Male,38,9. Religious Leader,,,13,3. Primary school completed,
030307088802601,8,1. RURAL,3. AMHARA,03,07,8,88,026,01,**CONFIDENTIAL**,1. Male,36,4. School Headmaster,,,3,6. Above Secondary school,
030309010100310,1,2. URBAN,3. AMHARA,03,09,1,1,003,10,**CONFIDENTIAL**,1. Male,33,11. Other (Specify),,Deputy Chairperson,11,6. Above Secondary school,
030309010100310,2,2. URBAN,3. AMHARA,03,09,1,1,003,10,**CONFIDENTIAL**,2. Female,38,2. Representative,,,7,5. Secondary school completed,
030309010100310,3,2. URBAN,3. AMHARA,03,09,1,1,003,10,**CONFIDENTIAL**,1. Male,31,2. Representative,,,10,6. Above Secondary school,
030309010100310,4,2. URBAN,3. AMHARA,03,09,1,1,003,10,**CONFIDENTIAL**,2. Female,26,7. Health Worker,,,5,6. Above Secondary school,
030309010100310,5,2. URBAN,3. AMHARA,03,09,1,1,003,10,**CONFIDENTIAL**,1. Male,60,3. Elderly,,,50,5. Secondary school completed,
030309010100310,6,2. URBAN,3. AMHARA,03,09,1,1,003,10,**CONFIDENTIAL**,2. Female,45,8. Business Man/Woman,,,35,5. Secondary school completed,
030309010100310,7,2. URBAN,3. AMHARA,03,09,1,1,003,10,**CONFIDENTIAL**,1. Male,70,9. Religious Leader,,,55,2. Incomplete primary school,
030312088800504,1,1. RURAL,3. AMHARA,03,12,8,88,005,04,**CONFIDENTIAL**,2. Female,28,7. Health Worker,,,4,6. Above Secondary school,
030312088800504,2,1. RURAL,3. AMHARA,03,12,8,88,005,04,**CONFIDENTIAL**,1. Male,33,4. School Headmaster,,,1,6. Above Secondary school,
030312088800504,3,1. RURAL,3. AMHARA,03,12,8,88,005,04,**CONFIDENTIAL**,2. Female,25,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030312088800504,4,1. RURAL,3. AMHARA,03,12,8,88,005,04,**CONFIDENTIAL**,2. Female,22,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030312088800504,5,1. RURAL,3. AMHARA,03,12,8,88,005,04,**CONFIDENTIAL**,1. Male,25,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030312088800504,6,1. RURAL,3. AMHARA,03,12,8,88,005,04,**CONFIDENTIAL**,1. Male,58,1. Chairman/woman,,,26,5. Secondary school completed,
030312088800504,7,1. RURAL,3. AMHARA,03,12,8,88,005,04,**CONFIDENTIAL**,1. Male,53,3. Elderly,,,53,1. None/ illitrate,
030401088801512,1,1. RURAL,3. AMHARA,04,01,8,88,015,12,**CONFIDENTIAL**,1. Male,38,1. Chairman/woman,,,38,2. Incomplete primary school,
030401088801512,2,1. RURAL,3. AMHARA,04,01,8,88,015,12,**CONFIDENTIAL**,1. Male,51,9. Religious Leader,,,51,1. None/ illitrate,
030401088801512,3,1. RURAL,3. AMHARA,04,01,8,88,015,12,**CONFIDENTIAL**,1. Male,35,2. Representative,,,35,3. Primary school completed,
030401088801512,4,1. RURAL,3. AMHARA,04,01,8,88,015,12,**CONFIDENTIAL**,1. Male,31,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
030401088801512,5,1. RURAL,3. AMHARA,04,01,8,88,015,12,**CONFIDENTIAL**,2. Female,26,7. Health Worker,,,3,6. Above Secondary school,
030401088801512,6,1. RURAL,3. AMHARA,04,01,8,88,015,12,**CONFIDENTIAL**,1. Male,36,10. Police,,,3,5. Secondary school completed,
030401088801512,7,1. RURAL,3. AMHARA,04,01,8,88,015,12,**CONFIDENTIAL**,1. Male,35,8. Business Man/Woman,,,35,3. Primary school completed,
030404088801907,1,1. RURAL,3. AMHARA,04,04,8,88,019,07,**CONFIDENTIAL**,1. Male,52,1. Chairman/woman,,,52,4. Incomplete secondary school,
030404088801907,2,1. RURAL,3. AMHARA,04,04,8,88,019,07,**CONFIDENTIAL**,1. Male,28,2. Representative,,,28,5. Secondary school completed,
030404088801907,3,1. RURAL,3. AMHARA,04,04,8,88,019,07,**CONFIDENTIAL**,1. Male,53,4. School Headmaster,,,5,6. Above Secondary school,
030404088801907,4,1. RURAL,3. AMHARA,04,04,8,88,019,07,**CONFIDENTIAL**,2. Female,35,7. Health Worker,,,2,6. Above Secondary school,
030404088801907,5,1. RURAL,3. AMHARA,04,04,8,88,019,07,**CONFIDENTIAL**,1. Male,44,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030404088801907,6,1. RURAL,3. AMHARA,04,04,8,88,019,07,**CONFIDENTIAL**,1. Male,57,3. Elderly,,,57,3. Primary school completed,
030404088801907,7,1. RURAL,3. AMHARA,04,04,8,88,019,07,**CONFIDENTIAL**,1. Male,27,10. Police,,,1,5. Secondary school completed,
030409010100102,1,2. URBAN,3. AMHARA,04,09,1,1,001,02,**CONFIDENTIAL**,1. Male,27,5. School Teacher,,,4,4. Incomplete secondary school,
030409010100102,2,2. URBAN,3. AMHARA,04,09,1,1,001,02,**CONFIDENTIAL**,1. Male,41,1. Chairman/woman,,,10,5. Secondary school completed,
030409010100102,3,2. URBAN,3. AMHARA,04,09,1,1,001,02,**CONFIDENTIAL**,1. Male,38,10. Police,,,6,3. Primary school completed,
030409010100102,4,2. URBAN,3. AMHARA,04,09,1,1,001,02,**CONFIDENTIAL**,1. Male,29,11. Other (Specify),,Kebele Manager,0,6. Above Secondary school,
030409010100102,5,2. URBAN,3. AMHARA,04,09,1,1,001,02,**CONFIDENTIAL**,1. Male,30,7. Health Worker,,,2,5. Secondary school completed,
030409010100102,6,2. URBAN,3. AMHARA,04,09,1,1,001,02,**CONFIDENTIAL**,2. Female,30,2. Representative,,,15,2. Incomplete primary school,
030409088800307,1,1. RURAL,3. AMHARA,04,09,8,88,003,07,**CONFIDENTIAL**,1. Male,28,6. Agricultural Extension/Development Officier,,,28,6. Above Secondary school,
030409088800307,2,1. RURAL,3. AMHARA,04,09,8,88,003,07,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,45,3. Primary school completed,
030409088800307,3,1. RURAL,3. AMHARA,04,09,8,88,003,07,**CONFIDENTIAL**,1. Male,25,2. Representative,,,25,3. Primary school completed,
030409088800307,4,1. RURAL,3. AMHARA,04,09,8,88,003,07,**CONFIDENTIAL**,1. Male,23,7. Health Worker,,,1,5. Secondary school completed,
030409088800307,5,1. RURAL,3. AMHARA,04,09,8,88,003,07,**CONFIDENTIAL**,1. Male,27,5. School Teacher,,,27,5. Secondary school completed,
030409088800307,6,1. RURAL,3. AMHARA,04,09,8,88,003,07,**CONFIDENTIAL**,1. Male,29,4. School Headmaster,,,1,5. Secondary school completed,
030409088800307,7,1. RURAL,3. AMHARA,04,09,8,88,003,07,**CONFIDENTIAL**,1. Male,30,8. Business Man/Woman,,,30,2. Incomplete primary school,
030409088800307,8,1. RURAL,3. AMHARA,04,09,8,88,003,07,**CONFIDENTIAL**,1. Male,28,10. Police,,,2,5. Secondary school completed,
030412088800503,1,1. RURAL,3. AMHARA,04,12,8,88,005,03,**CONFIDENTIAL**,1. Male,48,1. Chairman/woman,,,48,5. Secondary school completed,
030412088800503,2,1. RURAL,3. AMHARA,04,12,8,88,005,03,**CONFIDENTIAL**,1. Male,35,9. Religious Leader,,,35,2. Incomplete primary school,
030412088800503,3,1. RURAL,3. AMHARA,04,12,8,88,005,03,**CONFIDENTIAL**,1. Male,36,5. School Teacher,,,3,5. Secondary school completed,
030412088800503,4,1. RURAL,3. AMHARA,04,12,8,88,005,03,**CONFIDENTIAL**,2. Female,32,7. Health Worker,,,32,6. Above Secondary school,
030412088800503,5,1. RURAL,3. AMHARA,04,12,8,88,005,03,**CONFIDENTIAL**,1. Male,46,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
030412088800503,6,1. RURAL,3. AMHARA,04,12,8,88,005,03,**CONFIDENTIAL**,1. Male,35,10. Police,,,2,5. Secondary school completed,
030412088800503,7,1. RURAL,3. AMHARA,04,12,8,88,005,03,**CONFIDENTIAL**,1. Male,38,2. Representative,,,38,3. Primary school completed,
030416088801301,1,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,46,1. Chairman/woman,,,46,3. Primary school completed,
030416088801301,2,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,33,2. Representative,,,33,6. Above Secondary school,
030416088801301,3,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,57,3. Elderly,,,57,1. None/ illitrate,
030416088801301,4,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,51,4. School Headmaster,,,51,6. Above Secondary school,
030416088801301,5,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,38,5. School Teacher,,,38,6. Above Secondary school,
030416088801301,6,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,35,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
030416088801301,7,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,2. Female,34,7. Health Worker,,,34,6. Above Secondary school,
030416088801301,8,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,47,8. Business Man/Woman,,,9,2. Incomplete primary school,
030416088801301,9,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,63,9. Religious Leader,,,63,7. Other (Specify),Religious School
030416088801301,10,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,42,9. Religious Leader,,,42,7. Other (Specify),Religious School
030416088801301,11,1. RURAL,3. AMHARA,04,16,8,88,013,01,**CONFIDENTIAL**,1. Male,34,10. Police,,,3,6. Above Secondary school,
030421010100402,1,2. URBAN,3. AMHARA,04,21,1,1,004,02,**CONFIDENTIAL**,1. Male,56,1. Chairman/woman,,,56,6. Above Secondary school,
030421010100402,2,2. URBAN,3. AMHARA,04,21,1,1,004,02,**CONFIDENTIAL**,1. Male,46,4. School Headmaster,,,46,6. Above Secondary school,
030421010100402,3,2. URBAN,3. AMHARA,04,21,1,1,004,02,**CONFIDENTIAL**,2. Female,38,6. Agricultural Extension/Development Officier,,,5,6. Above Secondary school,
030421010100402,4,2. URBAN,3. AMHARA,04,21,1,1,004,02,**CONFIDENTIAL**,2. Female,37,6. Agricultural Extension/Development Officier,,,4,6. Above Secondary school,
030421010100402,5,2. URBAN,3. AMHARA,04,21,1,1,004,02,**CONFIDENTIAL**,1. Male,28,2. Representative,,,28,4. Incomplete secondary school,
030421010100402,6,2. URBAN,3. AMHARA,04,21,1,1,004,02,**CONFIDENTIAL**,1. Male,28,10. Police,,,0,4. Incomplete secondary school,
030421010100402,7,2. URBAN,3. AMHARA,04,21,1,1,004,02,**CONFIDENTIAL**,1. Male,40,5. School Teacher,,,10,6. Above Secondary school,
030505088800505,1,1. RURAL,3. AMHARA,05,05,8,88,005,05,**CONFIDENTIAL**,1. Male,26,11. Other (Specify),,Kebele Manager,1,6. Above Secondary school,
030505088800505,2,1. RURAL,3. AMHARA,05,05,8,88,005,05,**CONFIDENTIAL**,1. Male,26,10. Police,,,1,6. Above Secondary school,
030505088800505,3,1. RURAL,3. AMHARA,05,05,8,88,005,05,**CONFIDENTIAL**,2. Female,20,7. Health Worker,,,1,6. Above Secondary school,
030505088800505,4,1. RURAL,3. AMHARA,05,05,8,88,005,05,**CONFIDENTIAL**,1. Male,25,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030505088800505,5,1. RURAL,3. AMHARA,05,05,8,88,005,05,**CONFIDENTIAL**,1. Male,25,5. School Teacher,,,4,6. Above Secondary school,
030505088800505,6,1. RURAL,3. AMHARA,05,05,8,88,005,05,**CONFIDENTIAL**,1. Male,64,3. Elderly,,,64,2. Incomplete primary school,
030512088800206,1,1. RURAL,3. AMHARA,05,12,8,88,002,06,**CONFIDENTIAL**,1. Male,24,11. Other (Specify),,Kebele Manager,1,6. Above Secondary school,
030512088800206,2,1. RURAL,3. AMHARA,05,12,8,88,002,06,**CONFIDENTIAL**,1. Male,48,3. Elderly,,,48,3. Primary school completed,
030512088800206,3,1. RURAL,3. AMHARA,05,12,8,88,002,06,**CONFIDENTIAL**,1. Male,38,4. School Headmaster,,,1,6. Above Secondary school,
030512088800206,4,1. RURAL,3. AMHARA,05,12,8,88,002,06,**CONFIDENTIAL**,1. Male,36,5. School Teacher,,,10,6. Above Secondary school,
030512088800206,5,1. RURAL,3. AMHARA,05,12,8,88,002,06,**CONFIDENTIAL**,2. Female,21,7. Health Worker,,,2,6. Above Secondary school,
030512088800206,6,1. RURAL,3. AMHARA,05,12,8,88,002,06,**CONFIDENTIAL**,1. Male,25,6. Agricultural Extension/Development Officier,,,3,6. Above Secondary school,
030519088801304,1,1. RURAL,3. AMHARA,05,19,8,88,013,04,**CONFIDENTIAL**,1. Male,32,1. Chairman/woman,,,32,5. Secondary school completed,
030519088801304,2,1. RURAL,3. AMHARA,05,19,8,88,013,04,**CONFIDENTIAL**,1. Male,27,6. Agricultural Extension/Development Officier,,,3,6. Above Secondary school,
030519088801304,3,1. RURAL,3. AMHARA,05,19,8,88,013,04,**CONFIDENTIAL**,2. Female,27,7. Health Worker,,,2,6. Above Secondary school,
030519088801304,4,1. RURAL,3. AMHARA,05,19,8,88,013,04,**CONFIDENTIAL**,1. Male,35,4. School Headmaster,,,3,6. Above Secondary school,
030519088801304,5,1. RURAL,3. AMHARA,05,19,8,88,013,04,**CONFIDENTIAL**,1. Male,35,10. Police,,,1,6. Above Secondary school,
030519088801304,6,1. RURAL,3. AMHARA,05,19,8,88,013,04,**CONFIDENTIAL**,1. Male,37,3. Elderly,,,37,2. Incomplete primary school,
030526010100201,1,2. URBAN,3. AMHARA,05,26,1,1,002,01,**CONFIDENTIAL**,1. Male,42,1. Chairman/woman,,,15,6. Above Secondary school,
030526010100201,2,2. URBAN,3. AMHARA,05,26,1,1,002,01,**CONFIDENTIAL**,1. Male,56,3. Elderly,,,17,3. Primary school completed,
030526010100201,3,2. URBAN,3. AMHARA,05,26,1,1,002,01,**CONFIDENTIAL**,1. Male,58,4. School Headmaster,,,11,6. Above Secondary school,
030526010100201,4,2. URBAN,3. AMHARA,05,26,1,1,002,01,**CONFIDENTIAL**,2. Female,26,2. Representative,,,3,6. Above Secondary school,
030526010100201,5,2. URBAN,3. AMHARA,05,26,1,1,002,01,**CONFIDENTIAL**,2. Female,28,7. Health Worker,,,4,6. Above Secondary school,
030526010100201,6,2. URBAN,3. AMHARA,05,26,1,1,002,01,**CONFIDENTIAL**,1. Male,30,10. Police,,,4,6. Above Secondary school,
030526010100201,7,2. URBAN,3. AMHARA,05,26,1,1,002,01,**CONFIDENTIAL**,1. Male,62,8. Business Man/Woman,,,42,4. Incomplete secondary school,
030602088802210,1,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,1. Male,42,1. Chairman/woman,,,42,2. Incomplete primary school,
030602088802210,2,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,1. Male,25,2. Representative,,,25,2. Incomplete primary school,
030602088802210,3,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,1. Male,60,3. Elderly,,,60,1. None/ illitrate,
030602088802210,4,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,1. Male,30,4. School Headmaster,,,1,6. Above Secondary school,
030602088802210,5,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,2. Female,23,5. School Teacher,,,23,5. Secondary school completed,
030602088802210,6,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,2. Female,27,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030602088802210,7,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,2. Female,29,6. Agricultural Extension/Development Officier,,,6,6. Above Secondary school,
030602088802210,8,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,1. Male,40,8. Business Man/Woman,,,40,4. Incomplete secondary school,
030602088802210,9,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,1. Male,40,9. Religious Leader,,,40,7. Other (Specify),Religious School
030602088802210,10,1. RURAL,3. AMHARA,06,02,8,88,022,10,**CONFIDENTIAL**,1. Male,26,10. Police,,,1,5. Secondary school completed,
030606088800202,1,1. RURAL,3. AMHARA,06,06,8,88,002,02,**CONFIDENTIAL**,1. Male,24,2. Representative,,,3,6. Above Secondary school,
030606088800202,2,1. RURAL,3. AMHARA,06,06,8,88,002,02,**CONFIDENTIAL**,2. Female,28,11. Other (Specify),,Land Administration,3,6. Above Secondary school,
030606088800202,3,1. RURAL,3. AMHARA,06,06,8,88,002,02,**CONFIDENTIAL**,1. Male,33,10. Police,,,2,5. Secondary school completed,
030606088800202,4,1. RURAL,3. AMHARA,06,06,8,88,002,02,**CONFIDENTIAL**,1. Male,30,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
030606088800202,5,1. RURAL,3. AMHARA,06,06,8,88,002,02,**CONFIDENTIAL**,2. Female,24,7. Health Worker,,,1,6. Above Secondary school,
030606088800202,6,1. RURAL,3. AMHARA,06,06,8,88,002,02,**CONFIDENTIAL**,1. Male,38,1. Chairman/woman,,,38,7. Other (Specify),Basic/ Adalt Education
030606088800202,7,1. RURAL,3. AMHARA,06,06,8,88,002,02,**CONFIDENTIAL**,1. Male,32,11. Other (Specify),,Kebele Manager,4,6. Above Secondary school,
030610010100110,1,2. URBAN,3. AMHARA,06,10,1,1,001,10,**CONFIDENTIAL**,1. Male,42,1. Chairman/woman,10. Police,,42,4. Incomplete secondary school,
030610010100110,2,2. URBAN,3. AMHARA,06,10,1,1,001,10,**CONFIDENTIAL**,1. Male,30,11. Other (Specify),,Deputy Chairperson,30,5. Secondary school completed,
030610010100110,3,2. URBAN,3. AMHARA,06,10,1,1,001,10,**CONFIDENTIAL**,1. Male,48,2. Representative,,,11,6. Above Secondary school,
030610010100110,4,2. URBAN,3. AMHARA,06,10,1,1,001,10,**CONFIDENTIAL**,1. Male,58,8. Business Man/Woman,,,8,1. None/ illitrate,
030610010100110,5,2. URBAN,3. AMHARA,06,10,1,1,001,10,**CONFIDENTIAL**,1. Male,28,7. Health Worker,,,8,7. Other (Specify),Above Secondary school
030610010100110,6,2. URBAN,3. AMHARA,06,10,1,1,001,10,**CONFIDENTIAL**,1. Male,42,9. Religious Leader,,,15,7. Other (Specify),Religious School
030610088800708,1,1. RURAL,3. AMHARA,06,10,8,88,007,08,**CONFIDENTIAL**,1. Male,28,11. Other (Specify),,Kebele Manager,6,6. Above Secondary school,
030610088800708,2,1. RURAL,3. AMHARA,06,10,8,88,007,08,**CONFIDENTIAL**,1. Male,31,4. School Headmaster,,,5,6. Above Secondary school,
030610088800708,3,1. RURAL,3. AMHARA,06,10,8,88,007,08,**CONFIDENTIAL**,1. Male,24,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
030610088800708,4,1. RURAL,3. AMHARA,06,10,8,88,007,08,**CONFIDENTIAL**,1. Male,48,2. Representative,,,21,7. Other (Specify),Basic/ Adalt Education
030610088800708,5,1. RURAL,3. AMHARA,06,10,8,88,007,08,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,21,3. Primary school completed,
030610088800708,6,1. RURAL,3. AMHARA,06,10,8,88,007,08,**CONFIDENTIAL**,2. Female,23,7. Health Worker,,,3,6. Above Secondary school,
030614088801003,1,1. RURAL,3. AMHARA,06,14,8,88,010,03,**CONFIDENTIAL**,2. Female,30,11. Other (Specify),,Kebele Manager,10,6. Above Secondary school,
030614088801003,2,1. RURAL,3. AMHARA,06,14,8,88,010,03,**CONFIDENTIAL**,1. Male,28,6. Agricultural Extension/Development Officier,,,3,6. Above Secondary school,
030614088801003,3,1. RURAL,3. AMHARA,06,14,8,88,010,03,**CONFIDENTIAL**,1. Male,30,2. Representative,,,30,5. Secondary school completed,
030614088801003,4,1. RURAL,3. AMHARA,06,14,8,88,010,03,**CONFIDENTIAL**,1. Male,28,5. School Teacher,,,28,6. Above Secondary school,
