holder_id,household_id,seed_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s5q0A,s5q0B,s5q01a,s5q01b,s5q02,s5q03_1,s5q03_2,s5q04,s5q05,s5q06,s5q07,s5q08,s5q09,s5q10,s5q11_1,s5q11_2,s5q12,s5q13,s5q14_1,s5q14_2,s5q15,s5q16,s5q17
01030608880180300901,010306088801803009,7,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,9,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,100
01030608880180300901,010306088801803009,10,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,9,1,3. Both livestock and crop production,tefe,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,75
01030608880180300901,010306088801803009,,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,9,1,3. Both livestock and crop production,gaya,16. VETCH,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01030608880180300901,010306088801803009,,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,9,1,3. Both livestock and crop production,sinda,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01030608880180302301,010306088801803023,1,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,23,1,1. crop production only,sinda,8. WHEAT,2. IMPROVED,1. IMPROVED NEW,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,50,3. PACK ANIMALS,0,800,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030608880180303701,010306088801803037,,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,37,1,3. Both livestock and crop production,sinda,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01030608880180305301,010306088801803053,5,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,53,1,3. Both livestock and crop production,tafi,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,30
01030608880180305301,010306088801803053,6,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,53,1,3. Both livestock and crop production,teliba,23. LINESEED,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,8
01030608880180305301,010306088801803053,7,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,53,1,3. Both livestock and crop production,misr,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,8
01030608880180305301,010306088801803053,8,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,53,1,3. Both livestock and crop production,gasho,75. GESHO,1. TRADITIONAL,,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,0,1. ON FOOT,0,125,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030608880180305301,010306088801803053,,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,53,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01030608880180306801,010306088801803068,1,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,68,1,3. Both livestock and crop production,gasho,75. GESHO,1. TRADITIONAL,,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,0,1. ON FOOT,0,20,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030608880180308301,010306088801803083,1,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,83,1,1. crop production only,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,100
01030608880180308301,010306088801803083,,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,83,1,1. crop production only,sinda,8. WHEAT,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,45,2. MOTER TRANSPORT,40,480,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,2. NO,
01030608880180309801,010306088801803098,1,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,98,1,3. Both livestock and crop production,sinda,8. WHEAT,2. IMPROVED,1. IMPROVED NEW,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,100,3. PACK ANIMALS,0,1680,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030608880180309801,010306088801803098,2,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,98,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,100
01030608880180311401,010306088801803114,,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,114,1,3. Both livestock and crop production,sinda,8. WHEAT,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,25,2. MOTER TRANSPORT,30,250,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,1. YES,50
01030608880180313101,010306088801803131,1,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,131,1,3. Both livestock and crop production,beles,115. OTHER FRUITS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
01030608880180313101,010306088801803131,2,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,131,1,3. Both livestock and crop production,gasho,75. GESHO,1. TRADITIONAL,,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,0,1. ON FOOT,0,30,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030608880180313101,010306088801803131,3,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,131,1,3. Both livestock and crop production,bekolo,2. MAIZE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
01030608880180313101,010306088801803131,4,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,131,1,3. Both livestock and crop production,tafi,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
01030608880180313101,010306088801803131,9,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,131,1,3. Both livestock and crop production,gaya,16. VETCH,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,7
01030608880180313101,010306088801803131,,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,131,1,3. Both livestock and crop production,sinda,8. WHEAT,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,80,2. MOTER TRANSPORT,40,880,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,1. YES,80
01030608880180313101,010306088801803131,,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,131,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01030608880180314601,010306088801803146,1,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,146,1,1. crop production only,bekolo,2. MAIZE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
01030608880180314601,010306088801803146,2,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,146,1,1. crop production only,beles,115. OTHER FRUITS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
01030608880180314601,010306088801803146,3,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,146,1,1. crop production only,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,100
01030708880130300701,010307088801303007,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,7,1,3. Both livestock and crop production,gesho,75. GESHO,2. IMPROVED,1. IMPROVED NEW,2. NO,,,,,,,,,,,,1. YES,1,7. RELATIVE,,0,2. NO,
01030708880130300701,010307088801303007,2,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,7,1,3. Both livestock and crop production,gebsi,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,78
01030708880130300701,010307088801303007,3,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,7,1,3. Both livestock and crop production,sindye,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,48
01030708880130300701,010307088801303007,8,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,7,1,3. Both livestock and crop production,tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,6
01030708880130300701,010307088801303007,9,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,7,1,3. Both livestock and crop production,miser,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,3
01030708880130300701,010307088801303007,10,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,7,1,3. Both livestock and crop production,sindye,8. WHEAT,2. IMPROVED,2. IMPROVED/ RECYCLED,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,24
01030708880130301501,010307088801303015,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,15,1,1. crop production only,gebsi,1. BARLEY,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,30,2. MOTER TRANSPORT,23,250,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130302301,010307088801303023,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,23,1,3. Both livestock and crop production,gebsi,1. BARLEY,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,18,2. MOTER TRANSPORT,23,270,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130303101,010307088801303031,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,31,1,3. Both livestock and crop production,gebsi,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,68
01030708880130303101,010307088801303031,2,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,31,1,3. Both livestock and crop production,sindye,8. WHEAT,2. IMPROVED,3. IMPROVED/ SAVED FROM PREVIOUS YEAR,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,66
01030708880130303101,010307088801303031,4,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,31,1,3. Both livestock and crop production,bokolo,2. MAIZE,2. IMPROVED,3. IMPROVED/ SAVED FROM PREVIOUS YEAR,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
01030708880130303101,010307088801303031,5,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,31,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18
01030708880130303101,010307088801303031,8,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,31,1,3. Both livestock and crop production,tef,7. TEFF,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,13
01030708880130303901,010307088801303039,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,39,1,1. crop production only,sindye,8. WHEAT,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,32,2. MOTER TRANSPORT,23,888,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130303901,010307088801303039,2,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,39,1,1. crop production only,sindye,8. WHEAT,2. IMPROVED,3. IMPROVED/ SAVED FROM PREVIOUS YEAR,1. YES,6. MAIN MARKET,,28,2. MOTER TRANSPORT,23,720,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130303901,010307088801303039,3,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,39,1,1. crop production only,gebsi,1. BARLEY,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,15,2. MOTER TRANSPORT,23,88,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130306701,010307088801303067,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,67,1,3. Both livestock and crop production,gebsi,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,6
01030708880130308401,010307088801303084,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,84,1,1. crop production only,sindye,8. WHEAT,2. IMPROVED,1. IMPROVED NEW,1. YES,6. MAIN MARKET,,35,1. ON FOOT,0,546,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130308401,010307088801303084,2,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,84,1,1. crop production only,miser.,14. LENTILS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,2,2. MOTER TRANSPORT,23,100,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130308401,010307088801303084,3,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,84,1,1. crop production only,gebsi,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,54
01030708880130309601,010307088801303096,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,96,1,3. Both livestock and crop production,teliba,23. LINESEED,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,1,2. MOTER TRANSPORT,23,25,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130309601,010307088801303096,2,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,96,1,3. Both livestock and crop production,sindye,8. WHEAT,2. IMPROVED,3. IMPROVED/ SAVED FROM PREVIOUS YEAR,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,37
01030708880130309601,010307088801303096,3,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,96,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,3
01030708880130309601,010307088801303096,6,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,96,1,3. Both livestock and crop production,gebsi,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,109
01030708880130310501,010307088801303105,1,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,105,1,3. Both livestock and crop production,gesho,75. GESHO,2. IMPROVED,1. IMPROVED NEW,2. NO,,,,,,,,,,,,1. YES,0.5,7. RELATIVE,10. NGO,0,2. NO,
01030708880130310501,010307088801303105,2,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,105,1,3. Both livestock and crop production,sindye,8. WHEAT,2. IMPROVED,2. IMPROVED/ RECYCLED,1. YES,5. LOCAL MARKET,,50,2. MOTER TRANSPORT,23,900,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01030708880130310501,010307088801303105,3,010307088801303,1. RURAL,1847.355994659546,1. TIGRAY,03,07,8,88,013,03,105,1,3. Both livestock and crop production,sindye,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,12
01040108880020900901,010401088800209009,2,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,9,1,3. Both livestock and crop production,guaya,16. VETCH,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,8.75,1. ON FOOT,0,201,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020900901,010401088800209009,4,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,9,1,3. Both livestock and crop production,shinbra,11. CHICK PEAS,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,8,1. ON FOOT,0,192,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020900901,010401088800209009,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,9,1,3. Both livestock and crop production,sinde,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01040108880020902301,010401088800209023,3,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,23,1,3. Both livestock and crop production,shinbra,11. CHICK PEAS,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,10,1. ON FOOT,0,250,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020902301,010401088800209023,4,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,23,1,3. Both livestock and crop production,guaya,16. VETCH,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,7.5,1. ON FOOT,0,138,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020902301,010401088800209023,5,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,23,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,17
01040108880020902301,010401088800209023,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,23,1,3. Both livestock and crop production,sinde,8. WHEAT,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,25,1. ON FOOT,0,280,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,1. YES,37.5
01040108880020903701,010401088800209037,2,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,37,1,3. Both livestock and crop production,guaya,16. VETCH,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,10,1. ON FOOT,0,230,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020903701,010401088800209037,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,37,1,3. Both livestock and crop production,sinde,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01040108880020905101,010401088800209051,3,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,51,1,1. crop production only,Telba,23. LINESEED,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
01040108880020905101,010401088800209051,4,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,51,1,1. crop production only,Ticir,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,10
01040108880020905101,010401088800209051,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,51,1,1. crop production only,Gebs,1. BARLEY,1. TRADITIONAL,,1. YES,8. FRIEND/NEIGHBOR,,3,1. ON FOOT,0,3,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,1. YES,3
01040108880020905101,010401088800209051,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,51,1,1. crop production only,Sinde,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01040108880020906501,010401088800209065,1,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,65,1,1. crop production only,shingurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2.25
01040108880020906501,010401088800209065,2,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,65,1,1. crop production only,yehabesha gomen,56. KALE,1. TRADITIONAL,,1. YES,7. RELATIVE,8. FRIEND/NEIGHBOR,0.005,1. ON FOOT,0,10,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,1. YES,0.005
01040108880020906501,010401088800209065,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,65,1,1. crop production only,gesho,75. GESHO,1. TRADITIONAL,,1. YES,8. FRIEND/NEIGHBOR,,0,1. ON FOOT,0,35,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,1. YES,0,7. RELATIVE,,0,2. NO,
01040108880020906501,010401088800209065,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,65,1,1. crop production only,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01040108880020906501,010401088800209065,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,65,1,1. crop production only,sinde,8. WHEAT,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,25,1. ON FOOT,0,322,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,1. YES,25
01040108880020907901,010401088800209079,2,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,79,1,3. Both livestock and crop production,shingurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
01040108880020907901,010401088800209079,3,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,79,1,3. Both livestock and crop production,shinbra,11. CHICK PEAS,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,6,1. ON FOOT,0,90,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020907901,010401088800209079,4,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,79,1,3. Both livestock and crop production,micr,14. LENTILS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,5
01040108880020907901,010401088800209079,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,79,1,3. Both livestock and crop production,sinde,8. WHEAT,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,43,1. ON FOOT,0,675,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,1. YES,10
01040108880020909301,010401088800209093,1,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,93,1,3. Both livestock and crop production,shingurt,55. GARLIC,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,6,1. ON FOOT,0,120,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020909301,010401088800209093,4,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,93,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,19.6,1. ON FOOT,0,313,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020909301,010401088800209093,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,93,1,3. Both livestock and crop production,sinde,8. WHEAT,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,37.5,1. ON FOOT,0,637,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,1. YES,10
01040108880020910701,010401088800209107,2,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,107,1,3. Both livestock and crop production,shingurt,55. GARLIC,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,17,1. ON FOOT,0,410,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020910701,010401088800209107,4,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,107,1,3. Both livestock and crop production,micr,14. LENTILS,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,10,1. ON FOOT,0,240,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020910701,010401088800209107,6,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,107,1,3. Both livestock and crop production,shinbra,11. CHICK PEAS,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,14,1. ON FOOT,0,350,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020910701,010401088800209107,7,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,107,1,3. Both livestock and crop production,gesho,75. GESHO,1. TRADITIONAL,,1. YES,7. RELATIVE,,0,1. ON FOOT,0,25,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
01040108880020910701,010401088800209107,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,107,1,3. Both livestock and crop production,sinde,8. WHEAT,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
01040108880020912101,010401088800209121,3,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,121,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,3,7. RELATIVE,,0,1. YES,3
01040108880020912101,010401088800209121,,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,121,1,3. Both livestock and crop production,sinde,8. WHEAT,1. TRADITIONAL,,1. YES,7. RELATIVE,,3,1. ON FOOT,0,160,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,1. YES,18
01040108880020913501,010401088800209135,2,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,135,1,3. Both livestock and crop production,gebs,1. BARLEY,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,7.84
01040108880020913501,010401088800209135,3,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,135,1,3. Both livestock and crop production,shingurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,18.75
01040108880020913501,010401088800209135,4,010401088800209,1. RURAL,2282.010323809524,1. TIGRAY,04,01,8,88,002,09,135,1,3. Both livestock and crop production,sinde,8. WHEAT,2. IMPROVED,3. IMPROVED/ SAVED FROM PREVIOUS YEAR,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,12.5
